,residence_male,residence_female,tuple,average_male,average_female,female-male
0,0.5087234,0.16621473,"('unsociable', 'sociable')",0.5087234,0.1662147,-0.3425087
1,0.9741515,1.0252621,"('unfriendly', 'friendly')",0.9741515,1.0252621,0.0511106
2,0.08942264,0.2879942,"('unlikable', 'likable')",0.0894226,0.2879942,0.1985716
3,0.47837415,0.51847255,"('repellent', 'pleasant')",0.4783742,0.5184726,0.0400984
4,-7.2011595,-7.2925563,"('disliked', 'liked')",-7.2011595,-7.2925563,-0.0913968
5,-1.0046997,-0.82893413,"('distant', 'outgoing')",-1.0046997,-0.8289341,0.1757656
6,-0.6528989,-0.49884027,"('distant', 'open')",-0.6528989,-0.4988403,0.1540586
7,1.0427743,0.9559526,"('insensitive', 'sensitive')",1.0427743,0.9559526,-0.0868217
8,0.8787143,0.87353754,"('unaffectionate', 'affectionate')",0.8787143,0.8735375,-0.0051768
9,1.2967722,1.4182572,"('unaffectionate', 'caring')",1.2967722,1.4182572,0.121485
10,0.8691455,0.79768,"('unsympathetic', 'sympathetic')",0.8691455,0.79768,-0.0714655
11,1.805274,1.8787569,"('unhelpful', 'helpful')",1.805274,1.8787569,0.0734829
12,-1.8310827,-1.838921,"('unsupportive', 'supportive')",-1.8310827,-1.838921,-0.0078383
13,0.22750136,0.12770548,"('impolite', 'polite')",0.2275014,0.1277055,-0.0997959
14,0.8272438,0.58585906,"('antisocial', 'social')",0.8272438,0.5858591,-0.2413847
15,0.07514866,0.031653192,"('boring', 'funny')",0.0751487,0.0316532,-0.0434955
16,-0.20947304,-0.21821323,"('unpopular', 'popular')",-0.209473,-0.2182132,-0.0087402
17,0.031340234,0.09906621,"('nasty', 'nice')",0.0313402,0.0990662,0.067726
18,-0.46898422,-0.42821303,"('disagreeable', 'welcoming')",-0.4689842,-0.428213,0.0407712
19,-0.9213015,-0.75845146,"('inhospitable', 'hospitable')",-0.9213015,-0.7584515,0.16285
20,0.7991725,0.648246,"('rough', 'thoughtful')",0.7991725,0.648246,-0.1509265
21,-0.36719832,-0.23634343,"('immoral', 'moral')",-0.3671983,-0.2363434,0.1308549
