,advansix_male,advansix_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.90044135,-1.0172939,"('unsociable', 'sociable')",-0.1548733,-0.34737462,-0.5276573,-0.6823343,-0.154677
1,-1.8329339,-2.005419,"('unfriendly', 'friendly')",1.5998459,1.4596409,-0.116544,-0.2728891,-0.1563451
2,0.71127355,0.8218639,"('unlikable', 'likable')",0.77097577,0.9051982,0.7411246,0.8635311,0.1224065
3,-0.28343013,-0.16958018,"('repellent', 'pleasant')",-0.050061297,-0.046002127,-0.1667457,-0.1077912,0.0589545
4,-0.2704766,-0.35292032,"('disliked', 'liked')",-5.644435,-5.6843624,-2.9574559,-3.0186415,-0.0611856
5,-1.2967347,-1.2803324,"('distant', 'outgoing')",-0.07292416,-0.0018101344,-0.6848294,-0.6410713,0.0437581
6,-1.560329,-1.5763764,"('distant', 'open')",0.25231093,0.29413968,-0.654009,-0.6411184,0.0128906
7,-0.4506511,-0.39537406,"('insensitive', 'sensitive')",0.04558994,0.0825865,-0.2025306,-0.1563938,0.0461368
8,-1.7660725,-1.8025806,"('unaffectionate', 'affectionate')",0.55501735,0.5078823,-0.6055276,-0.6473491,-0.0418215
9,-1.8549398,-1.899126,"('unaffectionate', 'caring')",0.80737275,0.7746575,-0.5237836,-0.5622343,-0.0384507
10,-1.0782615,-1.0180618,"('unsympathetic', 'sympathetic')",-0.7181373,-0.78754497,-0.8981994,-0.9028034,-0.004604
11,-0.06011261,0.019190993,"('unhelpful', 'helpful')",1.7318593,1.8236331,0.8358734,0.9214121,0.0855387
12,-0.89889616,-0.75578845,"('unsupportive', 'supportive')",-2.0816448,-2.018864,-1.4902705,-1.3873262,0.1029443
13,-0.10015336,-0.095032424,"('impolite', 'polite')",-0.50897163,-0.48358414,-0.3045625,-0.2893083,0.0152542
14,0.2940589,0.34712917,"('antisocial', 'social')",-0.3728307,-0.43091124,-0.0393859,-0.041891,-0.0025051
15,-0.030633569,-0.14775388,"('boring', 'funny')",0.8022241,0.78064454,0.3857953,0.3164453,-0.06935
16,-0.6050089,-0.58483595,"('unpopular', 'popular')",0.9112441,0.8677082,0.1531176,0.1414361,-0.0116815
17,0.13679613,0.20175023,"('nasty', 'nice')",-0.16216156,-0.13053395,-0.0126827,0.0356081,0.0482908
