,predecessor_male,predecessor_female,tuple,average_male,average_female,female-male
0,0.0238497,-0.10328431,"('unsociable', 'sociable')",0.0238497,-0.1032843,-0.127134
1,1.3626416,1.3826289,"('unfriendly', 'friendly')",1.3626416,1.3826289,0.0199873
2,-0.15610272,-0.1134581,"('unlikable', 'likable')",-0.1561027,-0.1134581,0.0426446
3,1.1890693,1.1547104,"('repellent', 'pleasant')",1.1890693,1.1547104,-0.0343589
4,-6.928002,-7.1366467,"('disliked', 'liked')",-6.9280019,-7.1366467,-0.2086448
5,-0.63690376,-0.5916102,"('distant', 'outgoing')",-0.6369038,-0.5916102,0.0452936
6,-0.30402872,-0.27562273,"('distant', 'open')",-0.3040287,-0.2756227,0.028406
7,1.0362135,1.0134449,"('insensitive', 'sensitive')",1.0362135,1.0134449,-0.0227686
8,1.0977901,1.0852739,"('unaffectionate', 'affectionate')",1.0977901,1.0852739,-0.0125162
9,1.4878278,1.4647262,"('unaffectionate', 'caring')",1.4878278,1.4647262,-0.0231016
10,0.72278047,0.67982316,"('unsympathetic', 'sympathetic')",0.7227805,0.6798232,-0.0429573
11,1.4026965,1.4413056,"('unhelpful', 'helpful')",1.4026965,1.4413056,0.0386091
12,-1.5990522,-1.6640568,"('unsupportive', 'supportive')",-1.5990522,-1.6640568,-0.0650046
13,-0.1391609,-0.20737974,"('impolite', 'polite')",-0.1391609,-0.2073797,-0.0682188
14,0.044051386,-0.0593851,"('antisocial', 'social')",0.0440514,-0.0593851,-0.1034365
15,-0.27644283,-0.2768529,"('boring', 'funny')",-0.2764428,-0.2768529,-0.0004101
16,-0.50408584,-0.42323124,"('unpopular', 'popular')",-0.5040858,-0.4232312,0.0808546
17,-0.8662156,-0.8019913,"('nasty', 'nice')",-0.8662156,-0.8019913,0.0642243
18,0.04511205,-0.06250894,"('disagreeable', 'welcoming')",0.0451121,-0.0625089,-0.107621
19,-0.6854068,-0.70081073,"('inhospitable', 'hospitable')",-0.6854068,-0.7008107,-0.0154039
20,1.1270363,1.0888973,"('rough', 'thoughtful')",1.1270363,1.0888973,-0.038139
21,-0.24217975,-0.3033367,"('immoral', 'moral')",-0.2421798,-0.3033367,-0.0611569
