,general_male,general_female,tuple,mills_male,mills_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.45509395,-0.5272385,"('unsociable', 'sociable')",0.098205075,0.067802645,-0.31174487,-0.45196036,-0.2228779,-0.3037987,-0.0809208
1,-0.75763667,-0.65767246,"('unfriendly', 'friendly')",0.51344615,0.6093549,1.960031,1.9060056,0.5719469,0.6192294,0.0472825
2,0.019984871,0.09570834,"('unlikable', 'likable')",-0.17829245,-0.06510226,0.53557324,0.6136875,0.1257552,0.2147645,0.0890093
3,-1.0710379,-1.0133916,"('repellent', 'pleasant')",-0.19470635,-0.022235584,0.26944938,0.284664,-0.3320983,-0.2503211,0.0817772
4,-0.21362518,-0.30218992,"('disliked', 'liked')",0.29182357,0.23474039,-6.0327682,-6.077023,-1.9848566,-2.0481575,-0.0633009
5,-0.8315116,-0.77036244,"('distant', 'outgoing')",0.117650405,0.05090324,-0.18247321,-0.24326462,-0.2987781,-0.3209079,-0.0221298
6,-1.3631996,-1.2646908,"('distant', 'open')",-0.62430197,-0.6261888,0.36060205,0.26943177,-0.5422999,-0.5404826,0.0018173
7,-0.18449317,-0.15116462,"('insensitive', 'sensitive')",-0.1504618,-0.09049041,0.7811443,0.75462914,0.1487298,0.1709914,0.0222616
8,0.32280385,0.4037425,"('unaffectionate', 'affectionate')",0.30414036,0.32787347,0.8461382,0.77142835,0.4910274,0.5010148,0.0099874
9,0.5885205,0.59286666,"('unaffectionate', 'caring')",0.49325854,0.49137375,1.0567467,1.0175152,0.7128419,0.7005852,-0.0122567
10,-0.3073502,-0.33710143,"('unsympathetic', 'sympathetic')",-0.4586397,-0.39259934,-0.34622407,-0.3528205,-0.370738,-0.3608404,0.0098976
11,-0.18149796,-0.19776964,"('unhelpful', 'helpful')",-0.9352236,-0.9275904,1.7101332,1.7394909,0.1978039,0.2047103,0.0069064
12,0.92733234,0.9855069,"('unsupportive', 'supportive')",0.44340348,0.5198368,-1.7922978,-1.7566494,-0.1405207,-0.0837686,0.0567521
13,0.07091968,0.012654837,"('impolite', 'polite')",0.10893922,-0.0041196384,-0.34312513,-0.4717558,-0.0544221,-0.1544069,-0.0999848
14,0.3381562,0.23016784,"('antisocial', 'social')",0.95824337,0.90116084,-0.517918,-0.59551924,0.2594939,0.1786032,-0.0808907
15,0.52895546,0.43064022,"('boring', 'funny')",0.35194594,0.21666509,0.6895846,0.6485641,0.5234954,0.4319565,-0.0915389
16,-1.0298616,-1.0162847,"('unpopular', 'popular')",-1.1327614,-1.1024243,0.37380636,0.3403272,-0.5962722,-0.5927939,0.0034783
17,-0.6759899,-0.5853432,"('nasty', 'nice')",-0.36161005,-0.36287713,-0.09856694,-0.08463947,-0.3787223,-0.3442866,0.0344357
18,-0.53847885,-0.40167552,"('disagreeable', 'welcoming')",-0.8384047,-0.7104603,-0.53011703,-0.6305095,-0.6356668,-0.5808818,0.054785
19,0.23133384,0.3072584,"('inhospitable', 'hospitable')",-0.5186709,-0.43465862,0.20350975,0.253092,-0.0279424,0.0418973,0.0698397
20,-0.58914673,-0.4646294,"('rough', 'thoughtful')",-1.0614107,-0.8857356,1.1388278,1.1255863,-0.1705765,-0.0749262,0.0956503
21,0.061987113,0.03328062,"('immoral', 'moral')",0.17643794,0.23408584,-0.65850925,-0.61956865,-0.1400281,-0.1174007,0.0226274
22,-0.17852633,-0.22035533,"('untrustworthy', 'trustworthy')",-0.43494898,-0.3807292,-0.787887,-0.86522186,-0.4671208,-0.4887688,-0.021648
23,-0.29396212,-0.2473156,"('insincere', 'sincere')",-0.19966884,-0.104948774,5.6778855,5.596107,1.7280849,1.7479475,0.0198626
