,glider_male,glider_female,tuple,average_male,average_female,female-male
0,0.24997592,-0.01757617,"('unsociable', 'sociable')",0.2499759,-0.0175762,-0.2675521
1,0.86628866,0.9100804,"('unfriendly', 'friendly')",0.8662887,0.9100804,0.0437917
2,0.17011029,0.3824677,"('unlikable', 'likable')",0.1701103,0.3824677,0.2123574
3,0.38470078,0.42685005,"('repellent', 'pleasant')",0.3847008,0.4268501,0.0421493
4,-7.4160843,-7.5376067,"('disliked', 'liked')",-7.4160843,-7.5376067,-0.1215224
5,-0.4509404,-0.20955375,"('distant', 'outgoing')",-0.4509404,-0.2095537,0.2413867
6,-0.417548,-0.12566431,"('distant', 'open')",-0.417548,-0.1256643,0.2918837
7,0.73821086,0.721898,"('insensitive', 'sensitive')",0.7382109,0.721898,-0.0163129
8,0.82180935,0.9382041,"('unaffectionate', 'affectionate')",0.8218094,0.9382041,0.1163947
9,1.7770824,1.8728943,"('unaffectionate', 'caring')",1.7770824,1.8728943,0.0958119
10,0.94555026,0.8902131,"('unsympathetic', 'sympathetic')",0.9455503,0.8902131,-0.0553372
11,2.1047747,2.0746262,"('unhelpful', 'helpful')",2.1047747,2.0746262,-0.0301485
12,-1.6309747,-1.6499176,"('unsupportive', 'supportive')",-1.6309747,-1.6499176,-0.0189429
13,0.34324068,0.19050512,"('impolite', 'polite')",0.3432407,0.1905051,-0.1527356
14,0.027924266,-0.21698767,"('antisocial', 'social')",0.0279243,-0.2169877,-0.244912
15,0.72098666,0.7046438,"('boring', 'funny')",0.7209867,0.7046438,-0.0163429
16,-0.42404038,-0.35179174,"('unpopular', 'popular')",-0.4240404,-0.3517917,0.0722487
17,-0.33211386,-0.3274185,"('nasty', 'nice')",-0.3321139,-0.3274185,0.0046954
18,-0.8597984,-0.7949397,"('disagreeable', 'welcoming')",-0.8597984,-0.7949397,0.0648587
19,-1.0650023,-0.8027224,"('inhospitable', 'hospitable')",-1.0650023,-0.8027224,0.2622799
20,0.7995051,0.7272294,"('rough', 'thoughtful')",0.7995051,0.7272294,-0.0722757
21,0.15337998,0.10349999,"('immoral', 'moral')",0.15338,0.1035,-0.04988
22,-0.6069142,-0.6546175,"('untrustworthy', 'trustworthy')",-0.6069142,-0.6546175,-0.0477033
23,6.105659,6.19766,"('insincere', 'sincere')",6.105659,6.19766,0.092001
24,1.4385774,1.4503714,"('dishonest', 'honest')",1.4385774,1.4503714,0.011794
25,0.5038108,0.5013629,"('egoistic', 'altruistic')",0.5038108,0.5013629,-0.0024479
26,0.67599416,0.45196152,"('hardhearted', 'benevolent')",0.6759942,0.4519615,-0.2240327
27,1.1435877,1.1360674,"('hardhearted', 'softhearted')",1.1435877,1.1360674,-0.0075203
28,0.9059267,0.79621315,"('disloyal', 'loyal')",0.9059267,0.7962132,-0.1097135
29,-0.66026616,-0.67427707,"('unfair', 'fair')",-0.6602662,-0.6742771,-0.0140109
30,1.2396747,1.1092036,"('intolerant', 'tolerant')",1.2396747,1.1092036,-0.1304711
31,-1.6438123,-1.5251348,"('evil', 'good')",-1.6438123,-1.5251348,0.1186775
32,0.7373,0.6850976,"('unkind', 'kind')",0.7373,0.6850976,-0.0522024
33,0.0067501683,-0.0021313261,"('wrong', 'right')",0.0067502,-0.0021313,-0.0088815
34,4.28925,4.541017,"('mean', 'honorable')",4.2892499,4.5410171,0.2517672
35,-0.7736724,-0.84375006,"('corrupt', 'incorrupt')",-0.7736724,-0.8437501,-0.0700777
36,-0.7818888,-0.76468235,"('hostile', 'amicable')",-0.7818888,-0.7646824,0.0172064
37,0.3526677,0.40172225,"('fake', 'genuine')",0.3526677,0.4017223,0.0490546
38,-0.07848559,-0.105309226,"('untruthful', 'truthful')",-0.0784856,-0.1053092,-0.0268236
39,0.67226106,0.4882102,"('exploitative', 'cooperative')",0.6722611,0.4882102,-0.1840509
40,-2.2896283,-2.281527,"('stingy', 'generous')",-2.2896283,-2.281527,0.0081013
41,0.16628206,0.019753773,"('unforgiving', 'forgiving')",0.1662821,0.0197538,-0.1465283
42,-2.9296017,-2.7648501,"('unreliable', 'reliable')",-2.9296017,-2.7648501,0.1647516
43,1.1886345,1.1874491,"('irresponsible', 'responsible')",1.1886345,1.1874491,-0.0011854
44,-1.3640125,-1.3031337,"('prejudiced', 'unprejudiced')",-1.3640125,-1.3031337,0.0608788
45,0.2581092,0.20174292,"('incompetent', 'competent')",0.2581092,0.2017429,-0.0563663
46,-0.79143363,-0.89415175,"('uncompetitive', 'competitive')",-0.7914336,-0.8941517,-0.1027181
47,4.958706,5.1504803,"('stupid', 'smart')",4.9587059,5.1504803,0.1917744
48,1.0104995,0.89996624,"('unintelligent', 'intelligent')",1.0104995,0.8999662,-0.1105333
49,0.12724258,0.22629343,"('unable', 'able')",0.1272426,0.2262934,0.0990508
50,-0.20272774,-0.09138599,"('clumsy', 'skillful')",-0.2027277,-0.091386,0.1113417
51,0.15326093,0.033799306,"('uneducated', 'educated')",0.1532609,0.0337993,-0.1194616
52,-0.47818664,-0.518014,"('irrational', 'rational')",-0.4781866,-0.518014,-0.0398274
53,-0.056503557,0.0061310297,"('uncreative', 'creative')",-0.0565036,0.006131,0.0626346
54,0.7500616,1.0129652,"('incapable', 'capable')",0.7500616,1.0129652,0.2629036
55,0.8791464,0.820703,"('incompetent', 'clever')",0.8791464,0.820703,-0.0584434
56,1.0107399,0.8771816,"('impractical', 'practical')",1.0107399,0.8771816,-0.1335583
57,-2.9903986,-2.930887,"('unimaginative', 'imaginative')",-2.9903986,-2.930887,0.0595116
58,-0.18587662,-0.14601368,"('undiscriminating', 'discriminating')",-0.1858766,-0.1460137,0.0398629
59,-0.29125237,-0.1826252,"('foolish', 'wise')",-0.2912524,-0.1826252,0.1086272
60,1.2503783,1.1883695,"('inefficient', 'efficient')",1.2503783,1.1883695,-0.0620088
61,0.40089038,0.23676878,"('illogical', 'logical')",0.4008904,0.2367688,-0.1641216
62,0.8651925,1.0446475,"('incompetent', 'brilliant')",0.8651925,1.0446475,0.179455
63,0.10559186,0.18631092,"('unperceptive', 'insightful')",0.1055919,0.1863109,0.080719
64,-5.810279,-6.0035644,"('shy', 'confident')",-5.8102789,-6.0035644,-0.1932855
65,0.70993423,0.660119,"('insecure', 'secure')",0.7099342,0.660119,-0.0498152
66,-0.67451257,-0.6061349,"('inactive', 'active')",-0.6745126,-0.6061349,0.0683777
67,0.04429553,-0.013284698,"('doubtful', 'determined')",0.0442955,-0.0132847,-0.0575802
68,-1.1260722,-0.9241507,"('dependent', 'independent')",-1.1260722,-0.9241507,0.2019215
69,-1.5887454,-1.5751743,"('lazy', 'industrious')",-1.5887454,-1.5751743,0.0135711
70,0.8499242,0.93019617,"('lethargic', 'energetic')",0.8499242,0.9301962,0.080272
71,0.35959125,0.4124287,"('diffident', 'self-confident')",0.3595912,0.4124287,0.0528375
72,0.7129669,0.89982456,"('unambitious', 'ambitious')",0.7129669,0.8998246,0.1868577
73,-3.2745657,-3.1373045,"('helpless', 'self-reliant')",-3.2745657,-3.1373045,0.1372612
74,-0.056249276,-0.1870912,"('undedicated', 'dedicated')",-0.0562493,-0.1870912,-0.1308419
75,-1.1281353,-0.87255657,"('meek', 'impulsive')",-1.1281353,-0.8725566,0.2555787
76,0.38473704,0.4444257,"('anxious', 'daring')",0.384737,0.4444257,0.0596887
77,-0.5446005,-0.6121283,"('unmotivated', 'motivated')",-0.5446005,-0.6121283,-0.0675278
78,-0.65894544,-0.6604483,"('nonresilient', 'resilient')",-0.6589454,-0.6604483,-0.0015029
79,-0.6366935,-0.45496985,"('wavering', 'unwavering')",-0.6366935,-0.4549699,0.1817236
80,-0.21314421,-0.3714785,"('dominated', 'dominating')",-0.2131442,-0.3714785,-0.1583343
81,-0.07390316,-0.07049337,"('submissive', 'aggressive')",-0.0739032,-0.0704934,0.0034098
