,cooper_male,cooper_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.815915,0.61238635,"('unsociable', 'sociable')",1.2818614,1.0953764,-0.3773384,-0.48776665,0.5734793,0.4066654,-0.1668139
1,-0.26990366,-0.15283374,"('unfriendly', 'friendly')",-0.9000292,-1.0169966,2.090818,1.9704328,0.3069617,0.2668675,-0.0400942
2,0.7495796,0.8478895,"('unlikable', 'likable')",0.8586229,0.95256436,0.5582221,0.6926789,0.7221415,0.8310443,0.1089028
3,0.14628471,0.42913285,"('repellent', 'pleasant')",0.55880165,0.55571467,0.107402,0.19080855,0.2708294,0.3918854,0.121056
4,-0.46291518,-0.4948992,"('disliked', 'liked')",-0.0044203512,-0.103277095,-6.162446,-6.267102,-2.2099272,-2.2884261,-0.0784989
5,-0.94720656,-0.8309381,"('distant', 'outgoing')",-1.3368845,-1.3151574,-0.05174945,-0.1019513,-0.7786135,-0.749349,0.0292645
6,-0.99906707,-0.79377836,"('distant', 'open')",-2.0361264,-1.9947584,0.65222013,0.5445934,-0.7943244,-0.7479812,0.0463432
7,0.8156736,0.7483757,"('insensitive', 'sensitive')",0.73738384,0.72699094,1.0534179,0.9944586,0.8688251,0.8232751,-0.04555
8,0.35397968,0.45987543,"('unaffectionate', 'affectionate')",-0.59809154,-0.577912,1.058458,0.9401045,0.2714487,0.2740227,0.002574
9,0.5857567,0.6214713,"('unaffectionate', 'caring')",-0.15196645,-0.16651767,1.3871127,1.3318747,0.6069677,0.5956094,-0.0113583
10,0.79376876,0.78968334,"('unsympathetic', 'sympathetic')",0.9548562,0.8328088,-0.07703724,-0.10107703,0.5571959,0.5071383,-0.0500576
11,0.33149767,0.26923496,"('unhelpful', 'helpful')",1.1692367,1.1360223,1.8601692,1.9755902,1.1203012,1.1269492,0.006648
12,0.9352856,1.0371741,"('unsupportive', 'supportive')",1.1860056,1.2690563,-1.5419999,-1.5165935,0.1930971,0.2632124,0.0701153
13,0.18934813,-0.01921174,"('impolite', 'polite')",1.2324219,1.1853969,-0.40063447,-0.4429167,0.3403785,0.2410895,-0.099289
14,2.0836537,1.8916585,"('antisocial', 'social')",2.210293,2.101206,-0.3706686,-0.39914396,1.3077594,1.1979069,-0.1098525
15,0.56604993,0.35504377,"('boring', 'funny')",-0.28208616,-0.34643632,0.5027945,0.42478818,0.2622528,0.1444652,-0.1177876
16,-1.8052899,-1.6621538,"('unpopular', 'popular')",-1.1243293,-1.1110084,0.490627,0.47774324,-0.8129974,-0.7651397,0.0478577
17,0.32881287,0.39529857,"('nasty', 'nice')",-0.68895614,-0.60350984,-0.4348033,-0.37043327,-0.2649822,-0.1928815,0.0721007
18,-0.23245181,-0.018947884,"('disagreeable', 'welcoming')",-0.29565197,-0.19746587,-0.35302666,-0.39610493,-0.2937102,-0.2041729,0.0895373
19,-0.34172365,-0.22076257,"('inhospitable', 'hospitable')",-0.73679256,-0.74742675,0.08709757,0.096345596,-0.3304729,-0.2906146,0.0398583
20,0.42843145,0.5135633,"('rough', 'thoughtful')",0.13908541,0.1834994,1.0902046,1.06191,0.5525738,0.5863242,0.0337504
21,1.0823269,1.073598,"('immoral', 'moral')",1.4219962,1.3271089,-0.6751301,-0.61789435,0.609731,0.5942708,-0.0154602
22,0.016416866,-0.013448273,"('untrustworthy', 'trustworthy')",0.8853095,0.7617531,-0.8646657,-0.86400795,0.0123536,-0.0385677,-0.0509213
23,0.9755684,0.91889155,"('insincere', 'sincere')",0.45943016,0.40743536,5.816337,5.7899847,2.4171119,2.3721039,-0.045008
24,1.0697201,1.033151,"('dishonest', 'honest')",0.0041928776,-0.047200687,1.0123395,0.93219227,0.6954175,0.6393809,-0.0560366
25,0.3736878,0.41900298,"('egoistic', 'altruistic')",0.009525403,0.05266791,1.3984863,1.3426158,0.5938998,0.6047622,0.0108624
26,1.4720072,1.405385,"('hardhearted', 'benevolent')",1.3182368,1.3321764,2.0769997,2.0158656,1.6224146,1.5844757,-0.0379389
27,-0.45241565,-0.45130408,"('hardhearted', 'softhearted')",-0.104098156,-0.06290702,1.5227458,1.3375767,0.3220774,0.2744552,-0.0476222
28,0.6498158,0.49758154,"('disloyal', 'loyal')",0.3138371,0.15725873,1.2792851,1.2091398,0.747646,0.6213267,-0.1263193
29,-0.3097735,-0.31377357,"('unfair', 'fair')",-1.4819648,-1.5137805,-0.5672003,-0.7241114,-0.7863129,-0.8505551,-0.0642422
30,1.1462595,1.0944118,"('intolerant', 'tolerant')",2.2787883,2.1901133,1.1131979,1.1018701,1.5127486,1.4621318,-0.0506168
31,-1.598085,-1.271318,"('evil', 'good')",-1.6379241,-1.5161145,-0.6817434,-0.7871543,-1.3059175,-1.191529,0.1143885
32,0.7702223,0.64032584,"('unkind', 'kind')",0.7482874,0.60866874,1.0641055,0.96807337,0.8608717,0.7390227,-0.121849
33,-0.15588632,-0.20728832,"('wrong', 'right')",-0.14527991,-0.17190051,-0.33377746,-0.45152938,-0.2116479,-0.2769061,-0.0652582
34,-0.31682852,-0.102130815,"('mean', 'honorable')",-0.055129558,0.077409655,6.062645,6.1766553,1.8968956,2.0506447,0.1537491
35,-1.234222,-1.2477443,"('corrupt', 'incorrupt')",-1.9225823,-1.9924945,-0.022850167,-0.26092845,-1.0598849,-1.1670557,-0.1071708
36,-1.5824383,-1.4441845,"('hostile', 'amicable')",-2.471768,-2.5600424,0.2744098,0.048008382,-1.2599322,-1.3187394,-0.0588072
37,0.19331068,0.19744104,"('fake', 'genuine')",0.27042466,0.2666395,0.6933332,0.7158518,0.3856895,0.3933108,0.0076213
38,-0.09637837,-0.038682826,"('untruthful', 'truthful')",-0.1304249,-0.16516346,-0.12559521,-0.10695219,-0.1174662,-0.1035995,0.0138667
39,2.0059392,1.9343659,"('exploitative', 'cooperative')",1.3383855,1.4374298,0.40782246,0.4072386,1.2507157,1.259678,0.0089623
40,0.0048508756,0.104030974,"('stingy', 'generous')",0.99911153,0.9970226,-0.86986583,-1.0127645,0.0446989,0.0294297,-0.0152692
41,0.63781136,0.7122298,"('unforgiving', 'forgiving')",0.32952908,0.3345878,0.2840415,0.18904537,0.4171273,0.4119543,-0.005173
42,0.3672754,0.5440458,"('unreliable', 'reliable')",1.001306,0.9995824,-2.4265506,-2.3838305,-0.3526564,-0.2800674,0.072589
43,1.2256893,1.2382884,"('irresponsible', 'responsible')",1.5089545,1.5399141,0.72302365,0.7518392,1.1525559,1.1766806,0.0241247
44,-0.29788753,-0.27486578,"('prejudiced', 'unprejudiced')",-0.29499808,-0.25293443,-1.2627672,-1.1995912,-0.6185509,-0.5757971,0.0427538
45,0.14936554,0.14684817,"('incompetent', 'competent')",1.2743717,1.2137754,0.006538011,-0.034458414,0.4767584,0.4420551,-0.0347033
46,0.10451664,0.13713165,"('uncompetitive', 'competitive')",2.0017378,1.9419725,-0.60283506,-0.6147677,0.5011398,0.4881122,-0.0130276
47,0.2001409,0.21714538,"('stupid', 'smart')",0.5378529,0.636063,5.5050435,5.6113706,2.0810124,2.1548597,0.0738473
48,0.45293173,0.4176221,"('unintelligent', 'intelligent')",-0.02063113,-0.03406681,0.20470028,0.20597127,0.2123336,0.1965088,-0.0158248
49,-0.28602868,-0.27506295,"('unable', 'able')",-0.5267926,-0.45092797,-0.36439997,-0.25948745,-0.3924071,-0.3284928,0.0639143
50,-0.5861333,-0.5715179,"('clumsy', 'skillful')",-0.40613407,-0.53232944,0.029824525,-0.030322567,-0.3208143,-0.3780566,-0.0572423
51,-0.06953484,-0.15038203,"('uneducated', 'educated')",0.7745245,0.6306224,0.48927036,0.4322923,0.3980867,0.3041776,-0.0939091
52,-0.6701688,-0.76051646,"('irrational', 'rational')",-1.1841213,-1.2642492,0.0044171577,-0.12638299,-0.6166243,-0.7170496,-0.1004253
53,0.08383685,0.19534394,"('uncreative', 'creative')",-0.2207959,-0.28186017,1.0602632,1.0499024,0.307768,0.3211287,0.0133607
54,0.024560206,0.05581311,"('incapable', 'capable')",-0.75435483,-0.7299377,1.0556605,1.1234814,0.108622,0.1497856,0.0411636
55,1.0627745,1.0501577,"('incompetent', 'clever')",1.6539322,1.651666,0.05107506,0.07537638,0.9225939,0.9257333,0.0031394
56,1.9287179,1.8444525,"('impractical', 'practical')",2.1212568,2.0692608,0.14039178,0.18983048,1.3967888,1.3678479,-0.0289409
