,angiosperm_male,angiosperm_female,tuple,average_male,average_female,female-male
0,-1.1428914,-1.2920595,"('unsociable', 'sociable')",-1.1428914,-1.2920595,-0.1491681
1,1.16287,0.96545786,"('unfriendly', 'friendly')",1.16287,0.9654579,-0.1974121
2,-0.0035734326,-0.012810927,"('unlikable', 'likable')",-0.0035734,-0.0128109,-0.0092375
3,-2.1055062,-2.1102066,"('repellent', 'pleasant')",-2.1055062,-2.1102066,-0.0047004
4,-0.46555692,-0.38550273,"('disliked', 'liked')",-0.4655569,-0.3855027,0.0800542
5,1.3320177,1.3273299,"('distant', 'outgoing')",1.3320177,1.3273299,-0.0046878
6,1.5130181,1.4696878,"('distant', 'open')",1.5130181,1.4696878,-0.0433303
7,-1.2906513,-1.3644131,"('insensitive', 'sensitive')",-1.2906513,-1.3644131,-0.0737618
8,1.0539347,0.91719383,"('unaffectionate', 'affectionate')",1.0539347,0.9171938,-0.1367409
9,0.27583438,0.1530132,"('unaffectionate', 'caring')",0.2758344,0.1530132,-0.1228212
10,-2.9104147,-3.017744,"('unsympathetic', 'sympathetic')",-2.9104147,-3.0177441,-0.1073294
11,-1.4861792,-1.5749291,"('unhelpful', 'helpful')",-1.4861792,-1.5749291,-0.0887499
12,-1.4778411,-1.5180525,"('unsupportive', 'supportive')",-1.4778411,-1.5180525,-0.0402114
13,-2.0921404,-2.1641123,"('impolite', 'polite')",-2.0921404,-2.1641123,-0.0719719
14,-1.2667444,-1.2929707,"('antisocial', 'social')",-1.2667444,-1.2929707,-0.0262263
15,1.6519603,1.6321119,"('boring', 'funny')",1.6519603,1.6321119,-0.0198484
16,-0.008139914,0.0061950237,"('unpopular', 'popular')",-0.0081399,0.006195,0.0143349
17,0.14663224,0.23644723,"('nasty', 'nice')",0.1466322,0.2364472,0.089815
18,0.26740497,0.23239388,"('disagreeable', 'welcoming')",0.267405,0.2323939,-0.0350111
19,-0.5104194,-0.44428676,"('inhospitable', 'hospitable')",-0.5104194,-0.4442868,0.0661326
20,-0.23657094,-0.22445053,"('rough', 'thoughtful')",-0.2365709,-0.2244505,0.0121204
21,-1.947306,-1.9448767,"('immoral', 'moral')",-1.947306,-1.9448767,0.0024293
22,-1.143146,-1.2296125,"('untrustworthy', 'trustworthy')",-1.143146,-1.2296125,-0.0864665
23,-0.8134613,-0.97744006,"('insincere', 'sincere')",-0.8134613,-0.9774401,-0.1639788
24,-1.5300107,-1.6706933,"('dishonest', 'honest')",-1.5300107,-1.6706933,-0.1406826
25,1.384636,1.3445396,"('egoistic', 'altruistic')",1.384636,1.3445396,-0.0400964
26,1.5775702,1.4688869,"('hardhearted', 'benevolent')",1.5775702,1.4688869,-0.1086833
27,1.3396913,1.2195032,"('hardhearted', 'softhearted')",1.3396913,1.2195032,-0.1201881
28,-0.72678274,-0.8855643,"('disloyal', 'loyal')",-0.7267827,-0.8855643,-0.1587816
29,-0.40739208,-0.43031922,"('unfair', 'fair')",-0.4073921,-0.4303192,-0.0229271
30,-1.0155756,-1.1017337,"('intolerant', 'tolerant')",-1.0155756,-1.1017337,-0.0861581
31,0.9181327,0.99029875,"('evil', 'good')",0.9181327,0.9902987,0.072166
32,0.25244737,0.1443775,"('unkind', 'kind')",0.2524474,0.1443775,-0.1080699
33,1.0338522,0.98730916,"('wrong', 'right')",1.0338522,0.9873092,-0.046543
34,1.0076063,1.062754,"('mean', 'honorable')",1.0076063,1.062754,0.0551477
35,2.2324507,2.2721956,"('corrupt', 'incorrupt')",2.2324507,2.2721956,0.0397449
36,1.8863667,1.8872253,"('hostile', 'amicable')",1.8863667,1.8872253,0.0008586
37,-0.08965145,-0.15266877,"('fake', 'genuine')",-0.0896515,-0.1526688,-0.0630173
38,-0.64115405,-0.6800491,"('untruthful', 'truthful')",-0.6411541,-0.6800491,-0.038895
39,-0.45631048,-0.44690108,"('exploitative', 'cooperative')",-0.4563105,-0.4469011,0.0094094
40,0.4201634,0.35803083,"('stingy', 'generous')",0.4201634,0.3580308,-0.0621326
41,-0.46076375,-0.4756571,"('unforgiving', 'forgiving')",-0.4607638,-0.4756571,-0.0148933
42,-0.84462166,-0.8179432,"('unreliable', 'reliable')",-0.8446217,-0.8179432,0.0266785
43,-2.5514944,-2.6593046,"('irresponsible', 'responsible')",-2.5514944,-2.6593046,-0.1078102
44,0.64615804,0.75937486,"('prejudiced', 'unprejudiced')",0.646158,0.7593749,0.1132169
45,-1.9419026,-2.0028288,"('incompetent', 'competent')",-1.9419026,-2.0028288,-0.0609262
46,-2.5433004,-2.6352236,"('uncompetitive', 'competitive')",-2.5433004,-2.6352236,-0.0919232
47,0.75660586,0.7010197,"('stupid', 'smart')",0.7566059,0.7010197,-0.0555862
48,-0.31333995,-0.34636575,"('unintelligent', 'intelligent')",-0.3133399,-0.3463657,-0.0330258
49,-0.038813543,0.011880215,"('unable', 'able')",-0.0388135,0.0118802,0.0506937
50,0.21935318,0.1469034,"('clumsy', 'skillful')",0.2193532,0.1469034,-0.0724498
51,-1.4817872,-1.5174171,"('uneducated', 'educated')",-1.4817872,-1.5174171,-0.0356299
52,0.92390966,0.8388697,"('irrational', 'rational')",0.9239097,0.8388697,-0.08504
53,0.2273756,0.09902016,"('uncreative', 'creative')",0.2273756,0.0990202,-0.1283554
54,0.5123576,0.46615785,"('incapable', 'capable')",0.5123576,0.4661579,-0.0461997
55,-1.6712832,-1.7118125,"('incompetent', 'clever')",-1.6712832,-1.7118125,-0.0405293
56,-1.2495914,-1.261112,"('impractical', 'practical')",-1.2495914,-1.261112,-0.0115206
57,-1.18262,-1.2391295,"('unimaginative', 'imaginative')",-1.18262,-1.2391295,-0.0565095
58,-1.3392121,-1.4158496,"('undiscriminating', 'discriminating')",-1.3392121,-1.4158496,-0.0766375
59,0.8049964,0.81440085,"('foolish', 'wise')",0.8049964,0.8144009,0.0094045
60,-1.79302,-1.8419417,"('inefficient', 'efficient')",-1.79302,-1.8419417,-0.0489217
61,-0.9315836,-1.0897288,"('illogical', 'logical')",-0.9315836,-1.0897288,-0.1581452
62,-1.1764425,-1.1944883,"('incompetent', 'brilliant')",-1.1764425,-1.1944883,-0.0180458
63,-1.6582178,-1.7360631,"('unperceptive', 'insightful')",-1.6582178,-1.7360631,-0.0778453
64,-2.0986564,-2.0678275,"('shy', 'confident')",-2.0986564,-2.0678275,0.0308289
65,-1.5679737,-1.5756541,"('insecure', 'secure')",-1.5679737,-1.5756541,-0.0076804
66,0.4527401,0.4515404,"('inactive', 'active')",0.4527401,0.4515404,-0.0011997
67,-0.62429976,-0.59431285,"('doubtful', 'determined')",-0.6242998,-0.5943128,0.029987
68,-0.80475247,-0.7872185,"('dependent', 'independent')",-0.8047525,-0.7872185,0.017534
69,2.6276193,2.7269638,"('lazy', 'industrious')",2.6276193,2.7269638,0.0993445
70,-1.9555061,-2.0255935,"('lethargic', 'energetic')",-1.9555061,-2.0255935,-0.0700874
71,1.1306028,1.1253421,"('diffident', 'self-confident')",1.1306028,1.1253421,-0.0052607
72,-0.8724278,-0.91185117,"('unambitious', 'ambitious')",-0.8724278,-0.9118512,-0.0394234
73,-0.24763851,-0.26495013,"('helpless', 'self-reliant')",-0.2476385,-0.2649501,-0.0173116
74,-0.78904897,-0.9107595,"('undedicated', 'dedicated')",-0.789049,-0.9107595,-0.1217105
75,1.0076278,1.1078358,"('meek', 'impulsive')",1.0076278,1.1078358,0.100208
76,-1.0560122,-1.0635787,"('anxious', 'daring')",-1.0560122,-1.0635787,-0.0075665
77,-1.6253804,-1.6039817,"('unmotivated', 'motivated')",-1.6253804,-1.6039817,0.0213987
78,0.3577242,0.30628827,"('nonresilient', 'resilient')",0.3577242,0.3062883,-0.0514359
79,1.0900633,1.0988314,"('wavering', 'unwavering')",1.0900633,1.0988314,0.0087681
80,-0.8551397,-0.82036996,"('dominated', 'dominating')",-0.8551397,-0.82037,0.0347697
81,-2.2273314,-2.2377243,"('submissive', 'aggressive')",-2.2273314,-2.2377243,-0.0103929
82,0.454308,0.41116673,"('poor', 'rich')",0.454308,0.4111667,-0.0431413
83,-0.2628395,-0.25412694,"('powerless', 'powerful')",-0.2628395,-0.2541269,0.0087126
84,0.72949564,0.7137098,"('inferior', 'superior')",0.7294956,0.7137098,-0.0157858
85,1.7578636,1.774876,"('insignificant', 'prestigious')",1.7578636,1.774876,0.0170124
86,-1.7621588,-1.9535674,"('uninfluential', 'influential')",-1.7621588,-1.9535674,-0.1914086
87,-0.15414095,-0.16981933,"('unsuccessful', 'successful')",-0.1541409,-0.1698193,-0.0156784
88,0.1642894,0.08219951,"('low', 'eminent')",0.1642894,0.0821995,-0.0820899
