,assurant_male,assurant_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.2968307,-1.4899625,"('unsociable', 'sociable')",-0.40406096,-0.60635394,-0.8504458,-1.0481582,-0.1977124
1,-2.138499,-2.1631444,"('unfriendly', 'friendly')",1.9824345,1.8697066,-0.0780323,-0.1467189,-0.0686866
2,1.1565758,1.1531295,"('unlikable', 'likable')",0.60577494,0.6879961,0.8811754,0.9205627,0.0393873
3,-0.9110926,-0.8327159,"('repellent', 'pleasant')",0.26413596,0.29565614,-0.3234783,-0.2685299,0.0549484
4,-0.5895432,-0.568125,"('disliked', 'liked')",-6.44851,-6.454887,-3.5190268,-3.5115061,0.0075207
5,-1.2978756,-1.2541959,"('distant', 'outgoing')",9.287149e-05,0.06519865,-0.6488914,-0.5944986,0.0543928
6,-1.3236821,-1.2476692,"('distant', 'open')",0.448133,0.48263073,-0.4377745,-0.3825192,0.0552553
7,-0.47518948,-0.4437544,"('insensitive', 'sensitive')",0.54148585,0.5027547,0.0331482,0.0295001,-0.0036481
8,-1.2199805,-1.2544152,"('unaffectionate', 'affectionate')",1.041337,1.0188925,-0.0893217,-0.1177613,-0.0284396
9,-1.6593091,-1.6989973,"('unaffectionate', 'caring')",1.1725222,1.2300314,-0.2433935,-0.2344829,0.0089106
10,-0.49550298,-0.51982635,"('unsympathetic', 'sympathetic')",-0.3449872,-0.3838287,-0.4202451,-0.4518275,-0.0315824
11,-0.54928654,-0.58380884,"('unhelpful', 'helpful')",1.8087656,1.9409357,0.6297395,0.6785635,0.048824
12,-1.265788,-1.2086525,"('unsupportive', 'supportive')",-2.001933,-1.9602602,-1.6338606,-1.5844563,0.0494043
13,-0.44992608,-0.5657549,"('impolite', 'polite')",-0.60488206,-0.56346357,-0.5274041,-0.5646092,-0.0372051
14,0.07223724,-0.007831283,"('antisocial', 'social')",-0.62085724,-0.74409485,-0.27431,-0.3759631,-0.1016531
15,-0.09760915,-0.2116694,"('boring', 'funny')",0.43787542,0.35178116,0.1701331,0.0700559,-0.1000772
16,-0.47905645,-0.46180797,"('unpopular', 'popular')",0.61859393,0.58315176,0.0697687,0.0606719,-0.0090968
17,0.06242261,0.080899194,"('nasty', 'nice')",-0.24034613,-0.17329957,-0.0889618,-0.0462002,0.0427616
18,-0.7150419,-0.6676154,"('disagreeable', 'welcoming')",-0.19598773,-0.291565,-0.4555148,-0.4795902,-0.0240754
19,-1.5397654,-1.490271,"('inhospitable', 'hospitable')",0.06032924,0.17625211,-0.7397181,-0.6570094,0.0827087
20,0.5795874,0.55545354,"('rough', 'thoughtful')",1.1749518,1.1171968,0.8772696,0.8363252,-0.0409444
21,0.17366119,0.12112562,"('immoral', 'moral')",-0.5405091,-0.50817496,-0.183424,-0.1935247,-0.0101007
22,-0.26454335,-0.30364665,"('untrustworthy', 'trustworthy')",-1.2097237,-1.2456946,-0.7371335,-0.7746707,-0.0375372
