,minor_male,minor_female,tuple,average_male,average_female,female-male
0,-0.1809789,-0.2596284,"('unsociable', 'sociable')",-0.1809789,-0.2596284,-0.0786495
1,1.2016232,1.1557636,"('unfriendly', 'friendly')",1.2016232,1.1557636,-0.0458596
2,0.12679915,0.36295956,"('unlikable', 'likable')",0.1267992,0.3629596,0.2361604
3,0.5942248,0.6925637,"('repellent', 'pleasant')",0.5942248,0.6925637,0.0983389
4,-6.7555785,-6.9479165,"('disliked', 'liked')",-6.7555785,-6.9479165,-0.192338
5,-0.45959008,-0.3680368,"('distant', 'outgoing')",-0.4595901,-0.3680368,0.0915533
6,0.15526706,0.13515998,"('distant', 'open')",0.1552671,0.13516,-0.0201071
7,0.9144006,0.89194155,"('insensitive', 'sensitive')",0.9144006,0.8919415,-0.0224591
8,1.1469197,1.0143659,"('unaffectionate', 'affectionate')",1.1469197,1.0143659,-0.1325538
9,1.4117205,1.3768376,"('unaffectionate', 'caring')",1.4117205,1.3768376,-0.0348829
10,0.7611547,0.7669275,"('unsympathetic', 'sympathetic')",0.7611547,0.7669275,0.0057728
11,1.355222,1.387368,"('unhelpful', 'helpful')",1.355222,1.387368,0.032146
12,-1.8113261,-1.7976117,"('unsupportive', 'supportive')",-1.8113261,-1.7976117,0.0137144
13,-0.3308635,-0.25013596,"('impolite', 'polite')",-0.3308635,-0.250136,0.0807275
14,-0.17303967,-0.23399356,"('antisocial', 'social')",-0.1730397,-0.2339936,-0.0609539
15,0.32061344,0.23444104,"('boring', 'funny')",0.3206134,0.234441,-0.0861724
16,-0.3178621,-0.28194743,"('unpopular', 'popular')",-0.3178621,-0.2819474,0.0359147
17,0.016885318,0.045640692,"('nasty', 'nice')",0.0168853,0.0456407,0.0287554
18,-0.53144634,-0.40871555,"('disagreeable', 'welcoming')",-0.5314463,-0.4087155,0.1227308
19,-0.7519994,-0.7351981,"('inhospitable', 'hospitable')",-0.7519994,-0.7351981,0.0168013
20,0.8231925,0.75743335,"('rough', 'thoughtful')",0.8231925,0.7574334,-0.0657591
21,-0.28699812,-0.11383185,"('immoral', 'moral')",-0.2869981,-0.1138318,0.1731663
22,-0.3632209,-0.32826662,"('untrustworthy', 'trustworthy')",-0.3632209,-0.3282666,0.0349543
23,5.276343,5.3882046,"('insincere', 'sincere')",5.2763429,5.3882046,0.1118617
24,1.0775886,1.0729281,"('dishonest', 'honest')",1.0775886,1.0729281,-0.0046605
25,0.72620034,0.7786586,"('egoistic', 'altruistic')",0.7262003,0.7786586,0.0524583
