,linde_male,linde_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.6401449,-0.78417355,"('unsociable', 'sociable')",-0.018319674,-0.20019256,-0.3292323,-0.4921831,-0.1629508
1,-1.0301149,-1.2117096,"('unfriendly', 'friendly')",1.9720021,1.7135257,0.4709436,0.250908,-0.2200356
2,0.46979463,0.5477835,"('unlikable', 'likable')",0.46238458,0.53015393,0.4660896,0.5389687,0.0728791
3,-0.36637297,-0.23326695,"('repellent', 'pleasant')",-0.19814266,-0.108830616,-0.2822578,-0.1710488,0.111209
4,0.4119276,0.46955964,"('disliked', 'liked')",-4.6410947,-5.03588,-2.1145835,-2.2831602,-0.1685767
5,-0.7851738,-0.8445639,"('distant', 'outgoing')",0.08986376,0.04535013,-0.347655,-0.3996069,-0.0519519
6,-0.7760266,-0.7746378,"('distant', 'open')",-0.040680524,-0.103726745,-0.4083536,-0.4391823,-0.0308287
7,0.1803687,0.20875338,"('insensitive', 'sensitive')",0.6979237,0.7178252,0.4391462,0.4632893,0.0241431
8,-1.1816137,-1.2714918,"('unaffectionate', 'affectionate')",0.6086284,0.3860447,-0.2864926,-0.4427235,-0.1562309
9,-1.0809401,-1.1314211,"('unaffectionate', 'caring')",1.186627,1.0431496,0.0528435,-0.0441357,-0.0969792
10,-0.7337085,-0.69125676,"('unsympathetic', 'sympathetic')",-0.16357397,-0.22088176,-0.4486412,-0.4560693,-0.0074281
11,-0.94549555,-0.8878743,"('unhelpful', 'helpful')",1.4173536,1.4949048,0.235929,0.3035152,0.0675862
12,-0.4762517,-0.3736923,"('unsupportive', 'supportive')",-0.85671026,-0.93423617,-0.666481,-0.6539642,0.0125168
13,-0.53241855,-0.6034261,"('impolite', 'polite')",-0.045271672,0.0030313134,-0.2888451,-0.3001974,-0.0113523
14,0.6100067,0.6614224,"('antisocial', 'social')",0.866727,0.8541168,0.7383668,0.7577696,0.0194028
15,-0.17997086,-0.23982729,"('boring', 'funny')",0.07243386,0.09379017,-0.0537685,-0.0730186,-0.0192501
16,-0.42260525,-0.35821518,"('unpopular', 'popular')",-0.20087692,-0.16565943,-0.3117411,-0.2619373,0.0498038
17,-0.20730816,-0.19855538,"('nasty', 'nice')",-0.92016685,-0.92418283,-0.5637375,-0.5613691,0.0023684
18,-0.04363055,0.07769731,"('disagreeable', 'welcoming')",-0.8295072,-0.84846,-0.4365689,-0.3853813,0.0511876
19,-0.7344505,-0.7541512,"('inhospitable', 'hospitable')",-0.4995472,-0.59961706,-0.6169989,-0.6768842,-0.0598853
20,0.3993429,0.5269099,"('rough', 'thoughtful')",1.2451997,1.2220805,0.8222713,0.8744951,0.0522238
21,-0.6364718,-0.5518033,"('immoral', 'moral')",-0.76421416,-0.69063735,-0.700343,-0.6212204,0.0791226
22,0.2967673,0.43477604,"('untrustworthy', 'trustworthy')",-0.23388454,-0.3440535,0.0314414,0.0453613,0.0139199
23,-0.42981994,-0.46546292,"('insincere', 'sincere')",4.7275033,4.88048,2.1488416,2.2075086,0.058667
24,-0.5638239,-0.56398183,"('dishonest', 'honest')",0.7472785,0.66169125,0.0917273,0.0488547,-0.0428726
25,-0.16166587,-0.21872161,"('egoistic', 'altruistic')",1.001772,0.85876596,0.4200531,0.3200222,-0.1000309
26,0.050761443,-0.09954306,"('hardhearted', 'benevolent')",2.222345,1.9571936,1.1365533,0.9288253,-0.207728
27,-0.6593337,-0.577423,"('hardhearted', 'softhearted')",0.4109249,0.29674113,-0.1242044,-0.1403409,-0.0161365
28,-0.74941295,-0.7198243,"('disloyal', 'loyal')",0.853892,0.7100654,0.0522395,-0.0048794,-0.0571189
29,-0.2641263,-0.2421834,"('unfair', 'fair')",-0.6076976,-0.7146714,-0.435912,-0.4784274,-0.0425154
30,0.27062327,0.1776801,"('intolerant', 'tolerant')",1.1567216,1.1744821,0.7136724,0.6760811,-0.0375913
31,-0.8208532,-0.7962106,"('evil', 'good')",-0.46198487,-0.6091512,-0.6414191,-0.7026809,-0.0612618
32,-0.55094135,-0.6467911,"('unkind', 'kind')",0.6708503,0.519701,0.0599545,-0.063545,-0.1234995
33,0.399277,0.3224656,"('wrong', 'right')",0.26622862,0.16436526,0.3327528,0.2434154,-0.0893374
34,-0.42854667,-0.36165056,"('mean', 'honorable')",4.150659,4.437466,1.8610562,2.0379078,0.1768516
35,-0.007678326,-0.04710015,"('corrupt', 'incorrupt')",-0.7664048,-0.88167506,-0.3870416,-0.4643876,-0.077346
36,-0.36154693,-0.39682278,"('hostile', 'amicable')",0.37751245,0.12557656,0.0079828,-0.1356231,-0.1436059
37,-0.09043826,-0.051980343,"('fake', 'genuine')",0.6380156,0.6161683,0.2737887,0.282094,0.0083053
38,-0.39618745,-0.4249163,"('untruthful', 'truthful')",0.5572957,0.5334458,0.0805541,0.0542647,-0.0262894
39,1.1265788,1.1247734,"('exploitative', 'cooperative')",0.53926903,0.46767592,0.8329239,0.7962247,-0.0366992
40,0.78800994,0.8245942,"('stingy', 'generous')",-1.3238659,-1.4905449,-0.267928,-0.3329754,-0.0650474
41,0.25081095,0.31389406,"('unforgiving', 'forgiving')",0.66591537,0.6258597,0.4583632,0.4698769,0.0115137
42,0.5956705,0.7030926,"('unreliable', 'reliable')",-2.0001488,-2.1575465,-0.7022392,-0.727227,-0.0249878
43,-0.45942068,-0.4359901,"('irresponsible', 'responsible')",1.4078437,1.3701102,0.4742115,0.46706,-0.0071515
44,0.29790282,0.28597394,"('prejudiced', 'unprejudiced')",-1.7076457,-1.7154717,-0.7048714,-0.7147489,-0.0098775
45,-0.18788347,-0.11470267,"('incompetent', 'competent')",1.0204481,0.9736815,0.4162823,0.4294894,0.0132071
46,0.03501702,0.06695943,"('uncompetitive', 'competitive')",-0.36313072,-0.46027687,-0.1640569,-0.1966587,-0.0326018
47,-0.41694742,-0.34977308,"('stupid', 'smart')",4.799658,5.075964,2.1913552,2.3630955,0.1717403
48,-0.45819846,-0.47747338,"('unintelligent', 'intelligent')",0.20504524,0.2085003,-0.1265766,-0.1344865,-0.0079099
49,-0.25402647,-0.102376536,"('unable', 'able')",-0.26575166,-0.11623893,-0.2598891,-0.1093077,0.1505814
