,eaton_male,eaton_female,tuple,corp_male,corp_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.23027341,-0.16660525,"('unsociable', 'sociable')",-0.9253122,-0.9408531,-0.57848644,-0.6453826,-0.578024,-0.5842803,-0.0062563
1,1.4694743,1.4002789,"('unfriendly', 'friendly')",0.06234762,-0.212919,2.664461,2.4126346,1.398761,1.1999982,-0.1987628
2,-0.101669386,-0.02819746,"('unlikable', 'likable')",0.8029851,0.8899421,0.05813764,0.1194727,0.2531511,0.3270724,0.0739213
3,-0.5286437,-0.27068773,"('repellent', 'pleasant')",-0.42358854,-0.3597258,-0.34700078,-0.2731656,-0.4330777,-0.301193,0.1318847
4,0.20505852,0.13441114,"('disliked', 'liked')",1.282586,1.1836823,-4.291136,-4.234472,-0.9344971,-0.9721262,-0.0376291
5,1.2912436,1.1516428,"('distant', 'outgoing')",1.041423,0.8796212,1.0018371,0.8446038,1.1115012,0.9586226,-0.1528786
6,0.6555998,0.5618536,"('distant', 'open')",0.3245426,0.121621914,1.1109517,0.9123408,0.6970313,0.5319388,-0.1650925
7,0.2558337,0.3634141,"('insensitive', 'sensitive')",-1.6359806,-1.567614,0.32427505,0.32621112,-0.3519573,-0.2926629,0.0592944
8,0.7499561,0.6291972,"('unaffectionate', 'affectionate')",0.3933393,0.17607017,1.3568459,1.1064463,0.8333804,0.6372379,-0.1961425
9,0.8694282,0.7927499,"('unaffectionate', 'caring')",0.0157857,-0.153416,1.5108585,1.3221704,0.7986908,0.6538347,-0.1448561
10,-0.38768345,-0.2269714,"('unsympathetic', 'sympathetic')",-3.055705,-2.9457922,-1.1894206,-1.1257751,-1.5442697,-1.4328462,0.1114235
11,-0.3970567,-0.32411864,"('unhelpful', 'helpful')",-1.4757022,-1.4040902,0.59629846,0.5838096,-0.4254868,-0.3814664,0.0440204
12,0.8391173,0.96225584,"('unsupportive', 'supportive')",-0.31294754,-0.286528,-1.2954663,-1.3166223,-0.2564322,-0.2136315,0.0428007
13,-1.0395213,-0.95642215,"('impolite', 'polite')",-1.8376347,-1.6695508,-0.90784866,-0.84014785,-1.2616682,-1.1553736,0.1062946
14,0.9539444,1.0459296,"('antisocial', 'social')",-0.10312613,0.023895891,0.19163781,0.28363052,0.3474854,0.451152,0.1036666
15,0.28914732,0.110478766,"('boring', 'funny')",-0.342753,-0.4419095,0.044378906,-0.0253175,-0.0030756,-0.1189161,-0.1158405
16,-1.0752628,-1.0179363,"('unpopular', 'popular')",0.26245528,0.24141517,0.56405914,0.43031022,-0.0829161,-0.1154037,-0.0324876
17,-0.2707941,-0.225395,"('nasty', 'nice')",-0.15779822,-0.14171113,-0.7084245,-0.7677058,-0.3790056,-0.3782706,0.000735
18,-0.29231757,-0.21443658,"('disagreeable', 'welcoming')",-0.26749554,-0.2796213,-0.6577534,-0.8059701,-0.4058555,-0.4333427,-0.0274872
19,-0.08001878,-0.12392948,"('inhospitable', 'hospitable')",-0.37696666,-0.4635083,0.039577417,-0.06033114,-0.139136,-0.215923,-0.076787
20,0.42336202,0.50835544,"('rough', 'thoughtful')",-0.07298013,-0.030111648,1.1205177,1.0991322,0.4902999,0.525792,0.0354921
21,-1.0718032,-0.9290628,"('immoral', 'moral')",-1.9831061,-1.8656409,-1.8305677,-1.7234868,-1.6284924,-1.5060635,0.1224289
22,-0.52724963,-0.48501325,"('untrustworthy', 'trustworthy')",-0.2516081,-0.25600716,-0.8549546,-0.8518006,-0.5446041,-0.5309404,0.0136637
23,-0.7097644,-0.6405131,"('insincere', 'sincere')",-2.5094445,-2.5024304,4.2217503,4.0123906,0.3341804,0.2898157,-0.0443647
24,0.35201764,0.32618746,"('dishonest', 'honest')",-1.0774684,-1.0626587,0.5265899,0.46743765,-0.066287,-0.0896778,-0.0233908
25,-0.21284236,-0.29289308,"('egoistic', 'altruistic')",0.73627305,0.60716236,1.6730593,1.5666339,0.7321633,0.6269677,-0.1051956
26,3.2385106,3.1346045,"('hardhearted', 'benevolent')",2.0564537,1.9681554,2.9309592,2.7941384,2.7419745,2.6322994,-0.1096751
27,0.56442827,0.4602219,"('hardhearted', 'softhearted')",-0.3728913,-0.48118973,0.64696825,0.35153538,0.2795017,0.1101892,-0.1693125
28,-0.2743199,-0.2855932,"('disloyal', 'loyal')",-0.77278197,-0.79754454,0.9837271,0.8912216,-0.0211249,-0.0639721,-0.0428472
29,-0.02521695,-0.05438727,"('unfair', 'fair')",0.23684034,0.21879527,-0.31396306,-0.4357834,-0.0341132,-0.0904585,-0.0563453
30,-0.25259745,-0.11014749,"('intolerant', 'tolerant')",-0.9382434,-0.86708754,-0.120667785,-0.09717534,-0.4371696,-0.3581368,0.0790328
31,0.4917193,0.551803,"('evil', 'good')",1.6247936,1.5183136,0.77161586,0.6679308,0.9627096,0.9126825,-0.0500271
32,-0.22503662,-0.26763237,"('unkind', 'kind')",-1.5253859,-1.5658852,0.27356923,0.13483748,-0.4922844,-0.5662267,-0.0739423
33,0.85849005,0.75088096,"('wrong', 'right')",0.92743474,0.76571333,0.48407376,0.3518842,0.7566662,0.6228262,-0.13384
34,-0.38281885,-0.2165719,"('mean', 'honorable')",-0.8834361,-0.7528466,4.0870867,4.0720644,0.9402773,1.0342153,0.093938
35,0.689186,0.39885706,"('corrupt', 'incorrupt')",1.5198494,1.3243389,0.6682798,0.5037807,0.9591051,0.7423256,-0.2167795
36,0.6578224,0.63581073,"('hostile', 'amicable')",1.4261962,1.1806505,2.1377516,1.9216397,1.4072568,1.2460337,-0.1612231
37,-0.9046062,-0.8918273,"('fake', 'genuine')",-1.5668716,-1.5247514,0.24998882,0.22194499,-0.7404964,-0.7315446,0.0089518
38,-0.29151934,-0.26323986,"('untruthful', 'truthful')",-0.9465495,-0.9864894,0.28909603,0.31045687,-0.3163243,-0.3130908,0.0032335
39,1.4138781,1.4087402,"('exploitative', 'cooperative')",0.63643795,0.70017976,0.15016541,0.1509692,0.7334938,0.7532964,0.0198026
40,0.28879574,0.39749306,"('stingy', 'generous')",0.80230397,0.72893125,-1.1553224,-1.2755485,-0.0214076,-0.049708,-0.0283004
41,0.10129997,0.2784361,"('unforgiving', 'forgiving')",-0.27781877,-0.2746482,0.47101903,0.4378756,0.0981667,0.1472212,0.0490545
42,0.2089775,0.2916159,"('unreliable', 'reliable')",-0.018261984,0.077490434,-2.460656,-2.4233444,-0.7566468,-0.684746,0.0719008
43,0.7619771,0.85918653,"('irresponsible', 'responsible')",-1.3690028,-1.2463896,0.5601506,0.5405983,-0.015625,0.0511317,0.0667567
44,-1.7852745,-1.8110881,"('prejudiced', 'unprejudiced')",-0.66930574,-0.6015951,-1.4982514,-1.4925994,-1.3176106,-1.3017608,0.0158498
45,-0.3570802,-0.10996233,"('incompetent', 'competent')",-0.96023905,-0.83037174,0.57229626,0.6456078,-0.248341,-0.0982421,0.1500989
46,-0.7942771,-0.5855519,"('uncompetitive', 'competitive')",-1.2913252,-1.1179615,-1.1879755,-1.1196525,-1.0911926,-0.9410553,0.1501373
47,0.11079773,0.23669288,"('stupid', 'smart')",-0.8815314,-0.79996115,4.9794517,4.914379,1.4029059,1.4503703,0.0474644
48,0.41053382,0.5388687,"('unintelligent', 'intelligent')",-1.4115205,-1.3497546,-0.2090988,-0.1832917,-0.4033618,-0.3313925,0.0719693
49,-0.5049273,-0.45898062,"('unable', 'able')",-1.4985238,-1.3797407,-0.511297,-0.4707271,-0.8382494,-0.7698161,0.0684333
50,-0.769617,-0.75733256,"('clumsy', 'skillful')",-0.38846394,-0.43536526,-0.2870637,-0.43490082,-0.4817149,-0.5425328,-0.0608179
51,-0.6097352,-0.5829389,"('uneducated', 'educated')",-0.7111715,-0.65537536,0.014016271,0.0031606108,-0.4356301,-0.4117179,0.0239122
52,-0.07485424,-0.23742712,"('irrational', 'rational')",0.3631559,0.15182847,0.5736055,0.35589346,0.2873024,0.0900983,-0.1972041
53,0.5044481,0.47894263,"('uncreative', 'creative')",-0.38576615,-0.52469724,1.3552628,1.203892,0.4913149,0.3860458,-0.1052691
54,-0.32200137,-0.46906278,"('incapable', 'capable')",-0.60849637,-0.6855672,0.8677594,0.762544,-0.0209128,-0.1306953,-0.1097825
55,-0.87795204,-0.6241765,"('incompetent', 'clever')",-1.6754744,-1.4994475,-0.55087566,-0.4242647,-1.0347674,-0.8492962,0.1854712
56,0.772421,0.8343339,"('impractical', 'practical')",-1.5837849,-1.4641573,-0.16651925,-0.046397045,-0.3259611,-0.2254068,0.1005543
57,-0.29067737,-0.2816223,"('unimaginative', 'imaginative')",-0.7613338,-0.823148,-1.530544,-1.4029684,-0.8608518,-0.8359129,0.0249389
58,1.2734816,1.3143275,"('undiscriminating', 'discriminating')",0.81641126,0.7846976,0.8822233,0.90006715,0.9907054,0.9996974,0.008992
59,0.40248835,0.3010574,"('foolish', 'wise')",0.56550163,0.5044721,0.6735524,0.56105614,0.5471808,0.4555285,-0.0916523
60,-0.542103,-0.26596963,"('inefficient', 'efficient')",-2.9406068,-2.70613,-1.2062454,-0.9876441,-1.5629851,-1.3199147,0.2430704
61,1.4824371,1.4328995,"('illogical', 'logical')",0.33644837,0.25976628,1.087011,0.976727,0.9686322,0.8897976,-0.0788346
62,-0.8744078,-0.6725195,"('incompetent', 'brilliant')",-1.0209761,-0.80509037,-0.45818546,-0.3333218,-0.7845231,-0.6036439,0.1808792
63,0.36647588,0.5330083,"('unperceptive', 'insightful')",-0.46799445,-0.36663103,0.68529654,0.75372535,0.1945927,0.3067009,0.1121082
64,-0.31234834,-0.29026437,"('shy', 'confident')",0.37352154,0.46685994,-5.7165017,-5.4506745,-1.8851096,-1.7580263,0.1270833
65,-0.55441487,-0.4908319,"('insecure', 'secure')",-1.6826637,-1.5549603,-0.70243484,-0.5737664,-0.9798378,-0.8731862,0.1066516
66,0.01108117,-0.10440171,"('inactive', 'active')",1.25057,1.2477825,1.5863986,1.498952,0.94935,0.8807776,-0.0685724
67,0.4605894,0.41730878,"('doubtful', 'determined')",0.011001196,0.055087287,-0.7489192,-0.6514126,-0.0924429,-0.0596722,0.0327707
68,0.16054629,0.111547634,"('dependent', 'independent')",-1.4470146,-1.4272177,-0.91123456,-0.91340107,-0.7325676,-0.7430237,-0.0104561
69,0.48384616,0.35112864,"('lazy', 'industrious')",1.9805974,1.9062675,0.49060005,0.45989057,0.9850145,0.9057623,-0.0792522
70,-0.5823755,-0.47304648,"('lethargic', 'energetic')",-1.2769955,-1.1702127,-0.35396263,-0.31715435,-0.7377779,-0.6534712,0.0843067
71,2.3949816,2.3477771,"('diffident', 'self-confident')",0.523357,0.48107052,0.99229777,0.8577006,1.3035455,1.2288494,-0.0746961
72,0.16288203,0.18698229,"('unambitious', 'ambitious')",-1.118627,-1.0962641,0.051207587,0.117454946,-0.3015124,-0.2639423,0.0375701
73,0.59749055,0.56699556,"('helpless', 'self-reliant')",1.706869,1.6302863,-2.5181005,-2.5056572,-0.071247,-0.1027918,-0.0315448
74,1.2412105,1.2989817,"('undedicated', 'dedicated')",0.38678312,0.4037294,0.6552104,0.61465615,0.761068,0.7724558,0.0113878
75,-1.0717558,-1.0885435,"('meek', 'impulsive')",0.4719604,0.4959251,-0.71494156,-0.6665375,-0.4382456,-0.4197187,0.0185269
76,-1.0617446,-0.9324423,"('anxious', 'daring')",-1.597429,-1.3932936,-0.9505942,-0.8558189,-1.2032559,-1.0605183,0.1427376
77,-1.6858324,-1.4591722,"('unmotivated', 'motivated')",-1.6771005,-1.5418904,-1.5463248,-1.3432558,-1.6364193,-1.4481061,0.1883132
78,-0.23750171,-0.10563873,"('nonresilient', 'resilient')",-0.3502356,-0.31288913,0.6854146,0.66945726,0.0325591,0.0836431,0.051084
79,-0.35902485,-0.42305365,"('wavering', 'unwavering')",-0.20147645,-0.3072015,0.37991828,0.30017942,-0.0601944,-0.1433586,-0.0831642
80,-0.7386315,-0.7051188,"('dominated', 'dominating')",-0.6816729,-0.44980934,-0.3567056,-0.14208484,-0.5923367,-0.4323376,0.1599991
81,-0.6979589,-0.6285455,"('submissive', 'aggressive')",-1.7372931,-1.5612553,-1.6959503,-1.440256,-1.3770674,-1.210019,0.1670484
82,0.10719423,0.18997009,"('poor', 'rich')",-1.0869046,-1.0591196,4.895233,4.753722,1.3051743,1.2948576,-0.0103167
