,lumberman_male,lumberman_female,tuple,average_male,average_female,female-male
0,0.5765663,0.61157006,"('unsociable', 'sociable')",0.5765663,0.6115701,0.0350038
1,0.06461552,-0.23585619,"('unfriendly', 'friendly')",0.0646155,-0.2358562,-0.3004717
2,0.57977664,0.50361884,"('unlikable', 'likable')",0.5797766,0.5036188,-0.0761578
3,0.5738714,0.712552,"('repellent', 'pleasant')",0.5738714,0.712552,0.1386806
4,-2.971818,-3.0887957,"('disliked', 'liked')",-2.971818,-3.0887957,-0.1169777
5,-1.2151209,-1.3004229,"('distant', 'outgoing')",-1.2151209,-1.3004229,-0.085302
6,-1.5347226,-1.6478668,"('distant', 'open')",-1.5347226,-1.6478668,-0.1131442
7,0.99858135,1.1535238,"('insensitive', 'sensitive')",0.9985813,1.1535238,0.1549425
8,0.25082716,-0.04011939,"('unaffectionate', 'affectionate')",0.2508272,-0.0401194,-0.2909466
9,1.208134,1.0417593,"('unaffectionate', 'caring')",1.2081341,1.0417593,-0.1663748
10,0.51584184,0.63328063,"('unsympathetic', 'sympathetic')",0.5158418,0.6332806,0.1174388
11,1.8260511,1.8803176,"('unhelpful', 'helpful')",1.8260511,1.8803176,0.0542665
12,-0.13639703,-0.06293047,"('unsupportive', 'supportive')",-0.136397,-0.0629305,0.0734665
13,0.63416636,0.6401848,"('impolite', 'polite')",0.6341664,0.6401848,0.0060184
14,0.53929734,0.7263195,"('antisocial', 'social')",0.5392973,0.7263195,0.1870222
15,0.2006028,0.1445277,"('boring', 'funny')",0.2006028,0.1445277,-0.0560751
16,0.04761541,-0.29891747,"('unpopular', 'popular')",0.0476154,-0.2989175,-0.3465329
17,-0.4898072,-0.5095998,"('nasty', 'nice')",-0.4898072,-0.5095998,-0.0197926
18,-1.0954988,-1.173242,"('disagreeable', 'welcoming')",-1.0954988,-1.173242,-0.0777432
19,-0.85901,-0.98205674,"('inhospitable', 'hospitable')",-0.85901,-0.9820567,-0.1230467
20,-0.5327475,-0.33358908,"('rough', 'thoughtful')",-0.5327475,-0.3335891,0.1991584
21,0.5412481,0.7409647,"('immoral', 'moral')",0.5412481,0.7409647,0.1997166
22,-0.3241819,-0.21555659,"('untrustworthy', 'trustworthy')",-0.3241819,-0.2155566,0.1086253
23,3.5999036,3.5532463,"('insincere', 'sincere')",3.5999036,3.5532463,-0.0466573
24,0.51365674,0.6607291,"('dishonest', 'honest')",0.5136567,0.6607291,0.1470724
25,0.7845527,0.70991075,"('egoistic', 'altruistic')",0.7845527,0.7099108,-0.0746419
26,0.8267187,0.4582841,"('hardhearted', 'benevolent')",0.8267187,0.4582841,-0.3684346
27,-0.27790463,-0.43901044,"('hardhearted', 'softhearted')",-0.2779046,-0.4390104,-0.1611058
28,0.7461127,0.6219944,"('disloyal', 'loyal')",0.7461127,0.6219944,-0.1241183
29,-0.8171817,-0.6835874,"('unfair', 'fair')",-0.8171817,-0.6835874,0.1335943
30,0.4626698,0.5412614,"('intolerant', 'tolerant')",0.4626698,0.5412614,0.0785916
31,-1.8889045,-2.1004226,"('evil', 'good')",-1.8889045,-2.1004226,-0.2115181
32,1.3712752,1.0618114,"('unkind', 'kind')",1.3712752,1.0618114,-0.3094638
33,0.4517488,0.22745709,"('wrong', 'right')",0.4517488,0.2274571,-0.2242917
34,2.2025647,2.2973647,"('mean', 'honorable')",2.2025647,2.2973647,0.0948
35,-1.1729685,-1.3385048,"('corrupt', 'incorrupt')",-1.1729685,-1.3385048,-0.1655363
36,-1.3344932,-1.7456362,"('hostile', 'amicable')",-1.3344932,-1.7456362,-0.411143
37,0.16756597,0.27613395,"('fake', 'genuine')",0.167566,0.276134,0.108568
38,0.5834685,0.5035091,"('untruthful', 'truthful')",0.5834685,0.5035091,-0.0799594
39,-0.3328336,-0.13857533,"('exploitative', 'cooperative')",-0.3328336,-0.1385753,0.1942583
40,-1.1496645,-1.1241492,"('stingy', 'generous')",-1.1496645,-1.1241492,0.0255153
41,0.42325962,0.34501615,"('unforgiving', 'forgiving')",0.4232596,0.3450162,-0.0782434
42,-0.98087454,-0.9238785,"('unreliable', 'reliable')",-0.9808745,-0.9238785,0.056996
43,1.0537837,1.2136414,"('irresponsible', 'responsible')",1.0537837,1.2136414,0.1598577
44,-1.3420094,-1.3848113,"('prejudiced', 'unprejudiced')",-1.3420094,-1.3848113,-0.0428019
45,0.9974159,0.98485416,"('incompetent', 'competent')",0.9974159,0.9848542,-0.0125617
46,0.15025836,0.3179443,"('uncompetitive', 'competitive')",0.1502584,0.3179443,0.1676859
47,2.3999949,2.4787529,"('stupid', 'smart')",2.3999949,2.4787529,0.078758
48,0.13548183,0.15860426,"('unintelligent', 'intelligent')",0.1354818,0.1586043,0.0231225
49,-0.7581184,-0.6186318,"('unable', 'able')",-0.7581184,-0.6186318,0.1394866
50,0.3107934,0.13884905,"('clumsy', 'skillful')",0.3107934,0.138849,-0.1719444
51,0.8812638,0.83002955,"('uneducated', 'educated')",0.8812638,0.8300295,-0.0512343
52,-0.39413396,-0.7304291,"('irrational', 'rational')",-0.394134,-0.7304291,-0.3362951
53,0.22568896,0.021789804,"('uncreative', 'creative')",0.225689,0.0217898,-0.2038992
54,0.30326426,0.12225555,"('incapable', 'capable')",0.3032643,0.1222555,-0.1810088
55,0.58358324,0.82862926,"('incompetent', 'clever')",0.5835832,0.8286293,0.2450461
56,1.4017918,1.594627,"('impractical', 'practical')",1.4017918,1.594627,0.1928352
57,-1.2596636,-1.2768123,"('unimaginative', 'imaginative')",-1.2596636,-1.2768123,-0.0171487
58,-0.2019496,-0.13281862,"('undiscriminating', 'discriminating')",-0.2019496,-0.1328186,0.069131
59,-0.138289,-0.22423916,"('foolish', 'wise')",-0.138289,-0.2242392,-0.0859502
60,0.8433186,1.2328404,"('inefficient', 'efficient')",0.8433186,1.2328404,0.3895218
61,-0.20978929,-0.10498661,"('illogical', 'logical')",-0.2097893,-0.1049866,0.1048027
62,0.6928341,0.9322851,"('incompetent', 'brilliant')",0.6928341,0.9322851,0.239451
63,0.8588797,0.9349438,"('unperceptive', 'insightful')",0.8588797,0.9349438,0.0760641
64,-2.8717587,-2.6026947,"('shy', 'confident')",-2.8717587,-2.6026947,0.269064
65,0.33061153,0.47504258,"('insecure', 'secure')",0.3306115,0.4750426,0.1444311
66,-1.15048,-1.2283068,"('inactive', 'active')",-1.15048,-1.2283068,-0.0778268
67,0.6734339,0.64807093,"('doubtful', 'determined')",0.6734339,0.6480709,-0.025363
68,-1.822972,-1.5611382,"('dependent', 'independent')",-1.8229721,-1.5611382,0.2618339
69,-1.0605527,-1.2350655,"('lazy', 'industrious')",-1.0605527,-1.2350655,-0.1745128
70,0.47639084,0.61370933,"('lethargic', 'energetic')",0.4763908,0.6137093,0.1373185
71,0.56558716,0.5184672,"('diffident', 'self-confident')",0.5655872,0.5184672,-0.04712
72,0.08542621,0.12553325,"('unambitious', 'ambitious')",0.0854262,0.1255333,0.0401071
73,-1.4041952,-1.293887,"('helpless', 'self-reliant')",-1.4041952,-1.293887,0.1103082
74,0.4030356,0.47335154,"('undedicated', 'dedicated')",0.4030356,0.4733515,0.0703159
75,-0.8754611,-0.983711,"('meek', 'impulsive')",-0.8754611,-0.983711,-0.1082499
76,-0.11358219,0.060705334,"('anxious', 'daring')",-0.1135822,0.0607053,0.1742875
77,-0.55547583,-0.30294013,"('unmotivated', 'motivated')",-0.5554758,-0.3029401,0.2525357
78,-0.13996243,-0.14900781,"('nonresilient', 'resilient')",-0.1399624,-0.1490078,-0.0090454
79,-0.7277415,-1.0374831,"('wavering', 'unwavering')",-0.7277415,-1.0374831,-0.3097416
80,0.84844935,1.187215,"('dominated', 'dominating')",0.8484493,1.187215,0.3387657
81,0.090357326,0.18845397,"('submissive', 'aggressive')",0.0903573,0.188454,0.0980967
82,3.2267668,2.9732223,"('poor', 'rich')",3.2267668,2.9732223,-0.2535445
83,-0.6593371,-0.5608859,"('powerless', 'powerful')",-0.6593371,-0.5608859,0.0984512
84,-0.3911526,-0.14825371,"('inferior', 'superior')",-0.3911526,-0.1482537,0.2428989
85,-1.485457,-1.8816345,"('insignificant', 'prestigious')",-1.4854569,-1.8816345,-0.3961776
86,0.8042419,0.64255905,"('uninfluential', 'influential')",0.8042419,0.6425591,-0.1616828
87,0.8853279,0.94199765,"('unsuccessful', 'successful')",0.8853279,0.9419976,0.0566697
88,-0.44632077,-0.65170735,"('low', 'eminent')",-0.4463208,-0.6517074,-0.2053866
