,planter_male,planter_female,tuple,average_male,average_female,female-male
0,0.6007376,0.47895616,"('unsociable', 'sociable')",0.6007376,0.4789562,-0.1217814
1,-0.2167505,-0.36858693,"('unfriendly', 'friendly')",-0.2167505,-0.3685869,-0.1518364
2,0.7046681,0.7888831,"('unlikable', 'likable')",0.7046681,0.7888831,0.084215
3,-0.044467844,0.050921053,"('repellent', 'pleasant')",-0.0444678,0.0509211,0.0953889
4,-3.4646137,-3.4282694,"('disliked', 'liked')",-3.4646137,-3.4282694,0.0363443
5,-1.754404,-1.806311,"('distant', 'outgoing')",-1.7544039,-1.806311,-0.0519071
6,-1.9201473,-1.971209,"('distant', 'open')",-1.9201473,-1.971209,-0.0510617
7,0.6519748,0.84409356,"('insensitive', 'sensitive')",0.6519748,0.8440936,0.1921188
8,-0.16654968,-0.34959897,"('unaffectionate', 'affectionate')",-0.1665497,-0.349599,-0.1830493
9,0.12691346,0.031520918,"('unaffectionate', 'caring')",0.1269135,0.0315209,-0.0953926
10,0.092563346,0.05656713,"('unsympathetic', 'sympathetic')",0.0925633,0.0565671,-0.0359962
11,1.0100112,1.0455005,"('unhelpful', 'helpful')",1.0100112,1.0455005,0.0354893
12,-0.8520193,-0.80801004,"('unsupportive', 'supportive')",-0.8520193,-0.80801,0.0440093
13,0.87935424,0.8259276,"('impolite', 'polite')",0.8793542,0.8259276,-0.0534266
14,1.2422752,1.3698468,"('antisocial', 'social')",1.2422752,1.3698468,0.1275716
15,0.31379867,0.18352446,"('boring', 'funny')",0.3137987,0.1835245,-0.1302742
16,-0.3237285,-0.25619745,"('unpopular', 'popular')",-0.3237285,-0.2561975,0.067531
17,-0.54135853,-0.4293904,"('nasty', 'nice')",-0.5413585,-0.4293904,0.1119681
18,-1.1232451,-1.094748,"('disagreeable', 'welcoming')",-1.1232451,-1.094748,0.0284971
19,-1.5067191,-1.6611848,"('inhospitable', 'hospitable')",-1.5067191,-1.6611848,-0.1544657
20,-0.0846065,-0.0018357765,"('rough', 'thoughtful')",-0.0846065,-0.0018358,0.0827707
21,0.47602713,0.59874696,"('immoral', 'moral')",0.4760271,0.598747,0.1227199
22,-0.20478421,-0.089709304,"('untrustworthy', 'trustworthy')",-0.2047842,-0.0897093,0.1150749
23,3.2444909,3.2474022,"('insincere', 'sincere')",3.2444909,3.2474022,0.0029113
24,0.50592613,0.5311067,"('dishonest', 'honest')",0.5059261,0.5311067,0.0251806
25,0.3861724,0.3404382,"('egoistic', 'altruistic')",0.3861724,0.3404382,-0.0457342
26,0.7607306,0.5892554,"('hardhearted', 'benevolent')",0.7607306,0.5892554,-0.1714752
27,-0.394743,-0.33089235,"('hardhearted', 'softhearted')",-0.394743,-0.3308924,0.0638506
28,0.37086788,0.35097736,"('disloyal', 'loyal')",0.3708679,0.3509774,-0.0198905
29,-0.7823783,-0.76711035,"('unfair', 'fair')",-0.7823783,-0.7671103,0.015268
30,1.1145686,1.107548,"('intolerant', 'tolerant')",1.1145686,1.107548,-0.0070206
31,-1.5529524,-1.5367596,"('evil', 'good')",-1.5529524,-1.5367596,0.0161928
32,1.0852326,1.0155959,"('unkind', 'kind')",1.0852326,1.0155959,-0.0696367
33,-0.039311323,-0.11320337,"('wrong', 'right')",-0.0393113,-0.1132034,-0.0738921
34,2.2962208,2.469987,"('mean', 'honorable')",2.2962208,2.4699869,0.1737661
