,destroyer_male,destroyer_female,tuple,average_male,average_female,female-male
0,0.2843293,0.2731122,"('unsociable', 'sociable')",0.2843293,0.2731122,-0.0112171
1,0.8949778,1.0043448,"('unfriendly', 'friendly')",0.8949778,1.0043448,0.109367
2,0.29142943,0.38152036,"('unlikable', 'likable')",0.2914294,0.3815204,0.090091
3,0.5094894,0.54421276,"('repellent', 'pleasant')",0.5094894,0.5442128,0.0347234
4,-6.858464,-7.144124,"('disliked', 'liked')",-6.8584638,-7.144124,-0.2856602
5,-0.796918,-0.9080458,"('distant', 'outgoing')",-0.796918,-0.9080458,-0.1111278
6,-0.12514119,-0.21281445,"('distant', 'open')",-0.1251412,-0.2128145,-0.0876733
7,1.368509,1.4049971,"('insensitive', 'sensitive')",1.3685091,1.4049971,0.036488
8,1.2972884,1.2711251,"('unaffectionate', 'affectionate')",1.2972884,1.2711251,-0.0261633
9,1.9354743,2.0223298,"('unaffectionate', 'caring')",1.9354743,2.0223298,0.0868555
10,1.3694739,1.4161292,"('unsympathetic', 'sympathetic')",1.3694739,1.4161292,0.0466553
11,1.7842227,1.9523426,"('unhelpful', 'helpful')",1.7842227,1.9523426,0.1681199
12,-1.1374309,-1.1025641,"('unsupportive', 'supportive')",-1.1374309,-1.1025641,0.0348668
13,-0.09583168,-0.06516501,"('impolite', 'polite')",-0.0958317,-0.065165,0.0306667
14,0.26325545,0.34062794,"('antisocial', 'social')",0.2632554,0.3406279,0.0773725
15,0.20192528,0.11879453,"('boring', 'funny')",0.2019253,0.1187945,-0.0831308
16,-0.46963817,-0.4745348,"('unpopular', 'popular')",-0.4696382,-0.4745348,-0.0048966
17,-0.19377464,-0.24291842,"('nasty', 'nice')",-0.1937746,-0.2429184,-0.0491438
18,-0.6387232,-0.6474426,"('disagreeable', 'welcoming')",-0.6387232,-0.6474426,-0.0087194
19,-0.6879139,-0.6526528,"('inhospitable', 'hospitable')",-0.6879139,-0.6526528,0.0352611
20,1.0384367,0.9839475,"('rough', 'thoughtful')",1.0384367,0.9839475,-0.0544892
21,-0.100821465,0.014555104,"('immoral', 'moral')",-0.1008215,0.0145551,0.1153766
22,-0.3061703,-0.36434004,"('untrustworthy', 'trustworthy')",-0.3061703,-0.36434,-0.0581697
23,5.790314,6.076671,"('insincere', 'sincere')",5.7903142,6.0766711,0.2863569
24,1.6356672,1.5290779,"('dishonest', 'honest')",1.6356672,1.5290779,-0.1065893
25,0.4228689,0.4351158,"('egoistic', 'altruistic')",0.4228689,0.4351158,0.0122469
26,1.191918,1.1815751,"('hardhearted', 'benevolent')",1.191918,1.1815751,-0.0103429
27,1.510081,1.2667537,"('hardhearted', 'softhearted')",1.5100811,1.2667537,-0.2433274
28,1.3110121,1.4897329,"('disloyal', 'loyal')",1.3110121,1.4897329,0.1787208
29,-0.043769848,-0.14459723,"('unfair', 'fair')",-0.0437698,-0.1445972,-0.1008274
30,0.82948047,0.8827529,"('intolerant', 'tolerant')",0.8294805,0.8827529,0.0532724
31,-1.3139198,-1.3675575,"('evil', 'good')",-1.3139198,-1.3675575,-0.0536377
