,cigarette_male,cigarette_female,tuple,average_male,average_female,female-male
0,0.25093222,0.19986366,"('unsociable', 'sociable')",0.2509322,0.1998637,-0.0510685
1,2.1810017,1.9290731,"('unfriendly', 'friendly')",2.1810017,1.9290731,-0.2519286
2,0.32704064,0.41477633,"('unlikable', 'likable')",0.3270406,0.4147763,0.0877357
3,-0.39694005,-0.17119052,"('repellent', 'pleasant')",-0.3969401,-0.1711905,0.2257496
4,-7.1508527,-7.3030066,"('disliked', 'liked')",-7.1508527,-7.3030066,-0.1521539
5,0.38785654,0.2540803,"('distant', 'outgoing')",0.3878565,0.2540803,-0.1337762
6,0.89666486,0.75540197,"('distant', 'open')",0.8966649,0.755402,-0.1412629
7,0.5891348,0.63377255,"('insensitive', 'sensitive')",0.5891348,0.6337726,0.0446378
8,1.5001743,1.2623041,"('unaffectionate', 'affectionate')",1.5001743,1.2623041,-0.2378702
9,2.0870128,1.9804196,"('unaffectionate', 'caring')",2.0870128,1.9804196,-0.1065932
10,0.3445381,0.46354783,"('unsympathetic', 'sympathetic')",0.3445381,0.4635478,0.1190097
11,1.9367815,2.0616505,"('unhelpful', 'helpful')",1.9367815,2.0616505,0.124869
12,-1.6416554,-1.6416699,"('unsupportive', 'supportive')",-1.6416554,-1.6416699,-1.45e-05
13,-0.103064194,-0.039142452,"('impolite', 'polite')",-0.1030642,-0.0391425,0.0639217
14,-0.049354553,-0.044953875,"('antisocial', 'social')",-0.0493546,-0.0449539,0.0044007
15,0.801018,0.6566909,"('boring', 'funny')",0.801018,0.6566909,-0.1443271
16,-0.2465074,-0.357262,"('unpopular', 'popular')",-0.2465074,-0.357262,-0.1107546
17,-0.17982553,-0.13760827,"('nasty', 'nice')",-0.1798255,-0.1376083,0.0422172
18,-0.8542471,-0.8696256,"('disagreeable', 'welcoming')",-0.8542471,-0.8696256,-0.0153785
19,-0.2625796,-0.28421226,"('inhospitable', 'hospitable')",-0.2625796,-0.2842123,-0.0216327
20,0.8985851,0.84432733,"('rough', 'thoughtful')",0.8985851,0.8443273,-0.0542578
21,-0.45337877,-0.18646432,"('immoral', 'moral')",-0.4533788,-0.1864643,0.2669145
22,-0.61608875,-0.6076236,"('untrustworthy', 'trustworthy')",-0.6160887,-0.6076236,0.0084651
23,6.534347,6.594714,"('insincere', 'sincere')",6.5343471,6.5947142,0.0603671
24,1.76735,1.730374,"('dishonest', 'honest')",1.76735,1.730374,-0.036976
25,0.84142864,0.6676269,"('egoistic', 'altruistic')",0.8414286,0.6676269,-0.1738017
26,2.0572438,1.7737387,"('hardhearted', 'benevolent')",2.0572438,1.7737387,-0.2835051
27,1.2374107,1.0469344,"('hardhearted', 'softhearted')",1.2374107,1.0469344,-0.1904763
28,1.5372565,1.4348248,"('disloyal', 'loyal')",1.5372565,1.4348248,-0.1024317
29,-0.46860874,-0.5723384,"('unfair', 'fair')",-0.4686087,-0.5723384,-0.1037297
30,0.6644958,0.8050682,"('intolerant', 'tolerant')",0.6644958,0.8050682,0.1405724
31,-1.5011021,-1.6518298,"('evil', 'good')",-1.5011021,-1.6518298,-0.1507277
32,0.8383422,0.80338454,"('unkind', 'kind')",0.8383422,0.8033845,-0.0349577
33,-0.121955164,-0.22939517,"('wrong', 'right')",-0.1219552,-0.2293952,-0.10744
34,4.525135,4.679636,"('mean', 'honorable')",4.525135,4.679636,0.154501
35,-0.5126581,-0.8132381,"('corrupt', 'incorrupt')",-0.5126581,-0.8132381,-0.30058
36,-0.4079154,-0.6968447,"('hostile', 'amicable')",-0.4079154,-0.6968447,-0.2889293
37,0.94042224,0.9514293,"('fake', 'genuine')",0.9404222,0.9514293,0.0110071
38,0.42742908,0.40934598,"('untruthful', 'truthful')",0.4274291,0.409346,-0.0180831
39,0.5474106,0.61756855,"('exploitative', 'cooperative')",0.5474106,0.6175686,0.070158
40,-1.9148637,-2.0739698,"('stingy', 'generous')",-1.9148637,-2.0739698,-0.1591061
41,0.35927206,0.28799748,"('unforgiving', 'forgiving')",0.3592721,0.2879975,-0.0712746
42,-2.9402797,-2.7441926,"('unreliable', 'reliable')",-2.9402797,-2.7441926,0.1960871
43,1.7027433,1.7888905,"('irresponsible', 'responsible')",1.7027433,1.7888905,0.0861472
44,-1.5117081,-1.3744553,"('prejudiced', 'unprejudiced')",-1.5117081,-1.3744553,0.1372528
45,0.40166557,0.3866846,"('incompetent', 'competent')",0.4016656,0.3866846,-0.014981
46,-0.829593,-0.75570315,"('uncompetitive', 'competitive')",-0.829593,-0.7557032,0.0738898
47,5.7247567,5.810951,"('stupid', 'smart')",5.7247567,5.8109512,0.0861945
48,0.70241535,0.68915236,"('unintelligent', 'intelligent')",0.7024153,0.6891524,-0.0132629
49,-0.33766901,-0.2497555,"('unable', 'able')",-0.337669,-0.2497555,0.0879135
50,-0.53914326,-0.5512661,"('clumsy', 'skillful')",-0.5391433,-0.5512661,-0.0121228
51,-0.18620202,-0.15410551,"('uneducated', 'educated')",-0.186202,-0.1541055,0.0320965
52,-0.033156842,-0.20616412,"('irrational', 'rational')",-0.0331568,-0.2061641,-0.1730073
53,0.63935417,0.48496282,"('uncreative', 'creative')",0.6393542,0.4849628,-0.1543914
54,1.2424608,1.2995021,"('incapable', 'capable')",1.2424608,1.2995021,0.0570413
55,0.3272775,0.4860931,"('incompetent', 'clever')",0.3272775,0.4860931,0.1588156
56,0.6611454,0.84732056,"('impractical', 'practical')",0.6611454,0.8473206,0.1861752
57,-2.7413833,-2.7193477,"('unimaginative', 'imaginative')",-2.7413833,-2.7193477,0.0220356
58,0.06634106,0.006582111,"('undiscriminating', 'discriminating')",0.0663411,0.0065821,-0.059759
59,0.3241042,0.24649508,"('foolish', 'wise')",0.3241042,0.2464951,-0.0776091
60,0.52937114,0.81358004,"('inefficient', 'efficient')",0.5293711,0.81358,0.2842089
61,0.24204417,0.106570244,"('illogical', 'logical')",0.2420442,0.1065702,-0.135474
62,0.6413041,0.9029368,"('incompetent', 'brilliant')",0.6413041,0.9029368,0.2616327
63,0.11187835,0.16666445,"('unperceptive', 'insightful')",0.1118784,0.1666645,0.0547861
64,-6.8024554,-6.6400037,"('shy', 'confident')",-6.8024554,-6.6400037,0.1624517
65,0.008731827,0.1471417,"('insecure', 'secure')",0.0087318,0.1471417,0.1384099
66,-0.0724008,-0.21802495,"('inactive', 'active')",-0.0724008,-0.218025,-0.1456242
67,-0.20462897,-0.07994565,"('doubtful', 'determined')",-0.204629,-0.0799457,0.1246833
68,-1.4283558,-1.3897353,"('dependent', 'independent')",-1.4283558,-1.3897353,0.0386205
69,-1.714294,-1.8746223,"('lazy', 'industrious')",-1.714294,-1.8746223,-0.1603283
70,0.53807676,0.67829686,"('lethargic', 'energetic')",0.5380768,0.6782969,0.1402201
71,1.2664363,1.1991446,"('diffident', 'self-confident')",1.2664363,1.1991446,-0.0672917
72,0.35299295,0.46269736,"('unambitious', 'ambitious')",0.352993,0.4626974,0.1097044
73,-3.0633228,-2.9981868,"('helpless', 'self-reliant')",-3.0633228,-2.9981868,0.065136
74,0.28286272,0.20913997,"('undedicated', 'dedicated')",0.2828627,0.20914,-0.0737227
