,verisk_male,verisk_female,tuple,analytics_male,analytics_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0784428,-1.1090981,"('unsociable', 'sociable')",0.22319469,0.082429014,-0.63691705,-0.8159264,-0.4973884,-0.6141984,-0.11681
1,-2.232617,-2.2937098,"('unfriendly', 'friendly')",0.42084488,0.3131008,1.8232145,1.6469804,0.0038142,-0.1112095,-0.1150237
2,0.29788756,0.36780187,"('unlikable', 'likable')",1.2175791,1.266979,0.9162684,1.0263789,0.8105783,0.8870533,0.076475
3,-0.38017014,-0.23323964,"('repellent', 'pleasant')",-0.22329243,-0.12979767,-0.14411068,-0.094252765,-0.2491911,-0.15243,0.0967611
4,-0.2803754,-0.25599867,"('disliked', 'liked')",-0.5556093,-0.53274965,-5.7772613,-5.8296695,-2.2044153,-2.2061392,-0.0017239
5,-0.8528762,-0.77365273,"('distant', 'outgoing')",0.64010847,0.71473855,0.33592933,0.41937566,0.0410539,0.1201538,0.0790999
6,-1.2825913,-1.1923611,"('distant', 'open')",-0.29635713,-0.20855989,0.69939184,0.7630445,-0.2931856,-0.2126255,0.0805601
7,-0.50033534,-0.4573843,"('insensitive', 'sensitive')",0.60073256,0.68885785,0.092399016,0.08636005,0.0642654,0.1059445,0.0416791
8,-1.7076669,-1.7647141,"('unaffectionate', 'affectionate')",-0.142864,-0.15458411,0.77089,0.7559406,-0.3598803,-0.3877858,-0.0279055
9,-2.0247326,-2.0298615,"('unaffectionate', 'caring')",0.5282834,0.5544661,1.2144274,1.2434651,-0.0940073,-0.0773101,0.0166972
10,-1.3011029,-1.2572722,"('unsympathetic', 'sympathetic')",-0.48234415,-0.42680252,-0.8132174,-0.8406274,-0.8655548,-0.8415674,0.0239874
11,-0.39111412,-0.40443963,"('unhelpful', 'helpful')",0.646801,0.74695706,1.6335738,1.734973,0.6297535,0.6924968,0.0627433
12,-1.159727,-1.0591737,"('unsupportive', 'supportive')",0.9513578,1.1419879,-1.7312943,-1.6693221,-0.6465545,-0.528836,0.1177185
13,0.021045057,0.0059366203,"('impolite', 'polite')",0.19804502,0.1406786,-0.35774964,-0.40668866,-0.0462199,-0.0866911,-0.0404712
14,0.24695645,0.3674545,"('antisocial', 'social')",0.76969314,0.75823176,-1.135755,-1.1485835,-0.0397018,-0.0076324,0.0320694
15,0.006877091,-0.09870266,"('boring', 'funny')",0.43163747,0.39865926,0.49894577,0.42845842,0.3124868,0.242805,-0.0696818
16,-0.91778415,-0.9103292,"('unpopular', 'popular')",-0.5205979,-0.45009866,0.769351,0.71116436,-0.2230103,-0.2164212,0.0065891
17,-0.3477712,-0.2858948,"('nasty', 'nice')",-0.8602318,-0.76041263,-0.48301923,-0.44961604,-0.5636741,-0.4986412,0.0650329
18,-0.34131125,-0.2573068,"('disagreeable', 'welcoming')",0.770522,0.8189404,-0.019873897,-0.025948917,0.1364456,0.1785615,0.0421159
19,-0.798766,-0.7131101,"('inhospitable', 'hospitable')",-0.6577169,-0.5865161,0.11410247,0.21231414,-0.4474601,-0.3624373,0.0850228
20,-0.28125054,-0.22003527,"('rough', 'thoughtful')",0.60714513,0.614911,0.7393335,0.69759256,0.355076,0.3641561,0.0090801
21,0.4840927,0.48558593,"('immoral', 'moral')",0.5126609,0.47863328,-0.80461633,-0.81353307,0.0640458,0.0502287,-0.0138171
22,0.47790962,0.50535494,"('untrustworthy', 'trustworthy')",0.58843535,0.470347,-0.82974094,-0.90431184,0.078868,0.0237967,-0.0550713
23,-0.95490503,-0.9561688,"('insincere', 'sincere')",0.4708122,0.4736197,5.0047164,4.966356,1.5068746,1.4946022,-0.0122724
24,-0.85087395,-0.8132713,"('dishonest', 'honest')",0.34402102,0.3392891,0.4538667,0.45339206,-0.0176621,-0.0068634,0.0107987
25,-0.79684234,-0.7998311,"('egoistic', 'altruistic')",-0.31779614,-0.31795347,1.552202,1.4497355,0.1458545,0.1106503,-0.0352042
26,-0.55422884,-0.6646989,"('hardhearted', 'benevolent')",1.3880045,1.2559242,1.4751706,1.3178797,0.7696488,0.6363684,-0.1332804
27,-0.53825265,-0.47217882,"('hardhearted', 'softhearted')",0.64943886,0.67399836,1.4128743,1.3143752,0.5080202,0.5053982,-0.002622
28,-0.95667845,-1.0317682,"('disloyal', 'loyal')",0.032402188,-0.06729856,0.79041284,0.7001052,-0.0446211,-0.1329872,-0.0883661
29,-0.22092406,-0.21529344,"('unfair', 'fair')",-1.2335488,-1.2526768,-0.4601507,-0.5842073,-0.6382078,-0.6840591,-0.0458513
30,0.5968857,0.6295489,"('intolerant', 'tolerant')",1.4559903,1.5200689,0.8488716,0.8481021,0.9672492,0.9992399,0.0319907
31,-1.3182746,-1.285434,"('evil', 'good')",-1.4320151,-1.3852856,-0.72382,-0.80781233,-1.1580365,-1.1595106,-0.0014741
32,-0.5155921,-0.4972273,"('unkind', 'kind')",0.0314743,-0.010601148,0.6056528,0.46553797,0.0405117,-0.0140968,-0.0546085
33,0.009090539,0.0029878197,"('wrong', 'right')",0.8848501,0.83635205,-0.20505859,-0.25306123,0.2296274,0.1954262,-0.0342012
34,-0.11783391,-0.048846163,"('mean', 'honorable')",0.8571465,0.9700865,5.787387,5.9102817,2.1755665,2.277174,0.1016075
35,0.038897015,0.012563635,"('corrupt', 'incorrupt')",-0.844701,-0.8840489,0.23539513,0.122424915,-0.1901363,-0.2496868,-0.0595505
36,-1.2580763,-1.3187975,"('hostile', 'amicable')",-0.6445434,-0.73919106,0.67771846,0.45101222,-0.4083004,-0.5356588,-0.1273584
37,-0.42902917,-0.34216622,"('fake', 'genuine')",-1.0246991,-0.96345997,-0.056429207,0.0010584518,-0.5033858,-0.4348559,0.0685299
38,-0.943351,-0.9101304,"('untruthful', 'truthful')",0.14008188,0.21026516,0.09650639,0.21233337,-0.2355876,-0.1625106,0.073077
39,0.7754447,0.73388207,"('exploitative', 'cooperative')",0.050227318,0.04034219,0.008369487,0.014684189,0.2780138,0.2629695,-0.0150443
40,-0.341266,-0.27489507,"('stingy', 'generous')",-0.8014679,-0.76769453,-1.5672742,-1.7212495,-0.903336,-0.9212797,-0.0179437
41,-0.8323747,-0.7898705,"('unforgiving', 'forgiving')",-0.0059042275,0.045602147,0.36747456,0.26775387,-0.1569348,-0.1588382,-0.0019034
42,0.91022575,1.0952598,"('unreliable', 'reliable')",0.8985506,0.9939802,-2.9959397,-2.8686907,-0.3957211,-0.2598169,0.1359042
43,-0.7422358,-0.6294335,"('irresponsible', 'responsible')",0.7764443,0.8830217,0.03480581,0.08663172,0.0230048,0.1134066,0.0904018
44,1.3054353,1.330301,"('prejudiced', 'unprejudiced')",-0.9973858,-0.9815203,-1.3365992,-1.29058,-0.3428499,-0.3139331,0.0289168
45,-0.9055145,-0.80387014,"('incompetent', 'competent')",-0.006360244,0.093236685,-0.35739753,-0.3749544,-0.4230907,-0.3618626,0.0612281
46,-0.33543313,-0.28237206,"('uncompetitive', 'competitive')",1.3373393,1.3554516,-0.5392087,-0.5644582,0.1542325,0.1695405,0.015308
47,0.018160012,0.10817319,"('stupid', 'smart')",0.3143403,0.40489385,5.3975973,5.479256,1.9100326,1.997441,0.0874084
48,-0.592334,-0.6967695,"('unintelligent', 'intelligent')",0.4956059,0.45691475,0.47087148,0.39728355,0.1247145,0.0524763,-0.0722382
49,0.10885112,0.21564403,"('unable', 'able')",0.066424325,0.19021778,0.2116493,0.37952206,0.1289749,0.2617946,0.1328197
50,-0.30924442,-0.23530066,"('clumsy', 'skillful')",0.27214566,0.3398858,0.23614947,0.27904806,0.0663502,0.1278777,0.0615275
51,-0.4503952,-0.52209204,"('uneducated', 'educated')",0.042353615,-0.049785912,0.24448091,0.14687476,-0.0545202,-0.1416677,-0.0871475
52,-0.76735854,-0.9818357,"('irrational', 'rational')",-0.12682146,-0.31355706,0.58369803,0.388393,-0.103494,-0.3023332,-0.1988392
53,-1.4566306,-1.4828057,"('uncreative', 'creative')",0.93522096,0.83390725,1.1263114,1.0367126,0.2016339,0.1292714,-0.0723625
54,-0.6029852,-0.6155017,"('incapable', 'capable')",0.623803,0.6097427,1.144925,1.2280827,0.388581,0.4074412,0.0188602
55,0.29708523,0.34227788,"('incompetent', 'clever')",1.0092667,1.0144635,-0.20368716,-0.18634942,0.3675549,0.3901307,0.0225758
56,0.1617856,0.25715038,"('impractical', 'practical')",0.6532884,0.76164377,-0.5328376,-0.45766023,0.0940788,0.1870447,0.0929659
57,-0.852789,-0.9472329,"('unimaginative', 'imaginative')",-0.37398955,-0.35001022,-2.5214798,-2.588366,-1.2494195,-1.295203,-0.0457835
