,noble_male,noble_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,0.9392552,0.76094186,"('unsociable', 'sociable')",0.66473085,0.5265944,-0.65696806,-0.79588264,0.3156727,0.1638845,-0.1517882
1,0.5106466,0.57239425,"('unfriendly', 'friendly')",0.3443734,0.18905605,1.7089647,1.6284169,0.8546615,0.7966224,-0.0580391
2,1.9718353,2.05783,"('unlikable', 'likable')",1.6937959,1.7215564,0.9148429,0.99982876,1.5268248,1.5930718,0.066247
3,-0.10024632,-0.0321634,"('repellent', 'pleasant')",0.0739187,0.12687175,0.10492344,0.08520368,0.0261986,0.0599707,0.0337721
4,-0.24104291,-0.2426887,"('disliked', 'liked')",0.14570625,0.04278735,-5.655642,-5.725656,-1.9169928,-1.9751857,-0.0581929
5,-0.2692299,-0.15393683,"('distant', 'outgoing')",-0.52610767,-0.4906618,-0.26925126,-0.22968107,-0.3548629,-0.2914266,0.0634363
6,-0.1790384,-0.039098967,"('distant', 'open')",-1.0753834,-1.0984762,0.15030786,0.13971594,-0.368038,-0.3326197,0.0354183
7,1.5062895,1.4559735,"('insensitive', 'sensitive')",1.1725,1.1903106,0.62502617,0.5881766,1.1012719,1.0781536,-0.0231183
8,0.1510022,0.22406334,"('unaffectionate', 'affectionate')",-0.9648769,-1.0645554,0.46204466,0.4011581,-0.1172767,-0.1464447,-0.029168
9,1.4144516,1.4380381,"('unaffectionate', 'caring')",0.18204357,0.1342603,0.8923953,0.8607643,0.8296301,0.8110209,-0.0186092
10,1.5148757,1.4215982,"('unsympathetic', 'sympathetic')",0.31591576,0.24834739,-0.52054745,-0.6014105,0.436748,0.3561784,-0.0805696
11,0.3019205,0.2707762,"('unhelpful', 'helpful')",0.90821135,0.95520175,1.7099564,1.7535218,0.9733628,0.9931666,0.0198038
12,1.7287376,1.8047937,"('unsupportive', 'supportive')",0.99423945,1.0649161,-1.5860292,-1.5742047,0.3789827,0.4318351,0.0528524
13,1.2001829,1.1147821,"('impolite', 'polite')",0.36897877,0.42015734,-0.67820996,-0.7137589,0.2969839,0.2737268,-0.0232571
14,1.1463897,1.0672625,"('antisocial', 'social')",1.3848085,1.3629972,-0.85766804,-0.92227715,0.5578434,0.5026608,-0.0551826
15,0.19318159,0.1554287,"('boring', 'funny')",-0.30901188,-0.35894975,0.22285333,0.2000814,0.0356743,-0.0011466,-0.0368209
16,-1.5144242,-1.4944934,"('unpopular', 'popular')",-0.51478755,-0.56558555,0.53151673,0.5155232,-0.4992317,-0.5148519,-0.0156202
17,0.94822943,0.998359,"('nasty', 'nice')",-0.9242778,-0.8700652,-0.5533798,-0.49521643,-0.176476,-0.1223075,0.0541685
18,0.20372923,0.24323982,"('disagreeable', 'welcoming')",-0.60713935,-0.6337267,-0.48739818,-0.52904785,-0.2969361,-0.3065116,-0.0095755
19,0.10227631,0.19580081,"('inhospitable', 'hospitable')",-1.1122183,-1.0909586,-0.022077238,0.07369811,-0.3440064,-0.2738199,0.0701865
20,1.3925097,1.4058663,"('rough', 'thoughtful')",0.35233486,0.3501415,0.8393383,0.7652888,0.8613942,0.8404322,-0.020962
21,1.3996987,1.2854137,"('immoral', 'moral')",1.7562845,1.7277757,-0.4313064,-0.42059255,0.9082256,0.8641989,-0.0440267
22,0.77996075,0.69503444,"('untrustworthy', 'trustworthy')",-0.2208843,-0.3266759,-0.95587605,-1.032566,-0.1322665,-0.2214025,-0.089136
23,1.0261961,0.9659405,"('insincere', 'sincere')",0.5931743,0.5486252,5.2650676,5.1894975,2.2948127,2.2346878,-0.0601249
24,1.8628759,1.8250637,"('dishonest', 'honest')",0.82835436,0.741283,0.5573919,0.499625,1.0828741,1.0219905,-0.0608836
25,0.66162354,0.71718824,"('egoistic', 'altruistic')",0.3706173,0.30050313,1.5794468,1.5463876,0.8705626,0.8546929,-0.0158697
26,0.35441074,0.37577352,"('hardhearted', 'benevolent')",0.45718086,0.40526837,1.5477555,1.5228359,0.786449,0.7679593,-0.0184897
