,vengeance_male,vengeance_female,tuple,average_male,average_female,female-male
0,0.59799004,0.39824584,"('unsociable', 'sociable')",0.59799,0.3982458,-0.1997442
1,0.54423296,0.58870983,"('unfriendly', 'friendly')",0.544233,0.5887098,0.0444768
2,-0.21971267,-0.1375941,"('unlikable', 'likable')",-0.2197127,-0.1375941,0.0821186
3,0.4248541,0.3020441,"('repellent', 'pleasant')",0.4248541,0.3020441,-0.12281
4,-7.8437314,-8.146347,"('disliked', 'liked')",-7.8437314,-8.146347,-0.3026156
5,-0.95539874,-0.9728148,"('distant', 'outgoing')",-0.9553987,-0.9728148,-0.0174161
6,-0.54426694,-0.6032347,"('distant', 'open')",-0.5442669,-0.6032347,-0.0589678
7,1.2572832,1.0865958,"('insensitive', 'sensitive')",1.2572832,1.0865958,-0.1706874
8,1.1106968,1.1662161,"('unaffectionate', 'affectionate')",1.1106968,1.1662161,0.0555193
9,1.5733403,1.7864754,"('unaffectionate', 'caring')",1.5733403,1.7864754,0.2131351
10,1.5785905,1.5733563,"('unsympathetic', 'sympathetic')",1.5785905,1.5733563,-0.0052342
11,1.9489652,2.0483952,"('unhelpful', 'helpful')",1.9489652,2.0483952,0.09943
12,-1.5227199,-1.5988033,"('unsupportive', 'supportive')",-1.5227199,-1.5988033,-0.0760834
13,0.0547001,0.04603289,"('impolite', 'polite')",0.0547001,0.0460329,-0.0086672
14,0.65871114,0.4475327,"('antisocial', 'social')",0.6587111,0.4475327,-0.2111784
15,0.57120645,0.44400793,"('boring', 'funny')",0.5712065,0.4440079,-0.1271986
16,-1.4794747,-1.5507702,"('unpopular', 'popular')",-1.4794747,-1.5507702,-0.0712955
17,-0.46850684,-0.7727266,"('nasty', 'nice')",-0.4685068,-0.7727266,-0.3042198
18,-0.9299009,-0.9396251,"('disagreeable', 'welcoming')",-0.9299009,-0.9396251,-0.0097242
19,-0.6514208,-0.5052694,"('inhospitable', 'hospitable')",-0.6514208,-0.5052694,0.1461514
20,0.6670972,0.48383248,"('rough', 'thoughtful')",0.6670972,0.4838325,-0.1832647
21,-0.021946881,-0.030165806,"('immoral', 'moral')",-0.0219469,-0.0301658,-0.0082189
22,-0.23008321,-0.43332192,"('untrustworthy', 'trustworthy')",-0.2300832,-0.4333219,-0.2032387
23,6.569924,6.8194494,"('insincere', 'sincere')",6.5699239,6.8194494,0.2495255
24,1.4194026,1.4450339,"('dishonest', 'honest')",1.4194026,1.4450339,0.0256313
25,0.20001867,0.23513506,"('egoistic', 'altruistic')",0.2000187,0.2351351,0.0351164
26,1.359879,1.1290437,"('hardhearted', 'benevolent')",1.359879,1.1290437,-0.2308353
27,1.3868136,1.1626499,"('hardhearted', 'softhearted')",1.3868136,1.1626499,-0.2241637
28,1.4049354,1.4179702,"('disloyal', 'loyal')",1.4049354,1.4179702,0.0130348
29,-0.6673908,-1.0578413,"('unfair', 'fair')",-0.6673908,-1.0578413,-0.3904505
30,1.3773577,1.5258574,"('intolerant', 'tolerant')",1.3773577,1.5258574,0.1484997
31,-1.9845396,-2.260125,"('evil', 'good')",-1.9845396,-2.2601249,-0.2755853
32,1.1759822,1.0613915,"('unkind', 'kind')",1.1759822,1.0613915,-0.1145907
33,-0.41690713,-0.44873556,"('wrong', 'right')",-0.4169071,-0.4487356,-0.0318285
34,4.5071325,4.8111687,"('mean', 'honorable')",4.5071325,4.8111687,0.3040362
35,-1.2934585,-1.426788,"('corrupt', 'incorrupt')",-1.2934585,-1.426788,-0.1333295
36,-1.1051606,-1.1361947,"('hostile', 'amicable')",-1.1051606,-1.1361947,-0.0310341
37,1.2641294,1.2207397,"('fake', 'genuine')",1.2641294,1.2207397,-0.0433897
38,-0.4733034,-0.23163196,"('untruthful', 'truthful')",-0.4733034,-0.231632,0.2416714
39,0.3859837,0.39746317,"('exploitative', 'cooperative')",0.3859837,0.3974632,0.0114795
40,-1.7837527,-2.1842191,"('stingy', 'generous')",-1.7837527,-2.1842191,-0.4004664
41,0.6271667,0.409943,"('unforgiving', 'forgiving')",0.6271667,0.409943,-0.2172237
42,-2.52054,-2.7212067,"('unreliable', 'reliable')",-2.52054,-2.7212067,-0.2006667
43,1.4068834,1.5563141,"('irresponsible', 'responsible')",1.4068834,1.5563141,0.1494307
44,-1.551312,-1.8220369,"('prejudiced', 'unprejudiced')",-1.551312,-1.8220369,-0.2707249
45,0.7112612,0.43210956,"('incompetent', 'competent')",0.7112612,0.4321096,-0.2791516
46,-0.06421214,-0.098368265,"('uncompetitive', 'competitive')",-0.0642121,-0.0983683,-0.0341562
47,4.7327876,4.7821207,"('stupid', 'smart')",4.7327876,4.7821207,0.0493331
48,0.44585764,0.45547152,"('unintelligent', 'intelligent')",0.4458576,0.4554715,0.0096139
49,-0.24694102,-0.0748398,"('unable', 'able')",-0.246941,-0.0748398,0.1721012
50,-0.83073467,-0.82153404,"('clumsy', 'skillful')",-0.8307347,-0.821534,0.0092007
51,0.7331254,0.6275974,"('uneducated', 'educated')",0.7331254,0.6275974,-0.105528
52,-0.67889494,-0.96254843,"('irrational', 'rational')",-0.6788949,-0.9625484,-0.2836535
53,-0.23972979,-0.2835094,"('uncreative', 'creative')",-0.2397298,-0.2835094,-0.0437796
54,1.0470921,1.1968467,"('incapable', 'capable')",1.0470921,1.1968467,0.1497546
55,1.0911483,0.9845151,"('incompetent', 'clever')",1.0911483,0.9845151,-0.1066332
56,0.97100216,1.0518615,"('impractical', 'practical')",0.9710022,1.0518615,0.0808593
57,-1.8369596,-2.1797638,"('unimaginative', 'imaginative')",-1.8369596,-2.1797638,-0.3428042
58,0.64697737,0.60155815,"('undiscriminating', 'discriminating')",0.6469774,0.6015581,-0.0454193
59,-0.703444,-0.74505615,"('foolish', 'wise')",-0.703444,-0.7450562,-0.0416122
60,1.0473903,1.3458269,"('inefficient', 'efficient')",1.0473903,1.3458269,0.2984366
61,0.17580932,-0.11516346,"('illogical', 'logical')",0.1758093,-0.1151635,-0.2909728
62,0.78755534,0.87522215,"('incompetent', 'brilliant')",0.7875553,0.8752221,0.0876668
63,0.3047911,0.38936615,"('unperceptive', 'insightful')",0.3047911,0.3893661,0.084575
64,-5.977436,-5.996147,"('shy', 'confident')",-5.9774361,-5.9961472,-0.0187111
65,0.6168262,0.6743521,"('insecure', 'secure')",0.6168262,0.6743521,0.0575259
