,deposition_male,deposition_female,tuple,average_male,average_female,female-male
0,-0.24079165,-0.3067265,"('unsociable', 'sociable')",-0.2407916,-0.3067265,-0.0659349
1,1.6212983,1.5429115,"('unfriendly', 'friendly')",1.6212983,1.5429115,-0.0783868
2,0.16666748,0.19497399,"('unlikable', 'likable')",0.1666675,0.194974,0.0283065
3,0.108146675,0.27647108,"('repellent', 'pleasant')",0.1081467,0.2764711,0.1683244
4,-7.4564795,-7.5039315,"('disliked', 'liked')",-7.4564795,-7.5039315,-0.047452
5,-0.2745396,-0.35797068,"('distant', 'outgoing')",-0.2745396,-0.3579707,-0.0834311
6,0.00978699,-0.05225903,"('distant', 'open')",0.009787,-0.052259,-0.062046
7,0.66891134,0.72135586,"('insensitive', 'sensitive')",0.6689113,0.7213559,0.0524446
8,1.3442715,1.1965755,"('unaffectionate', 'affectionate')",1.3442715,1.1965755,-0.147696
9,2.1159565,2.039909,"('unaffectionate', 'caring')",2.1159565,2.0399089,-0.0760476
10,0.3211583,0.38161808,"('unsympathetic', 'sympathetic')",0.3211583,0.3816181,0.0604598
11,1.7684171,1.7685328,"('unhelpful', 'helpful')",1.7684171,1.7685328,0.0001157
12,-1.3759778,-1.4332399,"('unsupportive', 'supportive')",-1.3759778,-1.4332399,-0.0572621
13,-0.72598743,-0.77877414,"('impolite', 'polite')",-0.7259874,-0.7787741,-0.0527867
14,-0.12313151,-0.15920293,"('antisocial', 'social')",-0.1231315,-0.1592029,-0.0360714
15,0.28060114,0.2065414,"('boring', 'funny')",0.2806011,0.2065414,-0.0740597
16,-0.7087582,-0.6918288,"('unpopular', 'popular')",-0.7087582,-0.6918288,0.0169294
17,-0.21312419,-0.24450248,"('nasty', 'nice')",-0.2131242,-0.2445025,-0.0313783
18,-0.24776596,-0.3154477,"('disagreeable', 'welcoming')",-0.247766,-0.3154477,-0.0676817
19,-0.86113226,-0.8816173,"('inhospitable', 'hospitable')",-0.8611323,-0.8816173,-0.020485
20,0.9201951,0.92983705,"('rough', 'thoughtful')",0.9201951,0.929837,0.0096419
21,-0.80791754,-0.71576,"('immoral', 'moral')",-0.8079175,-0.71576,0.0921575
22,-0.93325967,-0.9141871,"('untrustworthy', 'trustworthy')",-0.9332597,-0.9141871,0.0190726
23,6.746741,6.757141,"('insincere', 'sincere')",6.7467408,6.7571411,0.0104003
24,1.6569747,1.5380262,"('dishonest', 'honest')",1.6569747,1.5380262,-0.1189485
25,0.970762,0.87846124,"('egoistic', 'altruistic')",0.970762,0.8784612,-0.0923008
26,1.2778814,1.1538314,"('hardhearted', 'benevolent')",1.2778814,1.1538314,-0.12405
27,1.7761624,1.6303481,"('hardhearted', 'softhearted')",1.7761624,1.6303481,-0.1458143
28,1.3803327,1.2885087,"('disloyal', 'loyal')",1.3803327,1.2885087,-0.091824
29,-0.57608163,-0.6942659,"('unfair', 'fair')",-0.5760816,-0.6942659,-0.1181843
30,0.94492227,0.94436693,"('intolerant', 'tolerant')",0.9449223,0.9443669,-0.0005554
31,-0.92288214,-0.87525547,"('evil', 'good')",-0.9228821,-0.8752555,0.0476266
32,1.071627,0.9578312,"('unkind', 'kind')",1.071627,0.9578312,-0.1137958
33,-0.017836124,-0.13184148,"('wrong', 'right')",-0.0178361,-0.1318415,-0.1140054
34,4.8090386,4.882409,"('mean', 'honorable')",4.8090386,4.8824091,0.0733705
35,-0.6384807,-0.7833463,"('corrupt', 'incorrupt')",-0.6384807,-0.7833463,-0.1448656
36,-0.051551,-0.1284507,"('hostile', 'amicable')",-0.051551,-0.1284507,-0.0768997
37,0.3759966,0.40443248,"('fake', 'genuine')",0.3759966,0.4044325,0.0284359
38,0.34848636,0.31329373,"('untruthful', 'truthful')",0.3484864,0.3132937,-0.0351927
39,0.14189485,0.119901985,"('exploitative', 'cooperative')",0.1418948,0.119902,-0.0219928
