,morphology_male,morphology_female,tuple,average_male,average_female,female-male
0,0.8420362,0.6780448,"('unsociable', 'sociable')",0.8420362,0.6780448,-0.1639914
1,0.51179475,0.5013226,"('unfriendly', 'friendly')",0.5117947,0.5013226,-0.0104721
2,-0.02421608,0.08142145,"('unlikable', 'likable')",-0.0242161,0.0814214,0.1056375
3,0.9405057,1.0183114,"('repellent', 'pleasant')",0.9405057,1.0183114,0.0778057
4,-7.071898,-7.3130846,"('disliked', 'liked')",-7.071898,-7.3130846,-0.2411866
5,-0.877121,-0.87653494,"('distant', 'outgoing')",-0.877121,-0.8765349,0.0005861
6,-0.47725266,-0.53620404,"('distant', 'open')",-0.4772527,-0.536204,-0.0589513
7,1.505349,1.4901844,"('insensitive', 'sensitive')",1.505349,1.4901844,-0.0151646
8,0.52120334,0.5290143,"('unaffectionate', 'affectionate')",0.5212033,0.5290143,0.007811
9,0.8604537,0.9174595,"('unaffectionate', 'caring')",0.8604537,0.9174595,0.0570058
10,1.5598352,1.5837959,"('unsympathetic', 'sympathetic')",1.5598352,1.5837959,0.0239607
11,1.7533826,1.7852857,"('unhelpful', 'helpful')",1.7533826,1.7852857,0.0319031
12,-1.240547,-1.2898457,"('unsupportive', 'supportive')",-1.2405469,-1.2898457,-0.0492988
13,0.3284833,0.41485602,"('impolite', 'polite')",0.3284833,0.414856,0.0863727
14,0.7709456,0.705096,"('antisocial', 'social')",0.7709456,0.705096,-0.0658496
15,0.4381899,0.36851093,"('boring', 'funny')",0.4381899,0.3685109,-0.069679
16,-1.021193,-1.0734344,"('unpopular', 'popular')",-1.021193,-1.0734344,-0.0522414
17,-0.021269917,-0.03359378,"('nasty', 'nice')",-0.0212699,-0.0335938,-0.0123239
18,-0.44284272,-0.4056949,"('disagreeable', 'welcoming')",-0.4428427,-0.4056949,0.0371478
19,-1.0666924,-0.99326915,"('inhospitable', 'hospitable')",-1.0666924,-0.9932691,0.0734233
20,0.5759595,0.4779929,"('rough', 'thoughtful')",0.5759595,0.4779929,-0.0979666
21,0.3192739,0.46706647,"('immoral', 'moral')",0.3192739,0.4670665,0.1477926
22,0.19877076,0.14485027,"('untrustworthy', 'trustworthy')",0.1987708,0.1448503,-0.0539205
23,5.9146805,6.0871677,"('insincere', 'sincere')",5.9146805,6.0871677,0.1724872
24,1.3591002,1.3662318,"('dishonest', 'honest')",1.3591002,1.3662318,0.0071316
25,0.40201086,0.4449811,"('egoistic', 'altruistic')",0.4020109,0.4449811,0.0429702
26,1.1397587,0.9593543,"('hardhearted', 'benevolent')",1.1397587,0.9593543,-0.1804044
27,1.5786692,1.4082216,"('hardhearted', 'softhearted')",1.5786692,1.4082216,-0.1704476
28,1.2252415,1.0767431,"('disloyal', 'loyal')",1.2252415,1.0767431,-0.1484984
29,-0.4551186,-0.585842,"('unfair', 'fair')",-0.4551186,-0.585842,-0.1307234
30,1.1754578,1.2404319,"('intolerant', 'tolerant')",1.1754578,1.2404319,0.0649741
31,-1.7523077,-1.797895,"('evil', 'good')",-1.7523077,-1.797895,-0.0455873
32,1.1360462,1.0167352,"('unkind', 'kind')",1.1360462,1.0167352,-0.119311
33,-0.48065054,-0.5304778,"('wrong', 'right')",-0.4806505,-0.5304778,-0.0498273
34,3.8663201,4.1188626,"('mean', 'honorable')",3.8663201,4.1188626,0.2525425
35,-1.3104293,-1.5983808,"('corrupt', 'incorrupt')",-1.3104293,-1.5983808,-0.2879515
36,-1.3213224,-1.436001,"('hostile', 'amicable')",-1.3213224,-1.4360009,-0.1146785
