,concho_male,concho_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.699224,-1.9092275,"('unsociable', 'sociable')",0.82670736,0.6455631,-0.5174149,-0.69437253,-0.4633105,-0.652679,-0.1893685
1,-1.2335024,-1.2841405,"('unfriendly', 'friendly')",0.6627027,0.30683166,1.641547,1.4635534,0.3569158,0.1620815,-0.1948343
2,0.43679518,0.48806393,"('unlikable', 'likable')",1.0458885,1.0447948,0.7594414,0.9187795,0.747375,0.8172127,0.0698377
3,-0.5521901,-0.5177143,"('repellent', 'pleasant')",1.170966,1.1935049,0.17490216,0.24974674,0.2645593,0.3085124,0.0439531
4,0.5014748,0.4997725,"('disliked', 'liked')",-0.59926516,-0.74106306,-6.169904,-6.1676946,-2.0892315,-2.1363284,-0.0470969
5,0.039666727,0.09799803,"('distant', 'outgoing')",-0.6621103,-0.5749397,-0.13834962,-0.08705087,-0.2535977,-0.1879975,0.0656002
6,0.105034366,0.25809258,"('distant', 'open')",-1.2715479,-1.2530248,0.2656284,0.29003927,-0.3002951,-0.2349643,0.0653308
7,-1.551727,-1.5514207,"('insensitive', 'sensitive')",1.2472135,1.2468991,0.60900587,0.5480901,0.1014974,0.0811895,-0.0203079
8,-1.0784769,-1.0391113,"('unaffectionate', 'affectionate')",-0.80609924,-0.92454606,0.59623724,0.55281013,-0.4294463,-0.4702824,-0.0408361
9,-1.2554064,-1.320608,"('unaffectionate', 'caring')",0.95876825,0.8874978,1.0292363,1.0409709,0.2441994,0.2026202,-0.0415792
10,-1.9994797,-2.0798879,"('unsympathetic', 'sympathetic')",0.71122366,0.6512494,-0.1468557,-0.21540083,-0.4783705,-0.5480131,-0.0696426
11,-0.89196575,-0.9364291,"('unhelpful', 'helpful')",1.3909298,1.5212555,1.9139916,2.0405538,0.8043186,0.8751268,0.0708082
12,-0.5855061,-0.57529134,"('unsupportive', 'supportive')",1.1843405,1.1962633,-1.646714,-1.6169897,-0.3492932,-0.3320059,0.0172873
13,-0.19582279,-0.34049493,"('impolite', 'polite')",0.1651948,0.17527437,-0.15636891,-0.22165886,-0.0623323,-0.1289598,-0.0666275
14,-1.5134984,-1.5018612,"('antisocial', 'social')",1.0331584,1.1026647,-0.68711954,-0.71904016,-0.3891532,-0.3727456,0.0164076
15,0.33672217,0.32113987,"('boring', 'funny')",-0.69566464,-0.64757913,0.46769214,0.45321724,0.0362499,0.0422593,0.0060094
16,-0.096305385,-0.11520056,"('unpopular', 'popular')",-0.008647002,-0.14764997,0.41533345,0.35894912,0.1034604,0.0320329,-0.0714275
17,-0.20156094,0.0059973598,"('nasty', 'nice')",-0.18902361,-0.014628617,-0.4025455,-0.29147327,-0.2643767,-0.1000348,0.1643419
18,-0.26188433,-0.15842262,"('disagreeable', 'welcoming')",-0.77539337,-0.80851626,-0.4269824,-0.40368932,-0.4880867,-0.456876,0.0312107
19,-0.6537845,-0.43731472,"('inhospitable', 'hospitable')",-1.6142238,-1.5070926,-0.20587748,-0.105324715,-0.8246286,-0.683244,0.1413846
20,-0.7611789,-0.6298136,"('rough', 'thoughtful')",0.1103905,0.120568685,0.93623805,0.8948236,0.0951499,0.1285262,0.0333763
21,-1.485364,-1.536413,"('immoral', 'moral')",1.3908515,1.4046257,-0.50051284,-0.453788,-0.1983418,-0.1951918,0.00315
22,-0.36833173,-0.39652386,"('untrustworthy', 'trustworthy')",-0.05631858,-0.10001841,-0.9098621,-0.9195936,-0.4448375,-0.4720453,-0.0272078
23,-1.0759779,-1.2519522,"('insincere', 'sincere')",1.7771719,1.6786964,5.723917,5.645765,2.1417036,2.0241696,-0.117534
24,-0.2510028,-0.33179045,"('dishonest', 'honest')",0.72555697,0.6613764,0.9627195,0.91896707,0.4790912,0.4161843,-0.0629069
25,0.12463859,0.08096597,"('egoistic', 'altruistic')",0.17194892,0.028202444,1.390369,1.280337,0.5623189,0.4631685,-0.0991504
26,-0.56238264,-0.55918396,"('hardhearted', 'benevolent')",0.34147924,0.23127392,1.1823376,1.0524286,0.3204781,0.2415062,-0.0789719
27,-0.608485,-0.450717,"('hardhearted', 'softhearted')",0.09107989,0.20297591,1.5355397,1.4571701,0.3393782,0.403143,0.0637648
28,-1.4640275,-1.630306,"('disloyal', 'loyal')",0.21917148,-0.0062646884,0.73198235,0.5928468,-0.1709579,-0.3479079,-0.17695
29,-0.36561316,-0.39737752,"('unfair', 'fair')",0.35574424,0.3811397,-0.29661918,-0.50362325,-0.1021627,-0.173287,-0.0711243
30,0.32063842,0.3593799,"('intolerant', 'tolerant')",1.9599853,1.9696876,1.2828192,1.3276657,1.1878142,1.218911,0.0310968
31,-0.047182303,0.06485949,"('evil', 'good')",-1.6330377,-1.7476304,-1.0623697,-1.1695437,-0.9141966,-0.9507715,-0.0365749
32,-0.9819083,-1.1237037,"('unkind', 'kind')",0.726254,0.7072299,1.2624693,1.0954343,0.335605,0.2263202,-0.1092848
33,0.6438936,0.49227065,"('wrong', 'right')",0.8926955,0.8183323,-0.51830155,-0.6231148,0.3394292,0.2291627,-0.1102665
34,-0.28576666,-0.08633755,"('mean', 'honorable')",0.25753704,0.2972616,6.091766,6.223997,2.0211787,2.1449738,0.1237951
35,-0.08770497,-0.0011539459,"('corrupt', 'incorrupt')",-2.0854442,-2.0946293,-0.41679555,-0.56543785,-0.8633149,-0.8870737,-0.0237588
36,-0.558615,-0.46413964,"('hostile', 'amicable')",-2.9434655,-3.1974049,0.022470377,-0.19031154,-1.15987,-1.283952,-0.124082
37,-0.93923897,-0.9112228,"('fake', 'genuine')",0.21386884,0.14082891,0.42450887,0.43782222,-0.1002871,-0.1108572,-0.0105701
38,0.43459004,0.35707232,"('untruthful', 'truthful')",0.7872492,0.68951255,0.14723174,0.24876353,0.456357,0.4317828,-0.0245742
39,0.03733581,0.09199947,"('exploitative', 'cooperative')",-0.082433924,0.083356336,-0.04036328,0.021719497,-0.0284871,0.0656918,0.0941789
40,0.3152079,0.23322271,"('stingy', 'generous')",0.21777663,0.020889375,-1.5334604,-1.7113837,-0.333492,-0.4857572,-0.1522652
41,-0.40515354,-0.33180362,"('unforgiving', 'forgiving')",0.37909508,0.2718846,0.17726901,0.13231857,0.0504035,0.0241332,-0.0262703
42,0.1842551,0.23200338,"('unreliable', 'reliable')",0.78099346,0.8874008,-2.6403408,-2.467144,-0.5583641,-0.4492466,0.1091175
43,-0.9482422,-0.89948165,"('irresponsible', 'responsible')",0.73820055,0.8189721,0.52951795,0.5715505,0.1064921,0.1636803,0.0571882
44,0.91682386,0.9247336,"('prejudiced', 'unprejudiced')",-1.0534546,-0.95016986,-1.3776613,-1.3321694,-0.504764,-0.4525352,0.0522288
45,-0.78081036,-0.7817612,"('incompetent', 'competent')",0.8468689,0.7180404,0.008168496,-0.08583252,0.0247423,-0.0498511,-0.0745934
46,-1.0087035,-1.1132368,"('uncompetitive', 'competitive')",1.2727205,1.2180789,-0.441356,-0.42416942,-0.059113,-0.1064425,-0.0473295
47,-0.670823,-0.5269189,"('stupid', 'smart')",0.73653054,0.8032181,5.736057,5.7547126,1.9339215,2.0103372,0.0764157
48,-0.5881187,-0.6325875,"('unintelligent', 'intelligent')",1.0919039,0.9503578,0.67731625,0.6488704,0.3937005,0.3222136,-0.0714869
49,-0.8134458,-0.5781057,"('unable', 'able')",-0.100379944,-0.02602755,-0.09415951,0.15206109,-0.3359951,-0.1506907,0.1853044
50,-0.12217668,-0.09180661,"('clumsy', 'skillful')",-0.09186136,-0.103160515,0.28223583,0.29940373,0.0227326,0.0348122,0.0120796
51,-0.36004072,-0.5786376,"('uneducated', 'educated')",-0.24290413,-0.22895469,0.29631042,0.1777662,-0.1022115,-0.209942,-0.1077305
