,evergy_male,evergy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.91787654,-1.1359148,"('unsociable', 'sociable')",-0.5446538,-0.67930555,-0.7312652,-0.9076102,-0.176345
1,-0.7692441,-0.6883405,"('unfriendly', 'friendly')",1.9711306,1.8683137,0.6009433,0.5899866,-0.0109567
2,-0.6441325,-0.5506622,"('unlikable', 'likable')",0.12609233,0.18207298,-0.2590201,-0.1842946,0.0747255
3,-1.2086967,-1.1406864,"('repellent', 'pleasant')",0.10295492,0.1500621,-0.5528709,-0.4953122,0.0575587
4,-0.23800658,-0.15495169,"('disliked', 'liked')",-6.8101983,-6.9275165,-3.5241024,-3.541234,-0.0171316
5,0.57398325,0.74822813,"('distant', 'outgoing')",0.16277994,0.1619855,0.3683816,0.4551068,0.0867252
6,0.12077287,0.3785354,"('distant', 'open')",0.6251225,0.5963954,0.3729477,0.4874654,0.1145177
7,-0.70774305,-0.7146778,"('insensitive', 'sensitive')",0.53393203,0.61618316,-0.0869055,-0.0492473,0.0376582
8,-0.42822897,-0.28231505,"('unaffectionate', 'affectionate')",1.0657827,0.98309696,0.3187768,0.350391,0.0316142
9,-0.61082584,-0.47875613,"('unaffectionate', 'caring')",1.2137542,1.2410525,0.3014642,0.3811482,0.079684
10,-1.574798,-1.624316,"('unsympathetic', 'sympathetic')",-0.7085089,-0.7275724,-1.1416534,-1.1759442,-0.0342908
11,0.097093284,0.10850767,"('unhelpful', 'helpful')",1.5178877,1.7007161,0.8074905,0.9046119,0.0971214
12,-0.62434274,-0.46641248,"('unsupportive', 'supportive')",-1.9862307,-1.926792,-1.3052868,-1.1966022,0.1086846
13,-0.6575432,-0.79950905,"('impolite', 'polite')",-0.782541,-0.7368398,-0.7200421,-0.7681744,-0.0481323
14,-0.9974053,-1.1641603,"('antisocial', 'social')",-0.8410228,-0.88160145,-0.919214,-1.0228808,-0.1036668
15,0.33781877,0.33709392,"('boring', 'funny')",0.38608024,0.35015467,0.3619495,0.3436243,-0.0183252
16,-0.56427366,-0.4327868,"('unpopular', 'popular')",0.55445397,0.52752215,-0.0049098,0.0473677,0.0522775
17,-0.5166603,-0.30897725,"('nasty', 'nice')",-0.55798763,-0.46248287,-0.537324,-0.3857301,0.1515939
18,-0.52286345,-0.3629793,"('disagreeable', 'welcoming')",-0.36046612,-0.37563336,-0.4416648,-0.3693063,0.0723585
19,-0.49424398,-0.26977342,"('inhospitable', 'hospitable')",-0.062721714,0.022355556,-0.2784829,-0.1237089,0.154774
20,-0.28288165,-0.27920535,"('rough', 'thoughtful')",1.394687,1.3354464,0.5559027,0.5281205,-0.0277822
21,-0.7059566,-0.89532316,"('immoral', 'moral')",-0.6884718,-0.62838846,-0.6972142,-0.7618558,-0.0646416
22,-0.6175928,-0.66017413,"('untrustworthy', 'trustworthy')",-1.3139465,-1.3459309,-0.9657696,-1.0030525,-0.0372829
23,-0.6670508,-0.70549315,"('insincere', 'sincere')",5.85201,5.9364557,2.5924795,2.6154814,0.0230019
24,-0.41565838,-0.43037003,"('dishonest', 'honest')",0.7453171,0.75715816,0.1648294,0.1633941,-0.0014353
25,-0.53025645,-0.44240955,"('egoistic', 'altruistic')",1.4697566,1.4121423,0.4697501,0.4848664,0.0151163
26,0.12714575,0.08068192,"('hardhearted', 'benevolent')",1.7065462,1.6536169,0.916846,0.8671494,-0.0496966
27,0.65465474,0.8345716,"('hardhearted', 'softhearted')",1.6941044,1.5881488,1.1743796,1.2113602,0.0369806
28,-0.693673,-0.7730952,"('disloyal', 'loyal')",0.92605084,0.8602054,0.1161889,0.0435551,-0.0726338
29,-0.04557029,-0.087879136,"('unfair', 'fair')",-0.38383335,-0.51887584,-0.2147018,-0.3033775,-0.0886757
30,0.3032563,0.28657112,"('intolerant', 'tolerant')",1.0995698,1.0773823,0.701413,0.6819767,-0.0194363
31,-0.5095473,-0.30133912,"('evil', 'good')",-0.7802161,-0.88047105,-0.6448817,-0.5909051,0.0539766
32,-0.37367043,-0.39938295,"('unkind', 'kind')",0.6900089,0.56291914,0.1581692,0.0817681,-0.0764011
33,0.471751,0.5313182,"('wrong', 'right')",-0.31456012,-0.3432608,0.0785954,0.0940287,0.0154333
34,-0.26430547,-0.13426037,"('mean', 'honorable')",6.1083407,6.3682017,2.9220176,3.1169708,0.1949532
35,0.3569205,0.41338262,"('corrupt', 'incorrupt')",0.18090709,0.0501531,0.2689138,0.2317679,-0.0371459
36,-0.9035223,-0.7800882,"('hostile', 'amicable')",0.2334382,0.063058555,-0.3350421,-0.3585148,-0.0234727
37,-0.26955068,-0.2580056,"('fake', 'genuine')",0.46556333,0.4482202,0.0980063,0.0951073,-0.002899
