,kellogg_male,kellogg_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.1965859,-0.0023849467,"('unsociable', 'sociable')",-0.087533265,-0.23935977,0.0545263,-0.1208724,-0.1753987
1,2.7426915,2.685408,"('unfriendly', 'friendly')",2.0733175,1.9723909,2.4080045,2.3288994,-0.0791051
2,-0.19597937,-0.12568137,"('unlikable', 'likable')",0.42805627,0.5663606,0.1160384,0.2203396,0.1043012
3,-2.0378952,-2.0333574,"('repellent', 'pleasant')",-0.15585458,-0.08653761,-1.096875,-1.0599475,0.0369275
4,0.483532,0.45722196,"('disliked', 'liked')",-6.8028636,-6.995017,-3.1596658,-3.2688975,-0.1092317
5,1.6896269,1.7371104,"('distant', 'outgoing')",-0.16517872,-0.050003856,0.7622241,0.8435532,0.0813291
6,1.323467,1.4293272,"('distant', 'open')",0.013441749,0.15403259,0.6684544,0.7916799,0.1232255
7,-0.68832266,-0.64085746,"('insensitive', 'sensitive')",-0.20569026,-0.12560329,-0.4470065,-0.3832304,0.0637761
8,1.683326,1.7147642,"('unaffectionate', 'affectionate')",0.99591416,0.9376975,1.3396201,1.3262309,-0.0133892
9,2.1246805,2.159017,"('unaffectionate', 'caring')",1.3805953,1.418036,1.7526379,1.7885265,0.0358886
10,-0.8294423,-0.89494854,"('unsympathetic', 'sympathetic')",-0.32216632,-0.4300809,-0.5758044,-0.6625147,-0.0867103
11,-0.9697175,-0.98730224,"('unhelpful', 'helpful')",1.7175033,1.7508082,0.3738929,0.381753,0.0078601
12,1.4126941,1.4623982,"('unsupportive', 'supportive')",-1.483649,-1.4682608,-0.0354775,-0.0029313,0.0325462
13,-0.511715,-0.6262202,"('impolite', 'polite')",-0.5616664,-0.6366493,-0.5366907,-0.6314348,-0.0947441
14,-0.77673554,-0.9248415,"('antisocial', 'social')",-0.7780185,-0.84937483,-0.777377,-0.8871082,-0.1097312
15,1.1684883,1.1455871,"('boring', 'funny')",0.6306771,0.6531984,0.8995827,0.8993927,-0.00019
16,-0.62801236,-0.56169105,"('unpopular', 'popular')",-0.21235783,-0.1683132,-0.4201851,-0.3650021,0.055183
17,-0.3391096,-0.28442696,"('nasty', 'nice')",-0.41183457,-0.32858703,-0.3754721,-0.306507,0.0689651
18,0.032906942,0.098208226,"('disagreeable', 'welcoming')",-1.024997,-0.9574881,-0.496045,-0.4296399,0.0664051
