,signet_male,signet_female,tuple,jewelers_male,jewelers_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.7471256,-0.8063468,"('unsociable', 'sociable')",0.92209065,0.8743414,-0.08823013,-0.18594436,0.0289116,-0.0393166,-0.0682282
1,-1.8087916,-1.8943485,"('unfriendly', 'friendly')",-0.18874612,-0.2003298,1.9361682,1.8950359,-0.0204565,-0.0665475,-0.046091
2,0.2541961,0.29044446,"('unlikable', 'likable')",0.93324894,1.0114934,0.4552646,0.5749638,0.5475699,0.6256339,0.078064
3,-0.70761204,-0.59347343,"('repellent', 'pleasant')",-0.5316123,-0.40856633,0.41268224,0.49771065,-0.275514,-0.1681097,0.1074043
4,0.06069383,0.029507078,"('disliked', 'liked')",0.7758174,0.80647665,-4.170326,-4.367964,-1.1112717,-1.1773267,-0.066055
5,-0.34255874,-0.37515625,"('distant', 'outgoing')",-0.33382615,-0.2633813,0.2664971,0.22653805,-0.1366293,-0.1373332,-0.0007039
6,-0.37621653,-0.3704714,"('distant', 'open')",-0.49769968,-0.43517563,0.65059555,0.57958126,-0.0744402,-0.0753553,-0.0009151
7,-0.080736026,-0.007926419,"('insensitive', 'sensitive')",0.262377,0.33382657,0.32843468,0.46357712,0.1700252,0.2631591,0.0931339
8,-0.38521096,-0.41657454,"('unaffectionate', 'affectionate')",0.15567437,0.17183912,0.8221912,0.7300914,0.1975515,0.1617853,-0.0357662
9,-0.73886395,-0.7629255,"('unaffectionate', 'caring')",0.32938448,0.34244937,1.0381657,1.0016319,0.2095621,0.1937186,-0.0158435
10,-0.42672175,-0.33744705,"('unsympathetic', 'sympathetic')",-0.35003325,-0.29025128,0.1605125,0.23630357,-0.2054142,-0.1304649,0.0749493
11,-0.36566,-0.27719837,"('unhelpful', 'helpful')",-0.6544057,-0.63459504,1.7929713,1.8334157,0.2576352,0.3072074,0.0495722
12,-0.26011798,-0.18294787,"('unsupportive', 'supportive')",0.1484273,0.28499502,-1.2482716,-1.2318724,-0.4533207,-0.3766085,0.0767122
13,-0.024321973,-0.016854387,"('impolite', 'polite')",0.51248175,0.49268404,0.029109523,0.0378566,0.1724231,0.1712287,-0.0011944
14,0.7783972,0.8061767,"('antisocial', 'social')",1.1687741,1.2323458,0.021689212,0.16356108,0.6562868,0.7340279,0.0777411
15,1.2220314,1.0930091,"('boring', 'funny')",0.3754453,0.3242927,0.38305756,0.4113212,0.6601781,0.609541,-0.0506371
16,-1.0795344,-1.0661951,"('unpopular', 'popular')",0.20349224,0.3363585,0.43501425,0.44040996,-0.1470093,-0.0964756,0.0505337
17,0.22794816,0.24791525,"('nasty', 'nice')",-0.045833178,0.055528447,-0.092638455,-0.14524941,0.0298255,0.0527314,0.0229059
18,-0.6266383,-0.63030916,"('disagreeable', 'welcoming')",-0.6969125,-0.5854378,-1.057494,-0.99755764,-0.7936816,-0.7377682,0.0559134
19,-0.72533864,-0.7067624,"('inhospitable', 'hospitable')",-0.5489397,-0.5239955,-0.26693553,-0.27781427,-0.513738,-0.5028574,0.0108806
20,0.08372114,0.20874223,"('rough', 'thoughtful')",-0.51274157,-0.40563402,0.8464258,0.8687262,0.1391351,0.2239448,0.0848097
21,-0.85426295,-0.7411926,"('immoral', 'moral')",-1.1685251,-1.0949594,-1.2694267,-1.1855621,-1.097405,-1.0072381,0.0901669
22,-0.46804592,-0.3602921,"('untrustworthy', 'trustworthy')",-0.8327403,-0.8468424,-0.3658764,-0.2965635,-0.5555542,-0.5012327,0.0543215
23,-0.5462575,-0.5413113,"('insincere', 'sincere')",-0.26074234,-0.21720612,4.445454,4.5735893,1.2128181,1.2716906,0.0588725
