,patrimony_male,patrimony_female,tuple,average_male,average_female,female-male
0,-0.49099058,-0.60312086,"('unsociable', 'sociable')",-0.4909906,-0.6031209,-0.1121303
1,-0.7799157,-0.91995144,"('unfriendly', 'friendly')",-0.7799157,-0.9199514,-0.1400357
2,0.053414173,0.09465669,"('unlikable', 'likable')",0.0534142,0.0946567,0.0412425
3,-1.2983809,-1.2471808,"('repellent', 'pleasant')",-1.2983809,-1.2471808,0.0512001
4,-2.2341297,-2.2380028,"('disliked', 'liked')",-2.2341297,-2.2380028,-0.0038731
5,-0.4905617,-0.4903718,"('distant', 'outgoing')",-0.4905617,-0.4903718,0.0001899
6,-0.50088686,-0.5051992,"('distant', 'open')",-0.5008869,-0.5051992,-0.0043123
7,-0.08797938,-0.15498291,"('insensitive', 'sensitive')",-0.0879794,-0.1549829,-0.0670035
8,0.11985751,0.009590089,"('unaffectionate', 'affectionate')",0.1198575,0.0095901,-0.1102674
9,-0.5135347,-0.59543735,"('unaffectionate', 'caring')",-0.5135347,-0.5954373,-0.0819026
10,-1.3068507,-1.3879209,"('unsympathetic', 'sympathetic')",-1.3068507,-1.3879209,-0.0810702
11,-0.48703757,-0.4724655,"('unhelpful', 'helpful')",-0.4870376,-0.4724655,0.0145721
12,-1.2527995,-1.2402706,"('unsupportive', 'supportive')",-1.2527995,-1.2402706,0.0125289
13,-0.50488603,-0.5927179,"('impolite', 'polite')",-0.504886,-0.5927179,-0.0878319
14,0.3239379,0.2289246,"('antisocial', 'social')",0.3239379,0.2289246,-0.0950133
15,0.15848517,0.092786804,"('boring', 'funny')",0.1584852,0.0927868,-0.0656984
16,-0.8949841,-0.8776435,"('unpopular', 'popular')",-0.8949841,-0.8776435,0.0173406
17,0.07280787,0.1187584,"('nasty', 'nice')",0.0728079,0.1187584,0.0459505
18,-0.69435215,-0.6679883,"('disagreeable', 'welcoming')",-0.6943521,-0.6679883,0.0263638
19,-1.2772862,-1.2497337,"('inhospitable', 'hospitable')",-1.2772862,-1.2497337,0.0275525
20,0.27072757,0.2699956,"('rough', 'thoughtful')",0.2707276,0.2699956,-0.000732
21,-0.7109231,-0.68593115,"('immoral', 'moral')",-0.7109231,-0.6859311,0.024992
22,-0.30724543,-0.29521653,"('untrustworthy', 'trustworthy')",-0.3072454,-0.2952165,0.0120289
23,1.1128728,1.0001695,"('insincere', 'sincere')",1.1128728,1.0001695,-0.1127033
24,-0.70573545,-0.8150292,"('dishonest', 'honest')",-0.7057354,-0.8150292,-0.1092938
25,0.43647325,0.3748807,"('egoistic', 'altruistic')",0.4364733,0.3748807,-0.0615926
26,1.3682506,1.2023277,"('hardhearted', 'benevolent')",1.3682506,1.2023277,-0.1659229
27,0.5762226,0.4938504,"('hardhearted', 'softhearted')",0.5762226,0.4938504,-0.0823722
28,-0.11045818,-0.30525044,"('disloyal', 'loyal')",-0.1104582,-0.3052504,-0.1947922
29,-0.6806953,-0.6870834,"('unfair', 'fair')",-0.6806953,-0.6870834,-0.0063881
30,-0.039447814,-0.11006685,"('intolerant', 'tolerant')",-0.0394478,-0.1100669,-0.0706191
31,-0.9259967,-0.84245664,"('evil', 'good')",-0.9259967,-0.8424566,0.0835401
32,0.36985332,0.26749235,"('unkind', 'kind')",0.3698533,0.2674924,-0.1023609
33,-0.083877146,-0.13696882,"('wrong', 'right')",-0.0838771,-0.1369688,-0.0530917
34,1.925936,2.0475821,"('mean', 'honorable')",1.925936,2.0475821,0.1216461
35,0.8444173,0.7693238,"('corrupt', 'incorrupt')",0.8444173,0.7693238,-0.0750935
36,0.02010949,-0.04843452,"('hostile', 'amicable')",0.0201095,-0.0484345,-0.068544
37,-0.16179651,-0.14078717,"('fake', 'genuine')",-0.1617965,-0.1407872,0.0210093
38,-0.32488513,-0.3942283,"('untruthful', 'truthful')",-0.3248851,-0.3942283,-0.0693432
39,0.35763744,0.34596685,"('exploitative', 'cooperative')",0.3576374,0.3459668,-0.0116706
40,-0.2660031,-0.36368543,"('stingy', 'generous')",-0.2660031,-0.3636854,-0.0976823
41,0.18301395,0.115548596,"('unforgiving', 'forgiving')",0.1830139,0.1155486,-0.0674653
42,-0.095258236,-0.09986656,"('unreliable', 'reliable')",-0.0952582,-0.0998666,-0.0046084
43,-0.77017486,-0.7722541,"('irresponsible', 'responsible')",-0.7701749,-0.7722541,-0.0020792
44,0.10421468,0.22494406,"('prejudiced', 'unprejudiced')",0.1042147,0.2249441,0.1207294
45,-1.0576437,-1.0363516,"('incompetent', 'competent')",-1.0576437,-1.0363516,0.0212921
46,-1.5062522,-1.5185453,"('uncompetitive', 'competitive')",-1.5062522,-1.5185453,-0.0122931
47,1.5468702,1.5926045,"('stupid', 'smart')",1.5468702,1.5926045,0.0457343
48,-0.73568517,-0.71109694,"('unintelligent', 'intelligent')",-0.7356852,-0.7110969,0.0245883
49,-0.892058,-0.765903,"('unable', 'able')",-0.892058,-0.765903,0.126155
50,0.5659168,0.5626097,"('clumsy', 'skillful')",0.5659168,0.5626097,-0.0033071
51,-1.0951765,-1.1805887,"('uneducated', 'educated')",-1.0951765,-1.1805887,-0.0854122
52,-0.9826479,-1.08878,"('irrational', 'rational')",-0.9826479,-1.08878,-0.1061321
53,-1.2179552,-1.355022,"('uncreative', 'creative')",-1.2179552,-1.355022,-0.1370668
54,-0.6618366,-0.7088869,"('incapable', 'capable')",-0.6618366,-0.7088869,-0.0470503
55,-0.9475692,-0.867562,"('incompetent', 'clever')",-0.9475692,-0.867562,0.0800072
56,0.05954527,-0.025364261,"('impractical', 'practical')",0.0595453,-0.0253643,-0.0849096
57,-2.123007,-2.1962996,"('unimaginative', 'imaginative')",-2.1230071,-2.1962996,-0.0732925
58,0.2075461,0.109917566,"('undiscriminating', 'discriminating')",0.2075461,0.1099176,-0.0976285
59,0.02546948,0.025516832,"('foolish', 'wise')",0.0254695,0.0255168,4.73e-05
60,-0.19497785,-0.16334334,"('inefficient', 'efficient')",-0.1949778,-0.1633433,0.0316345
61,-0.66292924,-0.7985735,"('illogical', 'logical')",-0.6629292,-0.7985735,-0.1356443
