,singer_male,singer_female,tuple,average_male,average_female,female-male
0,-0.026122386,-0.0072254706,"('unsociable', 'sociable')",-0.0261224,-0.0072255,0.0188969
1,1.3491281,1.1432643,"('unfriendly', 'friendly')",1.3491281,1.1432643,-0.2058638
2,-0.027388528,0.16690943,"('unlikable', 'likable')",-0.0273885,0.1669094,0.1942979
3,0.6675355,0.76557004,"('repellent', 'pleasant')",0.6675355,0.76557,0.0980345
4,-7.2354317,-7.5190597,"('disliked', 'liked')",-7.2354317,-7.5190597,-0.283628
5,-0.25431505,-0.45329493,"('distant', 'outgoing')",-0.254315,-0.4532949,-0.1989799
6,0.12560476,-0.11407852,"('distant', 'open')",0.1256048,-0.1140785,-0.2396833
7,0.98846847,1.1238397,"('insensitive', 'sensitive')",0.9884685,1.1238397,0.1353712
8,1.1873246,1.0031132,"('unaffectionate', 'affectionate')",1.1873246,1.0031132,-0.1842114
9,1.7676381,1.7654257,"('unaffectionate', 'caring')",1.7676381,1.7654257,-0.0022124
10,0.49183086,0.70213914,"('unsympathetic', 'sympathetic')",0.4918309,0.7021391,0.2103082
11,1.4722501,1.7052314,"('unhelpful', 'helpful')",1.4722501,1.7052314,0.2329813
12,-1.4794941,-1.4597707,"('unsupportive', 'supportive')",-1.4794941,-1.4597707,0.0197234
13,-0.02960195,0.19732107,"('impolite', 'polite')",-0.029602,0.1973211,0.2269231
14,-0.25249135,-0.19363274,"('antisocial', 'social')",-0.2524914,-0.1936327,0.0588587
15,0.62538123,0.491292,"('boring', 'funny')",0.6253812,0.491292,-0.1340892
16,-0.3584149,-0.40350902,"('unpopular', 'popular')",-0.3584149,-0.403509,-0.0450941
17,0.012718504,0.034652583,"('nasty', 'nice')",0.0127185,0.0346526,0.0219341
18,-0.7686769,-0.76266354,"('disagreeable', 'welcoming')",-0.7686769,-0.7626635,0.0060134
19,-0.2091896,-0.19538398,"('inhospitable', 'hospitable')",-0.2091896,-0.195384,0.0138056
20,0.5707268,0.44803977,"('rough', 'thoughtful')",0.5707268,0.4480398,-0.122687
21,-0.42619088,-0.051944133,"('immoral', 'moral')",-0.4261909,-0.0519441,0.3742468
22,-0.373501,-0.37513497,"('untrustworthy', 'trustworthy')",-0.373501,-0.375135,-0.001634
23,6.2898607,6.5820603,"('insincere', 'sincere')",6.2898607,6.5820603,0.2921996
24,1.3677661,1.3462116,"('dishonest', 'honest')",1.3677661,1.3462116,-0.0215545
25,0.95167357,0.7388865,"('egoistic', 'altruistic')",0.9516736,0.7388865,-0.2127871
26,1.3103783,1.1259614,"('hardhearted', 'benevolent')",1.3103783,1.1259614,-0.1844169
27,1.7098677,1.4800836,"('hardhearted', 'softhearted')",1.7098677,1.4800836,-0.2297841
28,1.076637,0.9589121,"('disloyal', 'loyal')",1.076637,0.9589121,-0.1177249
29,-0.6499167,-0.88743794,"('unfair', 'fair')",-0.6499167,-0.8874379,-0.2375212
30,0.61563027,0.78914267,"('intolerant', 'tolerant')",0.6156303,0.7891427,0.1735124
31,-0.986437,-1.3052058,"('evil', 'good')",-0.986437,-1.3052058,-0.3187688
32,1.1679168,1.1975515,"('unkind', 'kind')",1.1679168,1.1975515,0.0296347
33,0.076689735,-0.013759464,"('wrong', 'right')",0.0766897,-0.0137595,-0.0904492
34,4.3019323,4.566793,"('mean', 'honorable')",4.3019323,4.566793,0.2648607
35,-0.55111146,-0.9902311,"('corrupt', 'incorrupt')",-0.5511115,-0.9902311,-0.4391196
36,-0.20367281,-0.5528933,"('hostile', 'amicable')",-0.2036728,-0.5528933,-0.3492205
37,0.8026203,0.7659785,"('fake', 'genuine')",0.8026203,0.7659785,-0.0366418
38,-0.3137668,-0.12963547,"('untruthful', 'truthful')",-0.3137668,-0.1296355,0.1841313
39,0.15559764,0.21421768,"('exploitative', 'cooperative')",0.1555976,0.2142177,0.0586201
40,-1.4952213,-1.7855864,"('stingy', 'generous')",-1.4952213,-1.7855864,-0.2903651
41,0.7282729,0.7072302,"('unforgiving', 'forgiving')",0.7282729,0.7072302,-0.0210427
42,-3.2580884,-3.3239853,"('unreliable', 'reliable')",-3.2580884,-3.3239853,-0.0658969
43,0.5766226,0.75648654,"('irresponsible', 'responsible')",0.5766226,0.7564865,0.1798639
44,-1.3115379,-1.398343,"('prejudiced', 'unprejudiced')",-1.3115379,-1.398343,-0.0868051
45,0.26054263,0.21892372,"('incompetent', 'competent')",0.2605426,0.2189237,-0.0416189
46,-1.012424,-0.8245198,"('uncompetitive', 'competitive')",-1.012424,-0.8245198,0.1879042
47,4.8260584,5.06159,"('stupid', 'smart')",4.8260584,5.0615902,0.2355318
48,0.14434004,0.26852295,"('unintelligent', 'intelligent')",0.14434,0.2685229,0.1241829
49,-0.53177255,-0.49359575,"('unable', 'able')",-0.5317726,-0.4935957,0.0381769
