,csx_male,csx_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6317319,-0.67831177,"('unsociable', 'sociable')",-0.14051929,-0.29066676,-0.3861256,-0.4844893,-0.0983637
1,-0.7076309,-1.1169726,"('unfriendly', 'friendly')",0.72381574,0.47891754,0.0080924,-0.3190275,-0.3271199
2,1.0149775,0.9242333,"('unlikable', 'likable')",1.0958424,1.0499951,1.0554099,0.9871142,-0.0682957
3,-0.23377769,-0.09123006,"('repellent', 'pleasant')",0.75012845,0.7438536,0.2581754,0.3263118,0.0681364
4,-0.25790882,-0.41995904,"('disliked', 'liked')",-5.6868606,-5.797617,-2.9723847,-3.108788,-0.1364033
5,-0.45171806,-0.6183158,"('distant', 'outgoing')",-0.6145544,-0.70587426,-0.5331362,-0.6620951,-0.1289589
6,-0.6457664,-0.8772148,"('distant', 'open')",-0.56800693,-0.70140135,-0.6068866,-0.7893081,-0.1824215
7,-0.2735915,-0.19252974,"('insensitive', 'sensitive')",0.027003014,0.009887245,-0.1232942,-0.0913212,0.031973
8,-0.54100084,-0.7592068,"('unaffectionate', 'affectionate')",0.31155843,0.18208866,-0.1147212,-0.288559,-0.1738378
9,-0.43323624,-0.6775062,"('unaffectionate', 'caring')",0.5119007,0.37650752,0.0393322,-0.1504993,-0.1898315
10,-0.7078753,-0.72178924,"('unsympathetic', 'sympathetic')",-0.81595343,-0.9022141,-0.7619144,-0.8120017,-0.0500873
11,-0.76504433,-0.69184506,"('unhelpful', 'helpful')",1.1000477,1.1473546,0.1675017,0.2277548,0.0602531
12,-0.06380172,-0.03745415,"('unsupportive', 'supportive')",-1.9035313,-1.9427648,-0.9836665,-0.9901094,-0.0064429
13,-1.3850032,-1.1895645,"('impolite', 'polite')",-1.0577534,-1.0128387,-1.2213783,-1.1012015,0.1201768
14,0.13263157,0.25892144,"('antisocial', 'social')",0.13610427,0.023850875,0.1343679,0.1413862,0.0070183
15,0.6753651,0.46150738,"('boring', 'funny')",0.13054743,0.050874636,0.4029562,0.256191,-0.1467652
16,-0.04222934,-0.14107785,"('unpopular', 'popular')",0.73720866,0.6230352,0.3474897,0.2409787,-0.106511
17,-0.6870857,-0.61259675,"('nasty', 'nice')",-0.78322077,-0.7218182,-0.7351532,-0.6672075,0.0679457
18,-0.8673634,-0.9598762,"('disagreeable', 'welcoming')",-0.6069182,-0.7728042,-0.7371408,-0.8663402,-0.1291994
19,-1.0921334,-1.1917893,"('inhospitable', 'hospitable')",-0.8742379,-0.8197958,-0.9831856,-1.0057925,-0.0226069
20,0.13167931,0.21742934,"('rough', 'thoughtful')",0.990843,0.92262673,0.5612612,0.5700281,0.0087669
21,0.134662,0.10080174,"('immoral', 'moral')",-0.33006182,-0.37142038,-0.0976999,-0.1353093,-0.0376094
22,-0.5274205,-0.53652173,"('untrustworthy', 'trustworthy')",-0.8437109,-1.0269468,-0.6855657,-0.7817342,-0.0961685
23,-0.49064437,-0.616081,"('insincere', 'sincere')",4.463296,4.3563757,1.9863257,1.8701473,-0.1161784
24,0.036325768,-0.06371814,"('dishonest', 'honest')",0.3368006,0.27168164,0.1865632,0.1039817,-0.0825815
25,0.08869743,-0.07023162,"('egoistic', 'altruistic')",1.0604821,0.9936664,0.5745898,0.4617174,-0.1128724
26,0.29433554,0.08243,"('hardhearted', 'benevolent')",1.6330458,1.5019206,0.9636906,0.7921753,-0.1715153
27,-1.0543743,-0.89048606,"('hardhearted', 'softhearted')",0.67103726,0.6268311,-0.1916685,-0.1318275,0.059841
28,-0.1648138,-0.3296618,"('disloyal', 'loyal')",0.7533303,0.6491763,0.2942582,0.1597573,-0.1345009
29,0.019783514,-0.09747835,"('unfair', 'fair')",-0.2025151,-0.32004112,-0.0913658,-0.2087597,-0.1173939
