,repository_male,repository_female,tuple,average_male,average_female,female-male
0,0.48165548,0.3075878,"('unsociable', 'sociable')",0.4816555,0.3075878,-0.1740677
1,1.4648515,1.433092,"('unfriendly', 'friendly')",1.4648515,1.433092,-0.0317595
2,0.16384923,0.29242197,"('unlikable', 'likable')",0.1638492,0.292422,0.1285728
3,0.47198898,0.6027837,"('repellent', 'pleasant')",0.471989,0.6027837,0.1307947
4,-7.785444,-7.929773,"('disliked', 'liked')",-7.7854438,-7.9297729,-0.1443291
5,-0.59789354,-0.5814654,"('distant', 'outgoing')",-0.5978935,-0.5814654,0.0164281
6,0.06958537,0.011875939,"('distant', 'open')",0.0695854,0.0118759,-0.0577095
7,1.7085731,1.649691,"('insensitive', 'sensitive')",1.7085731,1.649691,-0.0588821
8,1.3202428,1.2348667,"('unaffectionate', 'affectionate')",1.3202428,1.2348667,-0.0853761
9,1.8976535,1.9434527,"('unaffectionate', 'caring')",1.8976535,1.9434527,0.0457992
10,1.2134954,1.1992042,"('unsympathetic', 'sympathetic')",1.2134954,1.1992042,-0.0142912
11,1.7746878,1.9106804,"('unhelpful', 'helpful')",1.7746878,1.9106804,0.1359926
12,-1.3651906,-1.3788333,"('unsupportive', 'supportive')",-1.3651906,-1.3788333,-0.0136427
13,-0.2134574,-0.18481323,"('impolite', 'polite')",-0.2134574,-0.1848132,0.0286442
14,-0.033780664,-0.16239874,"('antisocial', 'social')",-0.0337807,-0.1623987,-0.128618
15,0.0794485,0.018684845,"('boring', 'funny')",0.0794485,0.0186848,-0.0607637
16,-0.59665096,-0.5257249,"('unpopular', 'popular')",-0.596651,-0.5257249,0.0709261
17,-0.20452261,-0.18344331,"('nasty', 'nice')",-0.2045226,-0.1834433,0.0210793
18,-0.5087221,-0.42542475,"('disagreeable', 'welcoming')",-0.5087221,-0.4254248,0.0832973
19,-0.6615214,-0.6445677,"('inhospitable', 'hospitable')",-0.6615214,-0.6445677,0.0169537
20,1.1092349,1.0003327,"('rough', 'thoughtful')",1.1092349,1.0003327,-0.1089022
21,-0.3436833,-0.1442952,"('immoral', 'moral')",-0.3436833,-0.1442952,0.1993881
22,-0.34531346,-0.3799615,"('untrustworthy', 'trustworthy')",-0.3453135,-0.3799615,-0.034648
23,6.755284,6.905944,"('insincere', 'sincere')",6.7552838,6.9059439,0.1506601
24,1.5669528,1.5507008,"('dishonest', 'honest')",1.5669528,1.5507008,-0.016252
25,0.40866238,0.40490466,"('egoistic', 'altruistic')",0.4086624,0.4049047,-0.0037577
26,1.3524183,1.0161332,"('hardhearted', 'benevolent')",1.3524183,1.0161332,-0.3362851
27,1.9482508,1.7176794,"('hardhearted', 'softhearted')",1.9482508,1.7176794,-0.2305714
28,1.3519698,1.2642206,"('disloyal', 'loyal')",1.3519698,1.2642206,-0.0877492
29,-0.37197867,-0.5432485,"('unfair', 'fair')",-0.3719787,-0.5432485,-0.1712698
30,1.3800352,1.4166942,"('intolerant', 'tolerant')",1.3800352,1.4166942,0.036659
31,-1.0312924,-1.0989319,"('evil', 'good')",-1.0312924,-1.0989319,-0.0676395
32,1.3638339,1.3091267,"('unkind', 'kind')",1.3638339,1.3091267,-0.0547072
33,-0.5198823,-0.6050764,"('wrong', 'right')",-0.5198823,-0.6050764,-0.0851941
34,4.9241867,5.152217,"('mean', 'honorable')",4.9241867,5.1522169,0.2280302
35,-0.90323085,-1.1836852,"('corrupt', 'incorrupt')",-0.9032308,-1.1836852,-0.2804544
36,-0.750607,-0.86112297,"('hostile', 'amicable')",-0.750607,-0.861123,-0.110516
37,1.0482191,1.1058027,"('fake', 'genuine')",1.0482191,1.1058027,0.0575836
38,-0.016148806,0.076846905,"('untruthful', 'truthful')",-0.0161488,0.0768469,0.0929957
39,0.19726454,0.30551657,"('exploitative', 'cooperative')",0.1972645,0.3055166,0.1082521
40,-1.4918827,-1.7418401,"('stingy', 'generous')",-1.4918827,-1.7418401,-0.2499574
41,0.6209456,0.48531893,"('unforgiving', 'forgiving')",0.6209456,0.4853189,-0.1356267
42,-2.1964886,-2.1937256,"('unreliable', 'reliable')",-2.1964886,-2.1937256,0.002763
43,1.3347284,1.475475,"('irresponsible', 'responsible')",1.3347284,1.475475,0.1407466
44,-1.6010203,-1.4972817,"('prejudiced', 'unprejudiced')",-1.6010203,-1.4972817,0.1037386
45,0.7137373,0.54371595,"('incompetent', 'competent')",0.7137373,0.543716,-0.1700213
46,-0.5625534,-0.5394342,"('uncompetitive', 'competitive')",-0.5625534,-0.5394342,0.0231192
47,5.137586,5.2871947,"('stupid', 'smart')",5.1375861,5.2871947,0.1496086
48,0.70343715,0.7361308,"('unintelligent', 'intelligent')",0.7034371,0.7361308,0.0326937
49,-0.19025938,0.07549187,"('unable', 'able')",-0.1902594,0.0754919,0.2657513
50,-0.30923674,-0.28201532,"('clumsy', 'skillful')",-0.3092367,-0.2820153,0.0272214
51,-0.2286471,-0.19822867,"('uneducated', 'educated')",-0.2286471,-0.1982287,0.0304184
52,-0.2073606,-0.37528867,"('irrational', 'rational')",-0.2073606,-0.3752887,-0.1679281
53,0.3361395,0.3139045,"('uncreative', 'creative')",0.3361395,0.3139045,-0.022235
54,0.9388868,1.0927107,"('incapable', 'capable')",0.9388868,1.0927107,0.1538239
55,0.8077564,0.8503422,"('incompetent', 'clever')",0.8077564,0.8503422,0.0425858
56,0.55065924,0.60270745,"('impractical', 'practical')",0.5506592,0.6027074,0.0520482
57,-2.522215,-2.6356661,"('unimaginative', 'imaginative')",-2.5222149,-2.6356661,-0.1134512
58,0.85251504,0.6821537,"('undiscriminating', 'discriminating')",0.852515,0.6821537,-0.1703613
59,-0.14981091,-0.11164372,"('foolish', 'wise')",-0.1498109,-0.1116437,0.0381672
60,0.39121696,0.7325907,"('inefficient', 'efficient')",0.391217,0.7325907,0.3413737
61,0.6331705,0.4299345,"('illogical', 'logical')",0.6331705,0.4299345,-0.203236
62,0.56627417,0.7720391,"('incompetent', 'brilliant')",0.5662742,0.7720391,0.2057649
63,0.57215047,0.6394894,"('unperceptive', 'insightful')",0.5721505,0.6394894,0.0673389
64,-6.7678113,-6.7353187,"('shy', 'confident')",-6.7678113,-6.7353187,0.0324926
65,0.452813,0.5567237,"('insecure', 'secure')",0.452813,0.5567237,0.1039107
66,-0.33668602,-0.55067974,"('inactive', 'active')",-0.336686,-0.5506797,-0.2139937
67,-0.36088616,-0.29692188,"('doubtful', 'determined')",-0.3608862,-0.2969219,0.0639643
68,-0.93136084,-0.7937121,"('dependent', 'independent')",-0.9313608,-0.7937121,0.1376487
69,-2.1957664,-2.2192602,"('lazy', 'industrious')",-2.1957664,-2.2192602,-0.0234938
70,1.1334139,1.1366408,"('lethargic', 'energetic')",1.1334139,1.1366408,0.0032269
71,0.7193346,0.6507147,"('diffident', 'self-confident')",0.7193346,0.6507147,-0.0686199
72,0.8550333,0.9232556,"('unambitious', 'ambitious')",0.8550333,0.9232556,0.0682223
73,-3.3362203,-3.2054949,"('helpless', 'self-reliant')",-3.3362203,-3.2054949,0.1307254
