,maintenance_male,maintenance_female,tuple,average_male,average_female,female-male
0,0.17260832,0.23209263,"('unsociable', 'sociable')",0.1726083,0.2320926,0.0594843
1,1.0046891,1.0262302,"('unfriendly', 'friendly')",1.0046891,1.0262302,0.0215411
2,-0.04924206,0.063516885,"('unlikable', 'likable')",-0.0492421,0.0635169,0.112759
3,0.5778008,0.8197224,"('repellent', 'pleasant')",0.5778008,0.8197224,0.2419216
4,-7.3291645,-7.3287745,"('disliked', 'liked')",-7.3291645,-7.3287745,0.00039
5,-0.6666961,-0.7798359,"('distant', 'outgoing')",-0.6666961,-0.7798359,-0.1131398
6,-0.091508225,-0.3149498,"('distant', 'open')",-0.0915082,-0.3149498,-0.2234416
7,1.2891157,1.493893,"('insensitive', 'sensitive')",1.2891157,1.493893,0.2047773
8,1.254495,1.1728204,"('unaffectionate', 'affectionate')",1.254495,1.1728204,-0.0816746
9,1.6203214,1.625805,"('unaffectionate', 'caring')",1.6203214,1.625805,0.0054836
10,1.0321382,1.175128,"('unsympathetic', 'sympathetic')",1.0321382,1.175128,0.1429898
11,1.7339381,1.8669412,"('unhelpful', 'helpful')",1.7339381,1.8669412,0.1330031
12,-1.3737918,-1.1859033,"('unsupportive', 'supportive')",-1.3737918,-1.1859033,0.1878885
13,-0.2347983,-0.008536883,"('impolite', 'polite')",-0.2347983,-0.0085369,0.2262614
14,0.32022315,0.52322716,"('antisocial', 'social')",0.3202232,0.5232272,0.203004
15,0.26844665,0.1997886,"('boring', 'funny')",0.2684467,0.1997886,-0.0686581
16,-0.7263725,-0.6818303,"('unpopular', 'popular')",-0.7263725,-0.6818303,0.0445422
17,0.104320794,0.086470716,"('nasty', 'nice')",0.1043208,0.0864707,-0.0178501
18,-0.9967424,-0.8248348,"('disagreeable', 'welcoming')",-0.9967424,-0.8248348,0.1719076
19,-0.43354544,-0.47645557,"('inhospitable', 'hospitable')",-0.4335454,-0.4764556,-0.0429102
20,0.4677345,0.3579675,"('rough', 'thoughtful')",0.4677345,0.3579675,-0.109767
21,-0.24215446,0.07538331,"('immoral', 'moral')",-0.2421545,0.0753833,0.3175378
22,-0.54540926,-0.40806657,"('untrustworthy', 'trustworthy')",-0.5454093,-0.4080666,0.1373427
23,6.19153,6.4285626,"('insincere', 'sincere')",6.1915302,6.4285626,0.2370324
24,1.1956667,1.1980873,"('dishonest', 'honest')",1.1956667,1.1980873,0.0024206
25,0.75707054,0.785278,"('egoistic', 'altruistic')",0.7570705,0.785278,0.0282075
26,1.6925275,1.6379026,"('hardhearted', 'benevolent')",1.6925275,1.6379026,-0.0546249
27,1.7156316,1.5526696,"('hardhearted', 'softhearted')",1.7156316,1.5526696,-0.162962
28,1.6293335,1.5022143,"('disloyal', 'loyal')",1.6293335,1.5022143,-0.1271192
29,-0.37566,-0.6490384,"('unfair', 'fair')",-0.37566,-0.6490384,-0.2733784
30,0.8639163,1.0469241,"('intolerant', 'tolerant')",0.8639163,1.0469241,0.1830078
31,-1.3219036,-1.4893961,"('evil', 'good')",-1.3219036,-1.4893961,-0.1674925
32,1.3715665,1.4432976,"('unkind', 'kind')",1.3715665,1.4432976,0.0717311
33,-0.24293147,-0.3219718,"('wrong', 'right')",-0.2429315,-0.3219718,-0.0790403
34,4.4463863,4.6567307,"('mean', 'honorable')",4.4463863,4.6567307,0.2103444
35,-0.785193,-1.2882364,"('corrupt', 'incorrupt')",-0.785193,-1.2882364,-0.5030434
36,-0.5209018,-0.7691914,"('hostile', 'amicable')",-0.5209018,-0.7691914,-0.2482896
37,0.7778634,0.701969,"('fake', 'genuine')",0.7778634,0.701969,-0.0758944
38,-0.397459,-0.26694864,"('untruthful', 'truthful')",-0.397459,-0.2669486,0.1305104
39,0.018537108,0.049821932,"('exploitative', 'cooperative')",0.0185371,0.0498219,0.0312848
40,-1.6856698,-1.6166244,"('stingy', 'generous')",-1.6856698,-1.6166244,0.0690454
41,0.40032774,0.39851627,"('unforgiving', 'forgiving')",0.4003277,0.3985163,-0.0018114
42,-2.42063,-2.3945258,"('unreliable', 'reliable')",-2.42063,-2.3945258,0.0261042
43,1.1598488,1.3592688,"('irresponsible', 'responsible')",1.1598488,1.3592688,0.19942
