,fastenal_male,fastenal_female,tuple,company_male,company_female,average_male,average_female,female-male
0,0.5541863,0.4217245,"('unsociable', 'sociable')",0.7473005,0.7694593,0.6507434,0.5955919,-0.0551515
1,-1.2881787,-1.3954853,"('unfriendly', 'friendly')",1.3555238,1.284194,0.0336726,-0.0556456,-0.0893182
2,0.5272497,0.58960795,"('unlikable', 'likable')",0.22984594,0.41209522,0.3785478,0.5008516,0.1223038
3,-0.6169982,-0.44976962,"('repellent', 'pleasant')",0.30795187,0.45594764,-0.1545232,0.003089,0.1576122
4,-0.2061198,-0.21430358,"('disliked', 'liked')",-6.6327004,-6.5933948,-3.4194102,-3.4038491,0.0155611
5,-0.07999143,-0.09568141,"('distant', 'outgoing')",-1.2066283,-1.2120277,-0.6433099,-0.6538545,-0.0105446
6,-0.33882034,-0.36818615,"('distant', 'open')",-0.8514975,-0.9481834,-0.5951589,-0.6581848,-0.0630259
7,0.2978101,0.34627482,"('insensitive', 'sensitive')",0.9756928,1.0748398,0.6367515,0.7105573,0.0738058
8,-0.75772375,-0.70997894,"('unaffectionate', 'affectionate')",0.8914195,0.8049485,0.0668479,0.0474848,-0.0193631
9,-1.1000991,-1.0343368,"('unaffectionate', 'caring')",1.0470608,1.0212548,-0.0265191,-0.006541,0.0199781
10,-0.26478058,-0.22542682,"('unsympathetic', 'sympathetic')",0.8087368,0.916705,0.2719781,0.3456391,0.073661
11,-1.1714598,-1.042718,"('unhelpful', 'helpful')",1.8067755,1.9453022,0.3176578,0.4512921,0.1336343
12,-0.34740433,-0.18817478,"('unsupportive', 'supportive')",-1.3477352,-1.1789491,-0.8475698,-0.6835619,0.1640079
13,0.2680687,0.25756782,"('impolite', 'polite')",-0.09395768,0.20371246,0.0870555,0.2306401,0.1435846
14,1.373727,1.4475422,"('antisocial', 'social')",0.9213272,1.0618325,1.1475271,1.2546873,0.1071602
15,0.46585143,0.27148095,"('boring', 'funny')",0.58607024,0.55895495,0.5259608,0.4152179,-0.1107429
16,-0.36005774,-0.4579029,"('unpopular', 'popular')",-0.16725408,-0.20538826,-0.2636559,-0.3316456,-0.0679897
