,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3565064,-0.43539244,"('unsociable', 'sociable')",0.90266967,0.7318379,-0.26648793,-0.42975438,0.0932251,-0.0444363,-0.1376614
1,-1.3969938,-1.3546175,"('unfriendly', 'friendly')",1.2065367,1.0634636,2.121937,1.9374118,0.6438266,0.5487526,-0.095074
2,0.037965536,0.15717098,"('unlikable', 'likable')",2.286583,2.4089592,0.76099735,0.94882995,1.0285153,1.1716534,0.1431381
3,-0.35719642,-0.2513356,"('repellent', 'pleasant')",-0.07658588,-0.034029,0.07776427,0.11173545,-0.1186727,-0.0578764,0.0607963
4,-0.37182724,-0.3324798,"('disliked', 'liked')",-0.18230042,-0.18151781,-6.23533,-6.2286344,-2.2631526,-2.247544,0.0156086
5,-0.7958803,-0.73689735,"('distant', 'outgoing')",0.39075342,0.394486,0.064758345,0.10842525,-0.1134562,-0.0779954,0.0354608
6,-1.3366896,-1.224686,"('distant', 'open')",-0.51950246,-0.4915939,0.45142606,0.4438937,-0.4682554,-0.4241288,0.0441266
7,0.50859106,0.5113963,"('insensitive', 'sensitive')",0.6813239,0.71537733,0.68603694,0.58340895,0.6253173,0.6033942,-0.0219231
8,-0.8391708,-0.7384681,"('unaffectionate', 'affectionate')",0.14254034,0.14397922,0.8152695,0.76579463,0.0395463,0.0571019,0.0175556
9,-0.82121205,-0.7677192,"('unaffectionate', 'caring')",1.5625681,1.4959177,1.3695796,1.3368632,0.7036452,0.6883539,-0.0152913
10,0.33363914,0.32065773,"('unsympathetic', 'sympathetic')",-0.31538057,-0.27660137,-0.17461644,-0.29195622,-0.0521193,-0.0826333,-0.030514
11,0.03178323,0.07664239,"('unhelpful', 'helpful')",0.5861593,0.5800889,2.214083,2.307511,0.9440085,0.9880808,0.0440723
12,0.40936485,0.4923163,"('unsupportive', 'supportive')",1.2647716,1.4014612,-1.6216049,-1.6012704,0.0175105,0.0975024,0.0799919
13,0.72294635,0.68497545,"('impolite', 'polite')",0.8018091,0.7765541,0.086597756,0.006475713,0.5371178,0.4893351,-0.0477827
14,0.49578553,0.52396894,"('antisocial', 'social')",1.8028015,1.8928654,-0.75551265,-0.7701365,0.5143581,0.5488993,0.0345412
15,0.28513986,0.26789558,"('boring', 'funny')",-0.07267955,-0.06803505,0.38041162,0.37345096,0.197624,0.1911038,-0.0065202
16,-0.9748066,-0.91486514,"('unpopular', 'popular')",-0.47789952,-0.41614762,0.63774073,0.6340308,-0.2716551,-0.2323273,0.0393278
17,0.48597604,0.51121205,"('nasty', 'nice')",-0.242188,-0.13048801,-0.53837115,-0.44675526,-0.0981944,-0.0220104,0.076184
18,-0.4307062,-0.3484286,"('disagreeable', 'welcoming')",-0.38506246,-0.26088428,-0.29090357,-0.3111432,-0.3688908,-0.3068187,0.0620721
19,-0.29815996,-0.24980341,"('inhospitable', 'hospitable')",-0.46730816,-0.5267722,-0.060341578,0.0031496193,-0.2752699,-0.2578087,0.0174612
20,-0.5272331,-0.46378458,"('rough', 'thoughtful')",-0.059166178,-0.016433444,0.6814071,0.6514417,0.0316693,0.0570746,0.0254053
21,0.36122677,0.34640127,"('immoral', 'moral')",0.8387784,0.8595251,-0.59589297,-0.6190014,0.2013707,0.1956417,-0.005729
22,0.563262,0.580669,"('untrustworthy', 'trustworthy')",-0.4117361,-0.42936715,-0.9803256,-0.994826,-0.2762666,-0.2811747,-0.0049081
23,-0.14289857,-0.18448326,"('insincere', 'sincere')",0.9015659,0.8379992,6.007323,5.8714614,2.2553301,2.1749924,-0.0803377
24,0.4534616,0.44667816,"('dishonest', 'honest')",0.1783608,0.19363129,0.7917875,0.7311468,0.4745367,0.4571521,-0.0173846
25,-0.6568167,-0.6294251,"('egoistic', 'altruistic')",-0.22725931,-0.19088787,1.5380626,1.4582188,0.2179955,0.2126353,-0.0053602
26,-0.12867288,-0.11073242,"('hardhearted', 'benevolent')",1.4081497,1.4939042,1.5830896,1.4899337,0.9541888,0.9577018,0.003513
27,-0.030993689,0.0014910859,"('hardhearted', 'softhearted')",0.003992565,0.024405733,1.506282,1.3719841,0.4930936,0.4659603,-0.0271333
28,-0.7073555,-0.73016167,"('disloyal', 'loyal')",0.06688226,-0.060068775,0.9899225,0.8506558,0.1164831,0.0201418,-0.0963413
29,-0.3826694,-0.43669358,"('unfair', 'fair')",-0.36250508,-0.3935009,-0.6749723,-0.8037649,-0.4733822,-0.5446531,-0.0712709
30,1.1620599,1.155573,"('intolerant', 'tolerant')",1.0553232,1.0581757,1.3289942,1.2810051,1.1821257,1.1649179,-0.0172078
