,residence_male,residence_female,tuple,average_male,average_female,female-male
0,0.59841037,0.3861694,"('unsociable', 'sociable')",0.5984104,0.3861694,-0.212241
1,1.1854913,1.1653086,"('unfriendly', 'friendly')",1.1854913,1.1653086,-0.0201827
2,0.079618685,0.14029834,"('unlikable', 'likable')",0.0796187,0.1402983,0.0606796
3,0.20937149,0.2074445,"('repellent', 'pleasant')",0.2093715,0.2074445,-0.001927
4,-6.967206,-7.0120554,"('disliked', 'liked')",-6.967206,-7.0120554,-0.0448494
5,-0.9108132,-0.9361686,"('distant', 'outgoing')",-0.9108132,-0.9361686,-0.0253554
6,-0.41507864,-0.43397653,"('distant', 'open')",-0.4150786,-0.4339765,-0.0188979
7,1.3210015,1.2978806,"('insensitive', 'sensitive')",1.3210015,1.2978806,-0.0231209
8,1.0826356,0.96700674,"('unaffectionate', 'affectionate')",1.0826356,0.9670067,-0.1156289
9,1.538713,1.4938073,"('unaffectionate', 'caring')",1.538713,1.4938073,-0.0449057
10,0.6337277,0.56396705,"('unsympathetic', 'sympathetic')",0.6337277,0.563967,-0.0697607
11,1.6110315,1.6164182,"('unhelpful', 'helpful')",1.6110315,1.6164182,0.0053867
12,-1.5631064,-1.5790029,"('unsupportive', 'supportive')",-1.5631064,-1.5790029,-0.0158965
13,0.10952186,0.00063480437,"('impolite', 'polite')",0.1095219,0.0006348,-0.1088871
14,1.0215809,0.97184515,"('antisocial', 'social')",1.0215809,0.9718451,-0.0497358
15,0.3348403,0.3232885,"('boring', 'funny')",0.3348403,0.3232885,-0.0115518
16,-0.41276172,-0.45225298,"('unpopular', 'popular')",-0.4127617,-0.452253,-0.0394913
17,0.23364633,0.24562363,"('nasty', 'nice')",0.2336463,0.2456236,0.0119773
18,-0.19423425,-0.2625289,"('disagreeable', 'welcoming')",-0.1942343,-0.2625289,-0.0682946
19,-0.5703869,-0.5980487,"('inhospitable', 'hospitable')",-0.5703869,-0.5980487,-0.0276618
20,0.8517971,0.8206594,"('rough', 'thoughtful')",0.8517971,0.8206594,-0.0311377
21,-0.2685509,-0.2632204,"('immoral', 'moral')",-0.2685509,-0.2632204,0.0053305
22,-0.368757,-0.40428022,"('untrustworthy', 'trustworthy')",-0.368757,-0.4042802,-0.0355232
23,6.4171124,6.3775363,"('insincere', 'sincere')",6.4171124,6.3775363,-0.0395761
24,1.4187009,1.2273793,"('dishonest', 'honest')",1.4187009,1.2273793,-0.1913216
25,0.92830175,0.8762529,"('egoistic', 'altruistic')",0.9283018,0.8762529,-0.0520489
26,1.5499243,1.6614748,"('hardhearted', 'benevolent')",1.5499243,1.6614748,0.1115505
27,1.374075,1.1480181,"('hardhearted', 'softhearted')",1.3740751,1.1480181,-0.226057
28,1.244302,1.2221962,"('disloyal', 'loyal')",1.244302,1.2221962,-0.0221058
29,-1.0633042,-1.1754566,"('unfair', 'fair')",-1.0633042,-1.1754566,-0.1121524
30,1.45537,1.3660262,"('intolerant', 'tolerant')",1.4553699,1.3660262,-0.0893437
31,-1.3047535,-1.2195529,"('evil', 'good')",-1.3047535,-1.2195529,0.0852006
32,1.2195815,1.0762751,"('unkind', 'kind')",1.2195815,1.0762751,-0.1433064
33,-0.41772282,-0.42584032,"('wrong', 'right')",-0.4177228,-0.4258403,-0.0081175
34,5.0980372,5.1577196,"('mean', 'honorable')",5.0980372,5.1577196,0.0596824
35,-0.5571836,-0.6324027,"('corrupt', 'incorrupt')",-0.5571836,-0.6324027,-0.0752191
36,-0.7285578,-0.6983137,"('hostile', 'amicable')",-0.7285578,-0.6983137,0.0302441
37,1.0807369,1.0219532,"('fake', 'genuine')",1.0807369,1.0219532,-0.0587837
38,0.30950615,0.25789115,"('untruthful', 'truthful')",0.3095061,0.2578911,-0.051615
39,0.6046771,0.6345719,"('exploitative', 'cooperative')",0.6046771,0.6345719,0.0298948
40,-1.9148194,-2.0228715,"('stingy', 'generous')",-1.9148194,-2.0228715,-0.1080521
41,0.22915304,0.28018552,"('unforgiving', 'forgiving')",0.229153,0.2801855,0.0510325
42,-2.8231845,-2.8543327,"('unreliable', 'reliable')",-2.8231845,-2.8543327,-0.0311482
43,1.3265659,1.275485,"('irresponsible', 'responsible')",1.3265659,1.275485,-0.0510809
44,-1.356211,-1.303376,"('prejudiced', 'unprejudiced')",-1.3562109,-1.303376,0.0528349
45,-0.07153662,-0.05521165,"('incompetent', 'competent')",-0.0715366,-0.0552116,0.016325
46,-0.9422342,-1.0222499,"('uncompetitive', 'competitive')",-0.9422342,-1.0222499,-0.0800157
47,5.710981,5.812549,"('stupid', 'smart')",5.7109809,5.8125491,0.1015682
48,0.52276784,0.472556,"('unintelligent', 'intelligent')",0.5227678,0.472556,-0.0502118
49,-0.21508867,-0.21311189,"('unable', 'able')",-0.2150887,-0.2131119,0.0019768
50,-0.5763063,-0.60807085,"('clumsy', 'skillful')",-0.5763063,-0.6080709,-0.0317646
51,0.5436314,0.37429583,"('uneducated', 'educated')",0.5436314,0.3742958,-0.1693356
52,-0.6993363,-0.76729876,"('irrational', 'rational')",-0.6993363,-0.7672988,-0.0679625
53,-0.011183707,-0.05196532,"('uncreative', 'creative')",-0.0111837,-0.0519653,-0.0407816
54,1.2684741,1.2556863,"('incapable', 'capable')",1.2684741,1.2556863,-0.0127878
55,0.8710054,0.7964621,"('incompetent', 'clever')",0.8710054,0.7964621,-0.0745433
56,0.78107244,0.7385045,"('impractical', 'practical')",0.7810724,0.7385045,-0.0425679
57,-2.5398288,-2.4375703,"('unimaginative', 'imaginative')",-2.5398288,-2.4375703,0.1022585
58,0.18947484,0.23113072,"('undiscriminating', 'discriminating')",0.1894748,0.2311307,0.0416559
59,-0.32311696,-0.2680388,"('foolish', 'wise')",-0.323117,-0.2680388,0.0550782
60,0.43768552,0.38876826,"('inefficient', 'efficient')",0.4376855,0.3887683,-0.0489172
61,0.533428,0.3404201,"('illogical', 'logical')",0.533428,0.3404201,-0.1930079
62,0.23189808,0.22502625,"('incompetent', 'brilliant')",0.2318981,0.2250262,-0.0068719
63,0.21016397,0.27659062,"('unperceptive', 'insightful')",0.210164,0.2765906,0.0664266
64,-6.610698,-6.5960484,"('shy', 'confident')",-6.6106982,-6.5960484,0.0146498
65,0.25565195,0.26384386,"('insecure', 'secure')",0.255652,0.2638439,0.0081919
66,0.19352737,0.15223396,"('inactive', 'active')",0.1935274,0.152234,-0.0412934
67,0.08474727,0.15647613,"('doubtful', 'determined')",0.0847473,0.1564761,0.0717288
68,-0.84211063,-0.930418,"('dependent', 'independent')",-0.8421106,-0.930418,-0.0883074
69,-1.8077852,-1.7575291,"('lazy', 'industrious')",-1.8077852,-1.7575291,0.0502561
70,0.990318,0.827503,"('lethargic', 'energetic')",0.990318,0.827503,-0.162815
71,0.75110996,0.80146104,"('diffident', 'self-confident')",0.75111,0.801461,0.050351
72,0.6726897,0.71111554,"('unambitious', 'ambitious')",0.6726897,0.7111155,0.0384258
73,-3.4109235,-3.3632894,"('helpless', 'self-reliant')",-3.4109235,-3.3632894,0.0476341
74,0.10984958,0.04649003,"('undedicated', 'dedicated')",0.1098496,0.04649,-0.0633596
75,-1.4430147,-1.3297598,"('meek', 'impulsive')",-1.4430147,-1.3297598,0.1132549
76,0.45866856,0.36019564,"('anxious', 'daring')",0.4586686,0.3601956,-0.098473
77,-1.1535745,-1.0395453,"('unmotivated', 'motivated')",-1.1535745,-1.0395453,0.1140292
78,-0.32529122,-0.3194662,"('nonresilient', 'resilient')",-0.3252912,-0.3194662,0.005825
79,-0.011622693,0.042563435,"('wavering', 'unwavering')",-0.0116227,0.0425634,0.0541861
80,-0.12622519,-0.20115231,"('dominated', 'dominating')",-0.1262252,-0.2011523,-0.0749271
81,-0.010643199,0.025655568,"('submissive', 'aggressive')",-0.0106432,0.0256556,0.0362988
82,5.8445883,5.8320365,"('poor', 'rich')",5.8445883,5.8320365,-0.0125518
83,0.026552666,-0.0023329295,"('powerless', 'powerful')",0.0265527,-0.0023329,-0.0288856
84,-0.03877674,0.022308953,"('inferior', 'superior')",-0.0387767,0.022309,0.0610857
85,0.12030998,0.17003521,"('insignificant', 'prestigious')",0.12031,0.1700352,0.0497252
86,0.2488926,0.030610394,"('uninfluential', 'influential')",0.2488926,0.0306104,-0.2182822
87,-0.13726674,-0.04198651,"('unsuccessful', 'successful')",-0.1372667,-0.0419865,0.0952802
88,0.4613255,0.37749317,"('low', 'eminent')",0.4613255,0.3774932,-0.0838323
