,championx_male,championx_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.5438877,0.37925693,"('unsociable', 'sociable')",-0.33911186,-0.62154734,0.1023879,-0.1211452,-0.2235331
1,-0.8426025,-0.83908165,"('unfriendly', 'friendly')",0.99112827,0.8968811,0.0742629,0.0288997,-0.0453632
2,0.61752486,0.67474025,"('unlikable', 'likable')",0.75038314,0.79207355,0.683954,0.7334069,0.0494529
3,0.5780571,0.59160393,"('repellent', 'pleasant')",0.71771014,0.6598265,0.6478837,0.6257153,-0.0221684
4,-1.5645862,-1.5648515,"('disliked', 'liked')",-5.8124814,-5.776139,-3.6885338,-3.670495,0.0180388
5,-1.4144797,-1.2692933,"('distant', 'outgoing')",-0.4383069,-0.25208822,-0.9263933,-0.7606907,0.1657026
6,-1.7211934,-1.5776193,"('distant', 'open')",-0.6848203,-0.5132061,-1.2030069,-1.0454128,0.1575941
7,1.4620497,1.5051799,"('insensitive', 'sensitive')",-0.14568438,-0.17929778,0.6581827,0.662941,0.0047583
8,-1.3640413,-1.3200785,"('unaffectionate', 'affectionate')",0.3586156,0.38132018,-0.5027128,-0.4693792,0.0333336
9,-0.452391,-0.3820172,"('unaffectionate', 'caring')",0.8990622,0.94032174,0.2233356,0.2791523,0.0558167
10,1.5897284,1.5514143,"('unsympathetic', 'sympathetic')",-1.0185065,-1.1488502,0.2856109,0.201282,-0.0843289
11,1.1774048,1.174044,"('unhelpful', 'helpful')",1.5310975,1.566955,1.3542511,1.3704995,0.0162484
12,0.7425965,0.8696679,"('unsupportive', 'supportive')",-2.0876946,-2.0503106,-0.6725491,-0.5903214,0.0822277
13,0.9501543,0.84289414,"('impolite', 'polite')",-0.99962986,-1.115449,-0.0247378,-0.1362774,-0.1115396
14,1.1188017,1.0633193,"('antisocial', 'social')",-0.08901778,-0.3292482,0.514892,0.3670356,-0.1478564
15,-0.199975,-0.25972944,"('boring', 'funny')",-0.027549194,-0.03381915,-0.1137621,-0.1467743,-0.0330122
16,-1.1199268,-1.1107231,"('unpopular', 'popular')",0.7644062,0.6961165,-0.1777603,-0.2073033,-0.029543
17,-0.70900464,-0.6418371,"('nasty', 'nice')",-0.3736707,-0.3110141,-0.5413377,-0.4764256,0.0649121
18,-0.27777565,-0.263865,"('disagreeable', 'welcoming')",-0.6014451,-0.67997193,-0.4396104,-0.4719185,-0.0323081
19,-1.1950812,-1.1012477,"('inhospitable', 'hospitable')",-0.70769274,-0.51704973,-0.951387,-0.8091487,0.1422383
20,0.5577551,0.5649824,"('rough', 'thoughtful')",0.8614501,0.8531002,0.7096026,0.7090413,-0.0005613
21,1.7637107,1.6776742,"('immoral', 'moral')",-0.51655066,-0.6497215,0.62358,0.5139763,-0.1096037
22,0.94656885,0.8855217,"('untrustworthy', 'trustworthy')",-1.0248876,-1.1314701,-0.0391594,-0.1229742,-0.0838148
23,1.3918328,1.3845164,"('insincere', 'sincere')",4.9152265,4.7936497,3.1535296,3.089083,-0.0644466
24,1.1744088,1.2104541,"('dishonest', 'honest')",0.30327788,0.29341614,0.7388433,0.7519351,0.0130918
25,-0.8400377,-0.8539829,"('egoistic', 'altruistic')",1.0920324,1.0418634,0.1259974,0.0939403,-0.0320571
26,-0.32198566,-0.38363624,"('hardhearted', 'benevolent')",1.6429238,1.5009382,0.6604691,0.558651,-0.1018181
27,-0.25975338,-0.1475613,"('hardhearted', 'softhearted')",0.75029063,0.70460147,0.2452686,0.2785201,0.0332515
28,0.88009095,0.8452574,"('disloyal', 'loyal')",0.83499604,0.71708155,0.8575435,0.7811695,-0.076374
29,-0.67274153,-0.68161726,"('unfair', 'fair')",-0.40730256,-0.47787413,-0.540022,-0.5797457,-0.0397237
30,1.8475748,1.790662,"('intolerant', 'tolerant')",0.98279047,0.8790734,1.4151826,1.3348677,-0.0803149
31,-2.7058268,-2.6382003,"('evil', 'good')",-0.87374306,-0.7997337,-1.7897849,-1.718967,0.0708179
32,0.7148203,0.6902229,"('unkind', 'kind')",0.4550554,0.23181196,0.5849379,0.4610174,-0.1239205
33,-0.08582629,-0.07009317,"('wrong', 'right')",-0.4191035,-0.36739177,-0.2524649,-0.2187425,0.0337224
34,0.013507348,0.101703644,"('mean', 'honorable')",4.9088287,5.1075907,2.4611681,2.6046472,0.1434791
35,-1.9310657,-1.880869,"('corrupt', 'incorrupt')",-0.5016585,-0.40867364,-1.2163621,-1.1447713,0.0715908
36,-2.983159,-2.990765,"('hostile', 'amicable')",-0.14256224,-0.17331965,-1.5628606,-1.5820423,-0.0191817
37,0.18895409,0.2392726,"('fake', 'genuine')",-0.34812233,-0.30416194,-0.0795841,-0.0324447,0.0471394
38,-0.23788854,-0.19573194,"('untruthful', 'truthful')",-0.13794892,0.014388945,-0.1879187,-0.0906715,0.0972472
39,1.5348527,1.5079406,"('exploitative', 'cooperative')",0.24050333,0.2662905,0.887678,0.8871156,-0.0005624
40,-0.108153135,-0.07443568,"('stingy', 'generous')",-1.914699,-2.0168703,-1.0114261,-1.045653,-0.0342269
41,0.15634666,0.13553756,"('unforgiving', 'forgiving')",-0.074949116,-0.20675826,0.0406988,-0.0356103,-0.0763091
42,0.72827643,0.79764974,"('unreliable', 'reliable')",-2.9439337,-2.9302664,-1.1078286,-1.0663083,0.0415203
43,1.514329,1.5646949,"('irresponsible', 'responsible')",-0.015534751,-0.06341113,0.7493971,0.7506419,0.0012448
44,-0.6400395,-0.6833056,"('prejudiced', 'unprejudiced')",-1.3127861,-1.337058,-0.9764128,-1.0101818,-0.033769
45,0.5582237,0.55179983,"('incompetent', 'competent')",-0.2106082,-0.317882,0.1738078,0.1169589,-0.0568489
46,1.6588461,1.652946,"('uncompetitive', 'competitive')",-1.0159945,-1.1090517,0.3214258,0.2719471,-0.0494787
47,0.26172668,0.33096516,"('stupid', 'smart')",4.896114,4.973047,2.5789204,2.6520059,0.0730855
48,1.3871424,1.3152717,"('unintelligent', 'intelligent')",0.96492004,0.8450661,1.1760312,1.080169,-0.0958622
49,0.45865482,0.57122046,"('unable', 'able')",-0.077012554,0.042010132,0.1908211,0.3066153,0.1157942
50,-0.077135004,-0.009196693,"('clumsy', 'skillful')",0.15075245,0.102230325,0.0368087,0.0465168,0.0097081
51,0.8370069,0.71868163,"('uneducated', 'educated')",0.17799473,0.05889851,0.5075008,0.3887901,-0.1187107
52,-1.456759,-1.5568247,"('irrational', 'rational')",0.28178015,0.25623444,-0.5874894,-0.6502951,-0.0628057
53,-0.29896954,-0.29687086,"('uncreative', 'creative')",0.37160084,0.27691293,0.0363156,-0.009979,-0.0462946
54,0.24624,0.3108291,"('incapable', 'capable')",0.6372195,0.79146403,0.4417298,0.5511466,0.1094168
55,1.8267394,1.7479194,"('incompetent', 'clever')",0.11884681,-0.030069284,0.9727931,0.8589251,-0.113868
56,1.9692295,1.9261625,"('impractical', 'practical')",-0.31005636,-0.37360537,0.8295866,0.7762786,-0.053308
57,0.3311833,0.2516426,"('unimaginative', 'imaginative')",-2.9004767,-2.9919114,-1.2846467,-1.3701344,-0.0854877
58,-0.10468431,-0.10459319,"('undiscriminating', 'discriminating')",0.15578221,0.14847621,0.0255489,0.0219415,-0.0036074
59,-0.35075366,-0.27678683,"('foolish', 'wise')",0.37645563,0.49418113,0.012851,0.1086971,0.0958461
60,2.5222392,2.4774914,"('inefficient', 'efficient')",-0.23410408,-0.24640688,1.1440675,1.1155423,-0.0285252
61,0.5177627,0.38111925,"('illogical', 'logical')",0.40162352,0.2156303,0.4596931,0.2983748,-0.1613183
62,2.310235,2.393837,"('incompetent', 'brilliant')",0.61515677,0.74089116,1.4626958,1.5673641,0.1046683
63,0.95697916,1.018142,"('unperceptive', 'insightful')",0.4896712,0.508448,0.7233252,0.763295,0.0399698
64,0.88243234,0.8107056,"('shy', 'confident')",-5.6110177,-5.6813326,-2.3642926,-2.4353135,-0.0710209
65,1.3388593,1.1784472,"('insecure', 'secure')",-0.3303435,-0.43188944,0.5042579,0.3732789,-0.130979
66,-0.8687316,-0.7727615,"('inactive', 'active')",0.03239221,0.117367625,-0.4181697,-0.3276969,0.0904728
67,1.1518111,1.1608182,"('doubtful', 'determined')",-0.4778295,-0.4949328,0.3369908,0.3329427,-0.0040481
68,0.5693656,0.53929585,"('dependent', 'independent')",-0.65798104,-0.6021538,-0.0443077,-0.031429,0.0128787
69,-0.89068,-0.7919569,"('lazy', 'industrious')",-0.3911935,-0.24595334,-0.6409367,-0.5189551,0.1219816
70,1.548589,1.5485452,"('lethargic', 'energetic')",-0.021890104,-0.08050346,0.7633494,0.7340209,-0.0293285
71,-0.05177353,0.015352441,"('diffident', 'self-confident')",0.41496083,0.42541367,0.1815937,0.220383,0.0387893
72,0.54713637,0.58994156,"('unambitious', 'ambitious')",-0.5786832,-0.51040965,-0.0157734,0.039766,0.0555394
73,0.0040699076,0.013309212,"('helpless', 'self-reliant')",-2.544794,-2.427118,-1.2703621,-1.2069044,0.0634577
74,0.99509275,1.0501909,"('undedicated', 'dedicated')",-0.5884961,-0.68102545,0.2032983,0.1845827,-0.0187156
75,-1.2846283,-1.2357728,"('meek', 'impulsive')",-0.4941126,-0.30834708,-0.8893704,-0.77206,0.1173104
76,1.7958859,1.8278655,"('anxious', 'daring')",-0.40520898,-0.45369,0.6953385,0.6870878,-0.0082507
77,0.9983536,0.9536959,"('unmotivated', 'motivated')",-0.96156883,-0.90718096,0.0183924,0.0232575,0.0048651
