,keycorp_male,keycorp_female,tuple,average_male,average_female,female-male
0,-0.15693733,-0.3170133,"('unsociable', 'sociable')",-0.1569373,-0.3170133,-0.160076
1,1.181719,1.1133538,"('unfriendly', 'friendly')",1.1817189,1.1133538,-0.0683651
2,1.3752044,1.4611771,"('unlikable', 'likable')",1.3752044,1.4611771,0.0859727
3,0.10984295,0.18645997,"('repellent', 'pleasant')",0.1098429,0.18646,0.0766171
4,-3.586826,-3.6456037,"('disliked', 'liked')",-3.5868261,-3.6456037,-0.0587776
5,0.19215697,0.16394728,"('distant', 'outgoing')",0.192157,0.1639473,-0.0282097
6,-0.11935121,-0.10589097,"('distant', 'open')",-0.1193512,-0.105891,0.0134602
7,0.5452389,0.53992873,"('insensitive', 'sensitive')",0.5452389,0.5399287,-0.0053102
8,0.37080273,0.34388462,"('unaffectionate', 'affectionate')",0.3708027,0.3438846,-0.0269181
9,1.2219399,1.2058057,"('unaffectionate', 'caring')",1.2219399,1.2058057,-0.0161342
10,-0.23405287,-0.19801156,"('unsympathetic', 'sympathetic')",-0.2340529,-0.1980116,0.0360413
11,2.0403454,2.0826757,"('unhelpful', 'helpful')",2.0403454,2.0826757,0.0423303
12,-0.43648434,-0.42156857,"('unsupportive', 'supportive')",-0.4364843,-0.4215686,0.0149157
13,-0.024564369,-0.12515016,"('impolite', 'polite')",-0.0245644,-0.1251502,-0.1005858
14,0.18981859,0.092811264,"('antisocial', 'social')",0.1898186,0.0928113,-0.0970073
15,0.5433641,0.4821229,"('boring', 'funny')",0.5433641,0.4821229,-0.0612412
16,0.091341645,0.021259459,"('unpopular', 'popular')",0.0913416,0.0212595,-0.0700821
17,-0.76745796,-0.697883,"('nasty', 'nice')",-0.767458,-0.697883,0.069575
18,-0.18863706,-0.20209885,"('disagreeable', 'welcoming')",-0.1886371,-0.2020988,-0.0134617
19,-0.79734415,-0.7586191,"('inhospitable', 'hospitable')",-0.7973441,-0.7586191,0.038725
20,0.05091124,0.08321734,"('rough', 'thoughtful')",0.0509112,0.0832173,0.0323061
21,0.017238304,0.035015453,"('immoral', 'moral')",0.0172383,0.0350155,0.0177772
22,-0.4450221,-0.43963492,"('untrustworthy', 'trustworthy')",-0.4450221,-0.4396349,0.0053872
23,3.5141537,3.4512968,"('insincere', 'sincere')",3.5141537,3.4512968,-0.0628569
24,0.93766016,0.92887574,"('dishonest', 'honest')",0.9376602,0.9288757,-0.0087845
25,0.20985973,0.15808639,"('egoistic', 'altruistic')",0.2098597,0.1580864,-0.0517733
26,0.4953013,0.42780015,"('hardhearted', 'benevolent')",0.4953013,0.4278001,-0.0675012
27,0.52702284,0.5218817,"('hardhearted', 'softhearted')",0.5270228,0.5218817,-0.0051411
28,0.76428926,0.65948826,"('disloyal', 'loyal')",0.7642893,0.6594883,-0.104801
29,-0.34997472,-0.39982852,"('unfair', 'fair')",-0.3499747,-0.3998285,-0.0498538
30,0.7299913,0.7171669,"('intolerant', 'tolerant')",0.7299913,0.7171669,-0.0128244
31,-1.6719202,-1.6669014,"('evil', 'good')",-1.6719202,-1.6669014,0.0050188
32,0.7889659,0.7319068,"('unkind', 'kind')",0.7889659,0.7319068,-0.0570591
33,0.64127135,0.6018366,"('wrong', 'right')",0.6412714,0.6018366,-0.0394348
34,2.8874547,2.9438026,"('mean', 'honorable')",2.8874547,2.9438026,0.0563479
35,-1.1577632,-1.2171063,"('corrupt', 'incorrupt')",-1.1577632,-1.2171063,-0.0593431
36,-0.5125214,-0.5625189,"('hostile', 'amicable')",-0.5125214,-0.5625189,-0.0499975
37,-0.59682024,-0.5744935,"('fake', 'genuine')",-0.5968202,-0.5744935,0.0223267
38,0.72696114,0.75161123,"('untruthful', 'truthful')",0.7269611,0.7516112,0.0246501
39,0.5180563,0.5714842,"('exploitative', 'cooperative')",0.5180563,0.5714842,0.0534279
40,-1.2206538,-1.2829099,"('stingy', 'generous')",-1.2206538,-1.2829099,-0.0622561
41,0.1495274,0.12972265,"('unforgiving', 'forgiving')",0.1495274,0.1297227,-0.0198047
42,-1.0698754,-0.98348856,"('unreliable', 'reliable')",-1.0698754,-0.9834886,0.0863868
43,0.5290599,0.52827114,"('irresponsible', 'responsible')",0.5290599,0.5282711,-0.0007888
44,-0.38239816,-0.34361634,"('prejudiced', 'unprejudiced')",-0.3823982,-0.3436163,0.0387819
45,-0.20672698,-0.22222139,"('incompetent', 'competent')",-0.206727,-0.2222214,-0.0154944
46,-0.14621079,-0.114737816,"('uncompetitive', 'competitive')",-0.1462108,-0.1147378,0.031473
47,3.147509,3.1977618,"('stupid', 'smart')",3.1475091,3.1977618,0.0502527
48,0.4120016,0.33856055,"('unintelligent', 'intelligent')",0.4120016,0.3385606,-0.073441
49,0.038515776,0.11761162,"('unable', 'able')",0.0385158,0.1176116,0.0790958
50,0.2491131,0.2778723,"('clumsy', 'skillful')",0.2491131,0.2778723,0.0287592
51,-0.54629093,-0.62995297,"('uneducated', 'educated')",-0.5462909,-0.629953,-0.0836621
52,-0.27687126,-0.37759885,"('irrational', 'rational')",-0.2768713,-0.3775989,-0.1007276
53,0.26133406,0.23516852,"('uncreative', 'creative')",0.2613341,0.2351685,-0.0261656
54,0.5021934,0.5642123,"('incapable', 'capable')",0.5021934,0.5642123,0.0620189
55,0.57118976,0.5568385,"('incompetent', 'clever')",0.5711898,0.5568385,-0.0143513
56,0.6864673,0.6555518,"('impractical', 'practical')",0.6864673,0.6555518,-0.0309155
57,-1.5721719,-1.5663656,"('unimaginative', 'imaginative')",-1.5721719,-1.5663656,0.0058063
58,0.21775205,0.19770592,"('undiscriminating', 'discriminating')",0.2177521,0.1977059,-0.0200462
59,0.6154918,0.5936115,"('foolish', 'wise')",0.6154918,0.5936115,-0.0218803
60,1.0111607,1.0467019,"('inefficient', 'efficient')",1.0111607,1.0467019,0.0355412
61,0.28410268,0.18233164,"('illogical', 'logical')",0.2841027,0.1823316,-0.1017711
62,1.2412921,1.3425242,"('incompetent', 'brilliant')",1.2412921,1.3425242,0.1012321
63,0.15359744,0.1582337,"('unperceptive', 'insightful')",0.1535974,0.1582337,0.0046363
64,-3.3940337,-3.4447238,"('shy', 'confident')",-3.3940337,-3.4447238,-0.0506901
65,0.5818292,0.5587157,"('insecure', 'secure')",0.5818292,0.5587157,-0.0231135
66,-0.2377359,-0.26746243,"('inactive', 'active')",-0.2377359,-0.2674624,-0.0297265
67,0.24470238,0.24641323,"('doubtful', 'determined')",0.2447024,0.2464132,0.0017108
68,-0.6143302,-0.6401806,"('dependent', 'independent')",-0.6143302,-0.6401806,-0.0258504
69,-0.40081874,-0.41632074,"('lazy', 'industrious')",-0.4008187,-0.4163207,-0.015502
70,0.3198919,0.34762537,"('lethargic', 'energetic')",0.3198919,0.3476254,0.0277335
71,0.90545714,0.8388138,"('diffident', 'self-confident')",0.9054571,0.8388138,-0.0666433
72,0.0088911,0.052091226,"('unambitious', 'ambitious')",0.0088911,0.0520912,0.0432001
73,-1.2729006,-1.250594,"('helpless', 'self-reliant')",-1.2729006,-1.250594,0.0223066
74,0.035785977,0.04606375,"('undedicated', 'dedicated')",0.035786,0.0460638,0.0102778
75,-0.19851127,-0.123054765,"('meek', 'impulsive')",-0.1985113,-0.1230548,0.0754565
76,0.42408654,0.43048275,"('anxious', 'daring')",0.4240865,0.4304827,0.0063962
77,0.02669568,0.0093842335,"('unmotivated', 'motivated')",0.0266957,0.0093842,-0.0173115
78,-0.10302979,-0.10932502,"('nonresilient', 'resilient')",-0.1030298,-0.109325,-0.0062952
79,-0.51003015,-0.5533182,"('wavering', 'unwavering')",-0.5100302,-0.5533182,-0.043288
80,-0.35295284,-0.3816156,"('dominated', 'dominating')",-0.3529528,-0.3816156,-0.0286628
81,0.12501702,0.14634061,"('submissive', 'aggressive')",0.125017,0.1463406,0.0213236
82,3.057158,3.0489888,"('poor', 'rich')",3.057158,3.0489888,-0.0081692
83,0.27289775,0.23743185,"('powerless', 'powerful')",0.2728978,0.2374319,-0.0354659
84,0.49733075,0.4794539,"('inferior', 'superior')",0.4973308,0.4794539,-0.0178769
85,-0.17288797,-0.20078063,"('insignificant', 'prestigious')",-0.172888,-0.2007806,-0.0278926
86,-0.1336377,-0.2698167,"('uninfluential', 'influential')",-0.1336377,-0.2698167,-0.136179
87,0.24164416,0.17546524,"('unsuccessful', 'successful')",0.2416442,0.1754652,-0.066179
88,0.19656822,0.19408178,"('low', 'eminent')",0.1965682,0.1940818,-0.0024864
