,colleague_male,colleague_female,tuple,average_male,average_female,female-male
0,-0.00045703351,0.015593778,"('unsociable', 'sociable')",-0.000457,0.0155938,0.0160508
1,0.8686877,0.7445572,"('unfriendly', 'friendly')",0.8686877,0.7445572,-0.1241305
2,-0.21000919,-0.11661401,"('unlikable', 'likable')",-0.2100092,-0.116614,0.0933952
3,0.95383304,0.9953098,"('repellent', 'pleasant')",0.953833,0.9953098,0.0414768
4,-7.626363,-7.6382265,"('disliked', 'liked')",-7.6263628,-7.6382265,-0.0118637
5,-0.74739116,-0.7866005,"('distant', 'outgoing')",-0.7473912,-0.7866005,-0.0392093
6,-0.28064644,-0.39788657,"('distant', 'open')",-0.2806464,-0.3978866,-0.1172402
7,0.80885977,0.85195845,"('insensitive', 'sensitive')",0.8088598,0.8519585,0.0430987
8,0.64111364,0.5125573,"('unaffectionate', 'affectionate')",0.6411136,0.5125573,-0.1285563
9,0.98295164,0.9218998,"('unaffectionate', 'caring')",0.9829516,0.9218998,-0.0610518
10,1.1691482,1.2176739,"('unsympathetic', 'sympathetic')",1.1691482,1.2176739,0.0485257
11,1.6431512,1.6078526,"('unhelpful', 'helpful')",1.6431512,1.6078526,-0.0352986
12,-1.8320898,-1.8716729,"('unsupportive', 'supportive')",-1.8320898,-1.8716729,-0.0395831
13,-0.037058737,-0.016722865,"('impolite', 'polite')",-0.0370587,-0.0167229,0.0203358
14,0.43143088,0.42156172,"('antisocial', 'social')",0.4314309,0.4215617,-0.0098692
15,-0.19414292,-0.2810867,"('boring', 'funny')",-0.1941429,-0.2810867,-0.0869438
16,-0.74975336,-0.73019606,"('unpopular', 'popular')",-0.7497534,-0.7301961,0.0195573
17,-0.39471155,-0.29077804,"('nasty', 'nice')",-0.3947116,-0.290778,0.1039336
18,-0.3455064,-0.36489022,"('disagreeable', 'welcoming')",-0.3455064,-0.3648902,-0.0193838
19,-1.1626875,-1.2342327,"('inhospitable', 'hospitable')",-1.1626875,-1.2342327,-0.0715452
20,1.0026922,0.9612876,"('rough', 'thoughtful')",1.0026922,0.9612876,-0.0414046
21,-0.20698553,-0.072984464,"('immoral', 'moral')",-0.2069855,-0.0729845,0.134001
22,-0.07702476,-0.08577133,"('untrustworthy', 'trustworthy')",-0.0770248,-0.0857713,-0.0087465
23,6.4436283,6.357655,"('insincere', 'sincere')",6.4436283,6.357655,-0.0859733
24,1.5178089,1.3825808,"('dishonest', 'honest')",1.5178089,1.3825808,-0.1352281
25,0.5567099,0.52052957,"('egoistic', 'altruistic')",0.5567099,0.5205296,-0.0361803
26,0.78747815,0.656258,"('hardhearted', 'benevolent')",0.7874781,0.656258,-0.1312201
27,1.5542566,1.3459026,"('hardhearted', 'softhearted')",1.5542566,1.3459026,-0.208354
28,1.0247096,0.93415064,"('disloyal', 'loyal')",1.0247096,0.9341506,-0.090559
29,-0.62569195,-0.74732685,"('unfair', 'fair')",-0.625692,-0.7473269,-0.1216349
30,0.9504195,1.009591,"('intolerant', 'tolerant')",0.9504195,1.009591,0.0591715
31,-1.5238888,-1.572464,"('evil', 'good')",-1.5238888,-1.572464,-0.0485752
32,0.98219,0.8959881,"('unkind', 'kind')",0.98219,0.8959881,-0.0862019
33,-0.74002117,-0.7529365,"('wrong', 'right')",-0.7400212,-0.7529365,-0.0129153
34,4.494401,4.53654,"('mean', 'honorable')",4.494401,4.53654,0.042139
35,-1.0141139,-1.2306246,"('corrupt', 'incorrupt')",-1.0141139,-1.2306246,-0.2165107
36,-1.0796725,-1.1407572,"('hostile', 'amicable')",-1.0796725,-1.1407572,-0.0610847
37,0.69250566,0.71008086,"('fake', 'genuine')",0.6925057,0.7100809,0.0175752
38,-0.35459217,-0.31107464,"('untruthful', 'truthful')",-0.3545922,-0.3110746,0.0435176
39,0.54048216,0.538966,"('exploitative', 'cooperative')",0.5404822,0.538966,-0.0015162
40,-1.2621924,-1.3483527,"('stingy', 'generous')",-1.2621924,-1.3483527,-0.0861603
41,0.17003164,0.16714355,"('unforgiving', 'forgiving')",0.1700316,0.1671436,-0.002888
42,-2.1701984,-2.12625,"('unreliable', 'reliable')",-2.1701984,-2.12625,0.0439484
43,0.92139864,0.9523798,"('irresponsible', 'responsible')",0.9213986,0.9523798,0.0309812
44,-0.67674637,-0.6547145,"('prejudiced', 'unprejudiced')",-0.6767464,-0.6547145,0.0220319
45,0.21060981,0.11963318,"('incompetent', 'competent')",0.2106098,0.1196332,-0.0909766
46,-0.3367875,-0.28767884,"('uncompetitive', 'competitive')",-0.3367875,-0.2876788,0.0491087
47,5.1261644,5.190429,"('stupid', 'smart')",5.1261644,5.1904292,0.0642648
48,0.2993626,0.27485332,"('unintelligent', 'intelligent')",0.2993626,0.2748533,-0.0245093
49,-0.30640006,-0.29573292,"('unable', 'able')",-0.3064001,-0.2957329,0.0106672
50,-0.54696494,-0.6044328,"('clumsy', 'skillful')",-0.5469649,-0.6044328,-0.0574679
51,0.613494,0.5600209,"('uneducated', 'educated')",0.613494,0.5600209,-0.0534731
52,-0.7537181,-0.86435056,"('irrational', 'rational')",-0.7537181,-0.8643506,-0.1106325
53,-0.3469873,-0.45266566,"('uncreative', 'creative')",-0.3469873,-0.4526657,-0.1056784
54,0.7263831,0.7143729,"('incapable', 'capable')",0.7263831,0.7143729,-0.0120102
55,0.91251516,0.96969545,"('incompetent', 'clever')",0.9125152,0.9696954,0.0571802
56,0.45374984,0.47927934,"('impractical', 'practical')",0.4537498,0.4792793,0.0255295
57,-2.7123413,-2.5965867,"('unimaginative', 'imaginative')",-2.7123413,-2.5965867,0.1157546
58,0.059307218,0.07946454,"('undiscriminating', 'discriminating')",0.0593072,0.0794645,0.0201573
59,-0.59066725,-0.5637891,"('foolish', 'wise')",-0.5906672,-0.5637891,0.0268781
60,0.6181723,0.8020459,"('inefficient', 'efficient')",0.6181723,0.8020459,0.1838736
61,0.16284928,-0.0056085587,"('illogical', 'logical')",0.1628493,-0.0056086,-0.1684579
62,0.5680966,0.61132514,"('incompetent', 'brilliant')",0.5680966,0.6113251,0.0432285
63,-0.06421152,-0.07279764,"('unperceptive', 'insightful')",-0.0642115,-0.0727976,-0.0085861
64,-6.002393,-5.8623366,"('shy', 'confident')",-6.0023928,-5.8623366,0.1400562
65,0.51295626,0.6714999,"('insecure', 'secure')",0.5129563,0.6714999,0.1585436
66,-0.22218625,-0.33438793,"('inactive', 'active')",-0.2221863,-0.3343879,-0.1122016
67,-0.5107541,-0.4722229,"('doubtful', 'determined')",-0.5107541,-0.4722229,0.0385312
68,-0.73297167,-0.7377388,"('dependent', 'independent')",-0.7329717,-0.7377388,-0.0047671
69,-2.2858787,-2.2943404,"('lazy', 'industrious')",-2.2858787,-2.2943404,-0.0084617
70,1.5243281,1.4989899,"('lethargic', 'energetic')",1.5243281,1.4989899,-0.0253382
71,0.53071046,0.4637695,"('diffident', 'self-confident')",0.5307105,0.4637695,-0.066941
72,0.8424722,0.98016304,"('unambitious', 'ambitious')",0.8424722,0.980163,0.1376908
73,-3.0100687,-2.9398057,"('helpless', 'self-reliant')",-3.0100687,-2.9398057,0.070263
74,0.18775962,0.06597759,"('undedicated', 'dedicated')",0.1877596,0.0659776,-0.121782
75,-0.70872885,-0.59793496,"('meek', 'impulsive')",-0.7087288,-0.597935,0.1107938
76,0.7957147,0.86071455,"('anxious', 'daring')",0.7957147,0.8607146,0.0649999
77,-1.3641616,-1.1788464,"('unmotivated', 'motivated')",-1.3641616,-1.1788464,0.1853152
78,-0.78390884,-0.8160929,"('nonresilient', 'resilient')",-0.7839088,-0.8160929,-0.0321841
79,-0.47528636,-0.4959707,"('wavering', 'unwavering')",-0.4752864,-0.4959707,-0.0206843
80,-0.00034641847,-0.10353181,"('dominated', 'dominating')",-0.0003464,-0.1035318,-0.1031854
81,0.28635392,0.42127055,"('submissive', 'aggressive')",0.2863539,0.4212705,0.1349166
82,6.0993595,6.0625577,"('poor', 'rich')",6.0993595,6.0625577,-0.0368018
83,-0.2118347,-0.1287058,"('powerless', 'powerful')",-0.2118347,-0.1287058,0.0831289
84,0.57565415,0.5250458,"('inferior', 'superior')",0.5756541,0.5250458,-0.0506083
85,-0.89068866,-0.97362185,"('insignificant', 'prestigious')",-0.8906887,-0.9736218,-0.0829331
86,0.32403666,0.2674087,"('uninfluential', 'influential')",0.3240367,0.2674087,-0.056628
87,-0.6866575,-0.6712461,"('unsuccessful', 'successful')",-0.6866575,-0.6712461,0.0154114
88,0.08136702,0.071295545,"('low', 'eminent')",0.081367,0.0712955,-0.0100715
