,pioneer_male,pioneer_female,tuple,natural_male,natural_female,resources_male,resources_female,co_male,co_female,average_male,average_female,female-male
0,1.2603848,1.3388072,"('unsociable', 'sociable')",0.25227034,0.1560994,0.006739557,-0.08731752,-0.43758118,-0.5124312,0.2704534,0.2237895,-0.0466639
1,-1.2530519,-1.4024786,"('unfriendly', 'friendly')",0.1353495,0.011986919,1.0363363,0.80284774,1.8561696,1.8045369,0.4437009,0.3042233,-0.1394776
2,0.5077224,0.59351206,"('unlikable', 'likable')",0.2877018,0.33347818,0.823128,0.8468464,0.89055383,1.0310943,0.6272765,0.7012327,0.0739562
3,1.368643,1.5751215,"('repellent', 'pleasant')",-0.43873203,-0.47265363,0.66400194,0.6648742,0.56760323,0.6071919,0.540379,0.5936335,0.0532545
4,-1.1968845,-1.3090051,"('disliked', 'liked')",0.103595875,0.113356814,0.22985414,0.24107413,-6.956128,-7.0031343,-1.9548907,-1.9894271,-0.0345364
5,-2.34656,-2.4465625,"('distant', 'outgoing')",0.14626873,0.24550802,0.34238222,0.3706011,-0.081527345,0.010442479,-0.4848591,-0.4550028,0.0298563
6,-2.1252966,-2.213079,"('distant', 'open')",-0.09638031,-0.058624264,0.12560838,0.10959427,0.38414013,0.4797906,-0.4279821,-0.4205796,0.0074025
7,1.8918654,2.041944,"('insensitive', 'sensitive')",1.5223507,1.5269281,1.0277672,1.0087985,0.14705227,0.18366009,1.1472589,1.1903327,0.0430738
8,-0.8460325,-1.021211,"('unaffectionate', 'affectionate')",-0.022446536,-0.09464504,-0.20004581,-0.2984928,0.8150082,0.7941702,-0.0633792,-0.1550447,-0.0916655
9,0.70820564,0.63023263,"('unaffectionate', 'caring')",0.8616638,0.79472136,1.0788754,0.9720378,1.2551292,1.284596,0.9759686,0.9203969,-0.0555717
10,2.450727,2.6353376,"('unsympathetic', 'sympathetic')",-0.19692618,-0.26481968,-0.56174845,-0.63177466,-0.77886355,-0.7395338,0.2282972,0.2498024,0.0215052
11,1.3264308,1.5089102,"('unhelpful', 'helpful')",1.2118979,1.3036075,0.8666513,0.92457294,1.578098,1.6733373,1.2457695,1.352607,0.1068375
12,2.151807,2.2672966,"('unsupportive', 'supportive')",1.0073042,1.0718207,1.1044526,1.1289805,-2.0841196,-2.0636399,0.5448611,0.6011145,0.0562534
13,1.4634364,1.6248817,"('impolite', 'polite')",0.38913485,0.42469248,0.14418212,0.14262182,-0.5857419,-0.6490202,0.3527529,0.3857939,0.033041
14,0.9984815,1.141251,"('antisocial', 'social')",0.05282452,0.06356514,0.17443681,0.20388299,-0.8036115,-0.8827478,0.1055328,0.1314878,0.025955
15,-0.3930413,-0.45305434,"('boring', 'funny')",1.0247719,1.003753,-0.18830359,-0.22721432,0.17462958,0.18571073,0.1545141,0.1272988,-0.0272153
16,-1.4167639,-1.578113,"('unpopular', 'popular')",1.0250753,0.812106,0.92063504,0.7836316,0.37646464,0.30279392,0.2263528,0.0801046,-0.1462482
17,-0.025853064,0.04871372,"('nasty', 'nice')",-0.044480503,0.020169493,-0.02916461,0.10697597,-0.28888246,-0.21429196,-0.0970952,-0.0096082,0.087487
18,0.23326638,0.23417124,"('disagreeable', 'welcoming')",-0.2449472,-0.19735332,-0.07761918,-0.0069047958,-0.5147023,-0.47167027,-0.1510006,-0.1104393,0.0405613
19,-1.1740932,-1.165534,"('inhospitable', 'hospitable')",-1.0952369,-0.96716696,-1.1861486,-1.1023163,-0.33788148,-0.15922216,-0.9483401,-0.8485599,0.0997802
20,0.67426014,0.7456813,"('rough', 'thoughtful')",-0.44374612,-0.38294074,-0.54294264,-0.47671822,0.41120747,0.39770144,0.0246947,0.0709309,0.0462362
21,1.6744196,1.8848649,"('immoral', 'moral')",1.3742486,1.3849493,0.77704525,0.7882336,-0.96517813,-0.8909402,0.7151339,0.7917769,0.076643
22,0.6004404,0.71261215,"('untrustworthy', 'trustworthy')",-0.028318707,-0.0034335256,-0.29648292,-0.28499907,-0.6852536,-0.64505523,-0.1024037,-0.0552189,0.0471848
23,1.4495918,1.569706,"('insincere', 'sincere')",1.0723598,0.9605951,1.1544269,1.0268259,5.643848,5.6037836,2.3300567,2.2902277,-0.039829
24,0.50009006,0.51683414,"('dishonest', 'honest')",0.039172553,0.087600365,0.100413635,0.085155174,0.652818,0.6218018,0.3231236,0.3278479,0.0047243
25,-1.027374,-1.1405,"('egoistic', 'altruistic')",0.08811801,0.042188186,1.0940268,1.0328566,1.4287809,1.3281509,0.3958879,0.3156739,-0.080214
26,-0.15486154,-0.3457648,"('hardhearted', 'benevolent')",0.7998726,0.7247906,1.1615274,1.0386703,1.3866351,1.3208886,0.7982934,0.6846462,-0.1136472
27,0.8282128,0.80312747,"('hardhearted', 'softhearted')",-0.83925736,-0.7375653,0.2715108,0.27277666,1.3660005,1.314987,0.4066167,0.4133314,0.0067147
28,1.222743,1.2115288,"('disloyal', 'loyal')",1.0225918,0.86534077,0.37212157,0.21655378,0.7612115,0.66333956,0.844667,0.7391907,-0.1054763
29,-0.6579926,-0.69612527,"('unfair', 'fair')",0.24614462,0.27392843,0.167955,0.18360305,-0.2691075,-0.32988027,-0.1282501,-0.1421185,-0.0138684
30,1.6890876,1.8059893,"('intolerant', 'tolerant')",0.78879416,0.84519756,1.5086468,1.5445964,0.17593774,0.2671252,1.0406166,1.1157272,0.0751106
31,-2.4965339,-2.6268659,"('evil', 'good')",-1.9099764,-1.8179741,-0.97593516,-0.9220885,-0.4742408,-0.3871336,-1.4641715,-1.4385155,0.025656
32,1.1473854,1.1767157,"('unkind', 'kind')",0.22685495,0.16429469,0.48671627,0.3927138,0.882669,0.7451052,0.6859064,0.6197073,-0.0661991
33,-0.014835253,-0.12670484,"('wrong', 'right')",1.5309051,1.5609156,1.4486197,1.4757067,-0.15320498,-0.25608438,0.7028712,0.6634582,-0.039413
34,0.031642757,0.1651434,"('mean', 'honorable')",0.83569026,0.97959864,0.7717052,0.8376469,5.374498,5.5238066,1.753384,1.8765489,0.1231649
35,-2.4726179,-2.7040768,"('corrupt', 'incorrupt')",-0.9177749,-0.94859076,-1.0542269,-1.0615298,-0.30821487,-0.37344965,-1.1882086,-1.2719117,-0.0837031
36,-2.574727,-2.795745,"('hostile', 'amicable')",-1.867661,-1.9595326,-1.7124908,-1.8482488,0.47571158,0.34557703,-1.4197917,-1.5644873,-0.1446956
37,0.481028,0.56787974,"('fake', 'genuine')",0.25794235,0.21528305,-0.1286961,-0.1471525,0.17458892,0.19547406,0.1962158,0.2078711,0.0116553
38,0.33867714,0.35594517,"('untruthful', 'truthful')",0.8133522,0.8325093,1.1196086,1.0992062,-0.06313841,0.03377354,0.5521249,0.5803585,0.0282336
39,1.3872519,1.4530575,"('exploitative', 'cooperative')",0.3027953,0.432305,-0.44263414,-0.32770085,0.52705353,0.60702354,0.4436166,0.5411713,0.0975547
40,0.7341121,0.69964516,"('stingy', 'generous')",0.5387012,0.4820253,0.4008039,0.4056919,-2.2272153,-2.3276205,-0.1383995,-0.1850646,-0.0466651
41,0.6366744,0.6482554,"('unforgiving', 'forgiving')",-0.3322921,-0.35153022,0.14685331,0.13097619,0.4216625,0.42207626,0.2182245,0.2124444,-0.0057801
42,0.8182156,0.9561006,"('unreliable', 'reliable')",1.8708177,1.961438,1.4362454,1.5817498,-2.721673,-2.6334612,0.3509014,0.4664568,0.1155554
43,1.7232065,1.8840135,"('irresponsible', 'responsible')",0.7372653,0.8355746,0.34080932,0.36751023,0.11744375,0.22807348,0.7296813,0.828793,0.0991117
44,-1.3777796,-1.3227155,"('prejudiced', 'unprejudiced')",-0.69221294,-0.58821857,-0.9528715,-0.8326476,-0.8718859,-0.8684978,-0.9736875,-0.9030199,0.0706676
45,1.0516527,1.1815691,"('incompetent', 'competent')",0.44648018,0.37847015,0.13528807,0.058658704,-0.54288805,-0.5391962,0.2726332,0.2698755,-0.0027577
46,1.6467453,1.9348586,"('uncompetitive', 'competitive')",0.5200222,0.50669044,0.5848355,0.5557629,-1.4447702,-1.4104438,0.3267082,0.3967171,0.0700089
47,-0.44992724,-0.4000748,"('stupid', 'smart')",0.85511005,0.8658213,0.9243331,0.9686598,5.4431305,5.5254455,1.6931616,1.7399629,0.0468013
48,1.8341464,1.8910393,"('unintelligent', 'intelligent')",0.6372308,0.58055174,-0.116401374,-0.2053177,-0.4651716,-0.46145514,0.472451,0.4512045,-0.0212465
