,brush_male,brush_female,tuple,average_male,average_female,female-male
59,-0.29340798,-0.26669303,"('foolish', 'wise')",-0.293408,-0.266693,0.026715
60,0.3523127,0.51615626,"('inefficient', 'efficient')",0.3523127,0.5161563,0.1638436
61,0.3568159,0.17755435,"('illogical', 'logical')",0.3568159,0.1775544,-0.1792615
62,0.38925815,0.71541995,"('incompetent', 'brilliant')",0.3892581,0.7154199,0.3261618
63,0.34337682,0.4090784,"('unperceptive', 'insightful')",0.3433768,0.4090784,0.0657016
64,-7.5787244,-7.3188105,"('shy', 'confident')",-7.5787244,-7.3188105,0.2599139
65,-0.73593515,-0.44784942,"('insecure', 'secure')",-0.7359352,-0.4478494,0.2880858
66,-0.4953557,-0.531735,"('inactive', 'active')",-0.4953557,-0.531735,-0.0363793
67,-0.71085155,-0.8192249,"('doubtful', 'determined')",-0.7108516,-0.8192249,-0.1083733
68,-1.1993443,-1.0367686,"('dependent', 'independent')",-1.1993443,-1.0367686,0.1625757
69,-1.4505134,-1.5062528,"('lazy', 'industrious')",-1.4505134,-1.5062528,-0.0557394
70,0.43602106,0.71942276,"('lethargic', 'energetic')",0.4360211,0.7194228,0.2834017
71,0.3435771,0.3608542,"('diffident', 'self-confident')",0.3435771,0.3608542,0.0172771
72,0.33366024,0.45703033,"('unambitious', 'ambitious')",0.3336602,0.4570303,0.1233701
73,-3.6807084,-3.3169148,"('helpless', 'self-reliant')",-3.6807084,-3.3169148,0.3637936
74,0.34428596,0.15747161,"('undedicated', 'dedicated')",0.344286,0.1574716,-0.1868144
75,-1.4633698,-1.3272929,"('meek', 'impulsive')",-1.4633698,-1.3272929,0.1360769
76,0.11431375,0.12613541,"('anxious', 'daring')",0.1143138,0.1261354,0.0118216
77,-1.0474646,-0.85218185,"('unmotivated', 'motivated')",-1.0474646,-0.8521819,0.1952827
78,-0.034450714,-0.17496601,"('nonresilient', 'resilient')",-0.0344507,-0.174966,-0.1405153
79,-0.1680326,-0.1837357,"('wavering', 'unwavering')",-0.1680326,-0.1837357,-0.0157031
80,-0.3712749,-0.3417884,"('dominated', 'dominating')",-0.3712749,-0.3417884,0.0294865
81,-0.6066479,-0.36146766,"('submissive', 'aggressive')",-0.6066479,-0.3614677,0.2451802
82,6.1452403,6.539897,"('poor', 'rich')",6.1452403,6.539897,0.3946567
83,-0.8814244,-0.90087,"('powerless', 'powerful')",-0.8814244,-0.90087,-0.0194456
84,0.17673081,0.25131494,"('inferior', 'superior')",0.1767308,0.2513149,0.0745841
85,0.076697245,-0.25660613,"('insignificant', 'prestigious')",0.0766972,-0.2566061,-0.3333033
86,0.7761876,0.57549924,"('uninfluential', 'influential')",0.7761876,0.5754992,-0.2006884
87,-0.27689928,-0.015121622,"('unsuccessful', 'successful')",-0.2768993,-0.0151216,0.2617777
88,0.4660702,0.47995436,"('low', 'eminent')",0.4660702,0.4799544,0.0138842
