,brush_male,brush_female,tuple,average_male,average_female,female-male
0,-0.29296905,-0.31112677,"('unsociable', 'sociable')",-0.292969,-0.3111268,-0.0181578
1,2.3572226,2.2326796,"('unfriendly', 'friendly')",2.3572226,2.2326796,-0.124543
2,0.12403621,0.24797086,"('unlikable', 'likable')",0.1240362,0.2479709,0.1239347
3,0.10976123,0.4400881,"('repellent', 'pleasant')",0.1097612,0.4400881,0.3303269
4,-7.695871,-7.806117,"('disliked', 'liked')",-7.6958709,-7.8061171,-0.1102462
5,0.13263336,0.07803016,"('distant', 'outgoing')",0.1326334,0.0780302,-0.0546032
6,0.41610974,0.3560061,"('distant', 'open')",0.4161097,0.3560061,-0.0601036
7,1.0971197,1.280946,"('insensitive', 'sensitive')",1.0971197,1.280946,0.1838263
8,1.7240438,1.5352294,"('unaffectionate', 'affectionate')",1.7240438,1.5352294,-0.1888144
9,2.3167,2.3328037,"('unaffectionate', 'caring')",2.3167,2.3328037,0.0161037
10,0.811015,0.8324612,"('unsympathetic', 'sympathetic')",0.811015,0.8324612,0.0214462
11,1.8410094,2.0366824,"('unhelpful', 'helpful')",1.8410094,2.0366824,0.195673
12,-1.1098174,-1.11279,"('unsupportive', 'supportive')",-1.1098174,-1.11279,-0.0029726
13,0.06435973,0.048136964,"('impolite', 'polite')",0.0643597,0.048137,-0.0162227
14,-0.47260055,-0.46034062,"('antisocial', 'social')",-0.4726005,-0.4603406,0.0122599
15,0.7736369,0.72115946,"('boring', 'funny')",0.7736369,0.7211595,-0.0524774
16,-0.6183485,-0.48304772,"('unpopular', 'popular')",-0.6183485,-0.4830477,0.1353008
17,-0.0933629,-0.06967973,"('nasty', 'nice')",-0.0933629,-0.0696797,0.0236832
18,-0.22406608,-0.20829713,"('disagreeable', 'welcoming')",-0.2240661,-0.2082971,0.015769
19,0.23808184,0.21908176,"('inhospitable', 'hospitable')",0.2380818,0.2190818,-0.019
20,0.66877675,0.62888765,"('rough', 'thoughtful')",0.6687768,0.6288877,-0.0398891
21,-0.032356646,0.079276994,"('immoral', 'moral')",-0.0323566,0.079277,0.1116336
22,-1.3691146,-1.1688862,"('untrustworthy', 'trustworthy')",-1.3691146,-1.1688862,0.2002284
23,6.7622952,7.041437,"('insincere', 'sincere')",6.7622952,7.0414371,0.2791419
24,1.7992206,1.8759061,"('dishonest', 'honest')",1.7992206,1.8759061,0.0766855
25,1.1988647,1.1862078,"('egoistic', 'altruistic')",1.1988647,1.1862078,-0.0126569
26,1.6051632,1.084694,"('hardhearted', 'benevolent')",1.6051632,1.084694,-0.5204692
27,2.2400792,2.095641,"('hardhearted', 'softhearted')",2.2400792,2.0956409,-0.1444383
28,1.1729289,1.0878426,"('disloyal', 'loyal')",1.1729289,1.0878426,-0.0850863
29,-1.1695989,-1.2155755,"('unfair', 'fair')",-1.1695989,-1.2155755,-0.0459766
30,0.79488665,0.8775386,"('intolerant', 'tolerant')",0.7948866,0.8775386,0.082652
31,-1.2689679,-1.3061293,"('evil', 'good')",-1.2689679,-1.3061293,-0.0371614
32,1.510856,1.3668242,"('unkind', 'kind')",1.510856,1.3668242,-0.1440318
33,0.15761244,0.1149607,"('wrong', 'right')",0.1576124,0.1149607,-0.0426517
34,4.8722587,5.1610203,"('mean', 'honorable')",4.8722587,5.1610203,0.2887616
35,-0.4505221,-0.61171913,"('corrupt', 'incorrupt')",-0.4505221,-0.6117191,-0.161197
36,-0.3853276,-0.5053262,"('hostile', 'amicable')",-0.3853276,-0.5053262,-0.1199986
37,1.0984724,1.1016731,"('fake', 'genuine')",1.0984724,1.1016731,0.0032007
38,0.4864635,0.4805481,"('untruthful', 'truthful')",0.4864635,0.4805481,-0.0059154
39,0.34388334,0.32643163,"('exploitative', 'cooperative')",0.3438833,0.3264316,-0.0174517
40,-1.8628656,-1.908695,"('stingy', 'generous')",-1.8628656,-1.908695,-0.0458294
41,0.8540501,0.49929154,"('unforgiving', 'forgiving')",0.8540501,0.4992915,-0.3547586
42,-3.416615,-3.1530948,"('unreliable', 'reliable')",-3.416615,-3.1530948,0.2635202
43,0.754656,0.7979245,"('irresponsible', 'responsible')",0.754656,0.7979245,0.0432685
44,-2.2256818,-2.143464,"('prejudiced', 'unprejudiced')",-2.2256818,-2.1434641,0.0822177
45,-0.28305787,-0.19667408,"('incompetent', 'competent')",-0.2830579,-0.1966741,0.0863838
46,-0.8590523,-0.8983697,"('uncompetitive', 'competitive')",-0.8590523,-0.8983697,-0.0393174
47,5.0665026,5.2537727,"('stupid', 'smart')",5.0665026,5.2537727,0.1872701
48,0.9424217,0.92042303,"('unintelligent', 'intelligent')",0.9424217,0.920423,-0.0219987
49,-0.22784853,-0.07097161,"('unable', 'able')",-0.2278485,-0.0709716,0.1568769
50,-0.75515753,-0.6000266,"('clumsy', 'skillful')",-0.7551575,-0.6000266,0.1551309
51,0.5669387,0.63039696,"('uneducated', 'educated')",0.5669387,0.630397,0.0634583
52,-0.5137027,-0.48883814,"('irrational', 'rational')",-0.5137027,-0.4888381,0.0248646
53,0.77517384,0.6665519,"('uncreative', 'creative')",0.7751738,0.6665519,-0.1086219
54,1.1842005,1.3986828,"('incapable', 'capable')",1.1842005,1.3986828,0.2144823
55,0.33940414,0.51280814,"('incompetent', 'clever')",0.3394041,0.5128081,0.173404
56,0.42931786,0.6560579,"('impractical', 'practical')",0.4293179,0.6560579,0.22674
57,-2.6920428,-2.6926746,"('unimaginative', 'imaginative')",-2.6920428,-2.6926746,-0.0006318
58,0.037252594,0.0557573,"('undiscriminating', 'discriminating')",0.0372526,0.0557573,0.0185047
