,doorpost_male,doorpost_female,tuple,average_male,average_female,female-male
0,0.8795438,0.8641316,"('unsociable', 'sociable')",0.8795438,0.8641316,-0.0154122
1,0.04578948,0.10942721,"('unfriendly', 'friendly')",0.0457895,0.1094272,0.0636377
2,-0.17019156,-0.11307013,"('unlikable', 'likable')",-0.1701916,-0.1130701,0.0571215
3,0.30048016,0.55095553,"('repellent', 'pleasant')",0.3004802,0.5509555,0.2504753
4,-4.1611447,-4.227565,"('disliked', 'liked')",-4.1611447,-4.2275648,-0.0664201
5,-0.85996616,-0.8317263,"('distant', 'outgoing')",-0.8599662,-0.8317263,0.0282399
6,-0.8406225,-0.7989556,"('distant', 'open')",-0.8406225,-0.7989556,0.0416669
7,1.3290726,1.5507895,"('insensitive', 'sensitive')",1.3290726,1.5507895,0.2217169
8,-0.17796922,-0.16042283,"('unaffectionate', 'affectionate')",-0.1779692,-0.1604228,0.0175464
9,0.49439284,0.66539437,"('unaffectionate', 'caring')",0.4943928,0.6653944,0.1710016
10,0.6123619,0.75626796,"('unsympathetic', 'sympathetic')",0.6123619,0.756268,0.1439061
11,1.676644,1.8139447,"('unhelpful', 'helpful')",1.676644,1.8139447,0.1373007
12,-0.51389974,-0.34067395,"('unsupportive', 'supportive')",-0.5138997,-0.340674,0.1732257
13,1.2735014,1.2735757,"('impolite', 'polite')",1.2735014,1.2735757,7.43e-05
14,0.9156889,0.8370565,"('antisocial', 'social')",0.9156889,0.8370565,-0.0786324
15,0.7770491,0.56497735,"('boring', 'funny')",0.7770491,0.5649773,-0.2120718
16,-0.8090667,-0.753699,"('unpopular', 'popular')",-0.8090667,-0.753699,0.0553677
17,0.18261532,0.22242956,"('nasty', 'nice')",0.1826153,0.2224296,0.0398143
18,-0.3488268,-0.24550721,"('disagreeable', 'welcoming')",-0.3488268,-0.2455072,0.1033196
19,-0.61489403,-0.60076,"('inhospitable', 'hospitable')",-0.614894,-0.60076,0.014134
20,0.0858472,0.085935235,"('rough', 'thoughtful')",0.0858472,0.0859352,8.8e-05
21,0.52403104,0.71089923,"('immoral', 'moral')",0.524031,0.7108992,0.1868682
22,-0.09150908,0.088082485,"('untrustworthy', 'trustworthy')",-0.0915091,0.0880825,0.1795916
23,4.1260138,4.3048515,"('insincere', 'sincere')",4.1260138,4.3048515,0.1788377
24,1.2045621,1.456376,"('dishonest', 'honest')",1.2045621,1.456376,0.2518139
25,0.050849617,0.002877988,"('egoistic', 'altruistic')",0.0508496,0.002878,-0.0479716
26,0.121292144,-0.18206617,"('hardhearted', 'benevolent')",0.1212921,-0.1820662,-0.3033583
27,0.6756793,0.6686775,"('hardhearted', 'softhearted')",0.6756793,0.6686775,-0.0070018
28,0.67405504,0.6694311,"('disloyal', 'loyal')",0.674055,0.6694311,-0.0046239
29,-0.35887548,-0.385931,"('unfair', 'fair')",-0.3588755,-0.385931,-0.0270555
30,1.2357036,1.2699435,"('intolerant', 'tolerant')",1.2357036,1.2699435,0.0342399
31,-1.809384,-1.792998,"('evil', 'good')",-1.809384,-1.792998,0.016386
32,0.9266175,0.8671552,"('unkind', 'kind')",0.9266175,0.8671552,-0.0594623
