,host_male,host_female,tuple,hotels_male,hotels_female,&_male,&_female,resorts_male,resorts_female,inc_male,inc_female,average_male,average_female,female-male
0,0.952763,0.8866401,"('unsociable', 'sociable')",1.1975276,1.1634792,-0.11505211,-0.19784579,0.69542533,0.66853523,-0.2647823,-0.3988785,0.4931763,0.424386,-0.0687903
1,-1.465987,-1.4245616,"('unfriendly', 'friendly')",0.34068167,0.3828605,-0.096625805,-0.04433143,0.9846154,1.0443647,2.4275062,2.2944794,0.4380381,0.4505623,0.0125242
2,0.23355874,0.3519318,"('unlikable', 'likable')",1.6303954,1.7404877,1.8228185,1.9428025,2.2941394,2.3499908,1.3512981,1.4184743,1.4664421,1.5607374,0.0942953
3,0.089339435,0.1953087,"('repellent', 'pleasant')",0.1403256,0.27654934,-0.530838,-0.42383114,-0.52638847,-0.41928995,-0.029578486,0.01605697,-0.171428,-0.0710412,0.1003868
4,-1.8115203,-1.7597108,"('disliked', 'liked')",0.112833366,0.09389414,0.2752093,0.22818078,0.6973155,0.718938,-5.661001,-5.68167,-1.2774326,-1.2800736,-0.002641
5,-2.678614,-2.6387994,"('distant', 'outgoing')",0.22304122,0.18838464,0.719038,0.84285206,1.6651632,1.6119397,0.43499318,0.41801834,0.0727243,0.084479,0.0117547
6,-2.5343175,-2.451839,"('distant', 'open')",0.06960398,0.05433202,0.6428418,0.81579286,1.279409,1.2549034,0.9601848,0.89388907,0.0835444,0.1134157,0.0298713
7,1.457045,1.4453818,"('insensitive', 'sensitive')",0.46897525,0.55640817,0.32831398,0.3006957,-0.27280286,-0.18660927,0.4442705,0.40157545,0.4851604,0.5034904,0.01833
8,-1.0142764,-1.0066228,"('unaffectionate', 'affectionate')",-0.31767634,-0.34155774,-1.0243456,-0.93471825,0.78302944,0.70104223,1.064909,0.95372856,-0.101672,-0.1256256,-0.0239536
9,0.12774272,0.1939179,"('unaffectionate', 'caring')",0.45889217,0.46474376,-0.4256214,-0.39092234,1.3395464,1.3147961,1.5024917,1.4569035,0.6006104,0.6078877,0.0072773
10,1.6622382,1.6544946,"('unsympathetic', 'sympathetic')",-0.08247151,0.012904406,-1.8025017,-1.8241099,-1.2835364,-1.1683875,-0.76318246,-0.77399933,-0.4538908,-0.4198195,0.0340713
11,1.2167022,1.1795505,"('unhelpful', 'helpful')",-0.7583662,-0.7319765,-0.52140415,-0.5167866,-0.71566826,-0.67890483,1.681981,1.7085478,0.1806489,0.1920861,0.0114372
12,1.6987509,1.7871587,"('unsupportive', 'supportive')",1.2137938,1.304308,0.29765,0.45750484,1.1639531,1.2308899,-1.1927445,-1.1827685,0.6362807,0.7194186,0.0831379
13,1.9967905,1.8861841,"('impolite', 'polite')",0.7780921,0.7873444,0.083144315,-0.039855193,0.22645634,0.21720257,-0.3637495,-0.4672786,0.5441468,0.4767195,-0.0674273
14,1.9989035,1.9611868,"('antisocial', 'social')",2.6918125,2.704276,0.9396888,0.88326406,1.2187687,1.2836778,-0.9268315,-0.9046118,1.1844683,1.1855587,0.0010904
15,-0.4495191,-0.5856821,"('boring', 'funny')",-0.16256084,-0.2236348,0.013162296,-0.10926936,-0.16515213,-0.28443652,0.43404943,0.39070818,-0.0660041,-0.1624629,-0.0964588
16,-1.4487888,-1.3772045,"('unpopular', 'popular')",1.1533216,1.1411129,0.68863964,0.69855803,2.4287276,2.4247644,0.74775726,0.76499736,0.7139315,0.7304457,0.0165142
17,-1.2654418,-1.223045,"('nasty', 'nice')",-0.07862834,-0.03320524,-0.58655167,-0.52336466,0.014846098,0.057741918,-0.25097424,-0.14716198,-0.43335,-0.373807,0.059543
18,0.016854845,0.023627065,"('disagreeable', 'welcoming')",0.47947484,0.5081376,1.5588702,1.6191406,0.86774856,0.91483235,-0.05721824,-0.13872275,0.573146,0.585403,0.012257
19,-1.4776945,-1.4642961,"('inhospitable', 'hospitable')",-1.6634933,-1.6252906,-0.57975775,-0.513639,-1.2867584,-1.2331747,0.15600318,0.2067998,-0.9703402,-0.9259201,0.0444201
20,0.17244954,0.21870312,"('rough', 'thoughtful')",-0.19525443,-0.11110624,0.38293278,0.46515703,-0.7114444,-0.6311053,0.8885366,0.85241336,0.107444,0.1588124,0.0513684
21,1.203901,1.2011468,"('immoral', 'moral')",0.3988438,0.42376548,-0.48644242,-0.52831715,-1.1269492,-1.025311,-1.003281,-0.9515275,-0.2027856,-0.1760487,0.0267369
22,0.37484282,0.36059734,"('untrustworthy', 'trustworthy')",0.17955151,0.23196018,0.75700974,0.76122314,-0.7196292,-0.6368453,-1.0267437,-1.0714062,-0.0869938,-0.0708942,0.0160996
23,0.7386082,0.7094366,"('insincere', 'sincere')",0.19907506,0.28683433,-0.90538454,-0.8786867,-0.69195604,-0.66137594,5.224543,5.1290474,0.9129771,0.9170511,0.004074
24,1.0924034,1.0349107,"('dishonest', 'honest')",-0.27693546,-0.28106886,-0.6779899,-0.72213674,-0.9644268,-0.9833778,0.82550883,0.74296385,-0.000288,-0.0417418,-0.0414538
25,-1.2422471,-1.1854439,"('egoistic', 'altruistic')",0.23376329,0.20737241,0.50972253,0.4446882,0.78742516,0.7662382,1.6749145,1.6108521,0.3927157,0.3687414,-0.0239743
26,-0.08189984,-0.076114364,"('hardhearted', 'benevolent')",1.5894009,1.5981797,2.1249309,2.0191932,0.8962207,0.9668117,1.7525005,1.6855209,1.2562306,1.2387182,-0.0175124
27,-0.36323673,-0.37955707,"('hardhearted', 'softhearted')",-0.5939471,-0.5801055,-0.059291862,-0.035552632,0.020860003,-0.07645045,1.5644014,1.3783354,0.1137571,0.0613339,-0.0524232
28,0.5535096,0.50973034,"('disloyal', 'loyal')",-0.20320177,-0.25768566,-0.05017115,-0.16128883,-0.92244565,-0.94443667,0.8327085,0.7299174,0.0420799,-0.0247527,-0.0668326
29,-0.86591583,-0.86276895,"('unfair', 'fair')",0.13859402,0.1464254,0.03976073,0.09897032,0.25134254,0.24497183,-0.5473819,-0.6482438,-0.1967201,-0.204129,-0.0074089
30,1.4697692,1.4255539,"('intolerant', 'tolerant')",1.8932464,1.9305276,0.3142264,0.28860933,0.68275994,0.73238,0.7674127,0.6963562,1.0254829,1.0146854,-0.0107975
31,-2.688799,-2.559509,"('evil', 'good')",-0.9405013,-0.845201,-0.30898854,-0.15380865,-0.15499578,-0.055736206,-0.56264013,-0.588673,-0.931185,-0.8405856,0.0905994
32,1.1820205,1.1691734,"('unkind', 'kind')",0.986644,0.95010185,0.25697008,0.12941653,-0.48967668,-0.51913834,0.7903863,0.68452716,0.5452688,0.4828161,-0.0624527
33,0.08013797,0.051000908,"('wrong', 'right')",0.18071313,0.11852056,0.5225429,0.54737055,1.351433,1.3259261,0.0532268,-0.044558093,0.4376108,0.399652,-0.0379588
34,-0.87020403,-0.77205735,"('mean', 'honorable')",0.37432685,0.4911729,-0.026320733,0.04277228,0.26202628,0.3600236,5.8387094,5.8684535,1.1157076,1.198073,0.0823654
35,-1.6364037,-1.7112292,"('corrupt', 'incorrupt')",-0.65181214,-0.75313,0.90455556,0.8363064,0.39846754,0.30352724,0.4263844,0.26141888,-0.1117617,-0.2126214,-0.1008597
36,-2.1041605,-2.0255404,"('hostile', 'amicable')",-0.65620905,-0.5963433,0.13450973,0.17075026,0.8335834,0.9076159,0.72133934,0.54432917,-0.2141874,-0.1998376,0.0143498
37,0.010437153,-0.04165124,"('fake', 'genuine')",-0.49966967,-0.5121461,-0.50829446,-0.4543585,-1.2424983,-1.2855304,-0.016492665,-0.032720983,-0.4513036,-0.4652815,-0.0139779
38,-0.1264245,-0.075759545,"('untruthful', 'truthful')",-1.0731335,-1.0294021,0.042387635,0.10514769,0.04257735,0.0670441,0.1293484,0.16770701,-0.1970489,-0.1530526,0.0439963
39,2.378694,2.3569043,"('exploitative', 'cooperative')",0.9826285,1.0057868,0.9468876,0.895759,0.57504314,0.56052136,0.31695032,0.30984914,1.0400408,1.0257642,-0.0142766
40,-0.42724332,-0.34679213,"('stingy', 'generous')",0.68450236,0.717567,0.0723687,0.13430373,0.7438283,0.7944595,-1.1808248,-1.2839588,-0.0214737,0.0031159,0.0245896
