,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.119484,-1.1292115,"('unsociable', 'sociable')",-0.06716944,-0.17763735,-0.6911164,-0.7640341,-0.6259232,-0.6902943,-0.0643711
1,0.5172195,0.59423715,"('unfriendly', 'friendly')",-0.33232358,-0.36464727,1.8331435,1.6906482,0.6726798,0.6400793,-0.0326005
2,0.28864658,0.33863816,"('unlikable', 'likable')",1.4109287,1.4727992,0.78200525,0.8896957,0.8271935,0.9003777,0.0731842
3,-1.7263789,-1.6288666,"('repellent', 'pleasant')",-0.4060659,-0.3768142,-0.12429986,-0.08596504,-0.7522482,-0.6972152,0.055033
4,0.8874359,0.89576864,"('disliked', 'liked')",0.2029141,0.2072198,-6.2430453,-6.305834,-1.7175651,-1.7342819,-0.0167168
5,1.627047,1.6597482,"('distant', 'outgoing')",-0.071768746,-0.0052922703,0.13383561,0.13385178,0.563038,0.5961026,0.0330646
6,1.3943433,1.4431008,"('distant', 'open')",-0.062646806,-0.024142124,0.6891667,0.6258054,0.6736211,0.681588,0.0079669
7,-1.1913259,-1.129644,"('insensitive', 'sensitive')",-1.2168605,-1.205696,0.005911123,0.0059636272,-0.8007584,-0.7764588,0.0242996
8,0.35956416,0.35363704,"('unaffectionate', 'affectionate')",-0.24123015,-0.29668543,0.6751229,0.5611315,0.2644856,0.2060277,-0.0584579
9,-0.008106254,0.0075333863,"('unaffectionate', 'caring')",-0.10050655,-0.11544392,0.97048354,0.93077374,0.2872903,0.2742877,-0.0130026
10,-2.5436244,-2.5192678,"('unsympathetic', 'sympathetic')",-1.5282791,-1.4973121,-1.2126431,-1.2428435,-1.7615155,-1.7531411,0.0083744
11,-2.0358987,-1.9912298,"('unhelpful', 'helpful')",-0.48206627,-0.4775973,1.1088811,1.1231866,-0.4696946,-0.4485468,0.0211478
12,-0.6237674,-0.5155363,"('unsupportive', 'supportive')",-0.4789772,-0.29234827,-2.2544022,-2.2231185,-1.1190489,-1.0103343,0.1087146
13,-0.48139837,-0.5208646,"('impolite', 'polite')",0.56783384,0.5120981,-0.70373887,-0.6631915,-0.2057678,-0.223986,-0.0182182
14,-1.9462508,-1.9169961,"('antisocial', 'social')",0.10248119,0.07264641,-0.97907966,-0.9857954,-0.9409498,-0.9433817,-0.0024319
15,0.5305083,0.4232482,"('boring', 'funny')",-0.016438909,-0.12900752,0.63948363,0.579269,0.3845177,0.2911699,-0.0933478
16,1.5090129,1.5466282,"('unpopular', 'popular')",0.8960454,0.8771961,0.96004134,0.91738987,1.1216999,1.1137381,-0.0079618
17,-0.15569183,-0.11190297,"('nasty', 'nice')",-0.9005801,-0.89608806,-0.5716514,-0.52652365,-0.5426411,-0.5115049,0.0311362
18,0.27579102,0.3070535,"('disagreeable', 'welcoming')",0.6533809,0.7102371,-0.37542033,-0.44836184,0.1845839,0.1896429,0.005059
19,0.8162668,0.84474456,"('inhospitable', 'hospitable')",-0.42538738,-0.42838997,0.119197905,0.13226153,0.1700258,0.182872,0.0128462
20,0.36261833,0.37635452,"('rough', 'thoughtful')",0.5176748,0.4761129,0.9592532,0.863174,0.6131821,0.5718805,-0.0413016
21,-1.6534327,-1.6581429,"('immoral', 'moral')",-0.4111174,-0.43254578,-1.0629818,-1.021529,-1.0425107,-1.0374059,0.0051048
22,-1.1876491,-1.1908169,"('untrustworthy', 'trustworthy')",-1.0089647,-1.0207099,-1.3375825,-1.425947,-1.1780655,-1.2124913,-0.0344258
23,-1.4739496,-1.4482415,"('insincere', 'sincere')",-0.96009886,-0.9763724,5.109172,4.9972014,0.8917078,0.8575292,-0.0341786
24,-1.1714926,-1.2194806,"('dishonest', 'honest')",-1.1007562,-1.1183764,0.55184054,0.4634974,-0.5734694,-0.6247865,-0.0513171
25,1.1714171,1.1700667,"('egoistic', 'altruistic')",0.7303161,0.7300865,1.7766904,1.7475697,1.2261411,1.2159076,-0.0102335
26,0.3010093,0.2980953,"('hardhearted', 'benevolent')",0.48054576,0.48931128,1.7237499,1.6154693,0.8351016,0.8009586,-0.034143
27,0.12777261,0.0937601,"('hardhearted', 'softhearted')",-0.4657749,-0.51677173,1.0755341,0.944072,0.2458439,0.1736868,-0.0721571
28,-0.9256671,-0.98155975,"('disloyal', 'loyal')",-0.49611875,-0.6096314,0.85247314,0.7342922,-0.1897709,-0.285633,-0.0958621
29,0.5730081,0.5805103,"('unfair', 'fair')",-0.7184196,-0.77193266,-0.40889543,-0.50674736,-0.184769,-0.2327232,-0.0479542
30,-1.0816867,-1.07844,"('intolerant', 'tolerant')",-0.4230147,-0.44768745,0.6375145,0.60610616,-0.2890623,-0.3066737,-0.0176114
31,0.48134053,0.5879702,"('evil', 'good')",-0.60985607,-0.53675157,-0.6682332,-0.71511185,-0.2655829,-0.2212977,0.0442852
32,-0.6546606,-0.69169694,"('unkind', 'kind')",-1.1455158,-1.1871729,0.460311,0.36033818,-0.4466218,-0.5061772,-0.0595554
33,1.6214379,1.5891192,"('wrong', 'right')",0.861705,0.8150171,-0.006033279,-0.018234268,0.8257032,0.7953006,-0.0304026
34,-0.12781006,-0.05519361,"('mean', 'honorable')",0.21453953,0.2783172,5.818726,5.820614,1.9684852,2.0145791,0.0460939
35,1.9027171,1.8171295,"('corrupt', 'incorrupt')",-0.009434431,-0.13445438,0.49645382,0.34589568,0.7965788,0.6761903,-0.1203885
36,1.643478,1.6518173,"('hostile', 'amicable')",1.1547782,1.0426495,1.0090028,0.79449916,1.2690864,1.1629887,-0.1060977
37,-0.3085789,-0.31325617,"('fake', 'genuine')",-0.6548388,-0.6896033,-0.013196163,-0.044456918,-0.325538,-0.3491055,-0.0235675
38,-0.18039885,-0.15037334,"('untruthful', 'truthful')",-0.4778459,-0.42308533,-0.21053404,-0.15946093,-0.2895929,-0.2443065,0.0452864
