,fedora_male,fedora_female,tuple,average_male,average_female,female-male
38,-0.03612566,-0.048685797,"('untruthful', 'truthful')",-0.0361257,-0.0486858,-0.0125601
39,0.36294162,0.47831738,"('exploitative', 'cooperative')",0.3629416,0.4783174,0.1153758
40,-0.81705534,-0.8757043,"('stingy', 'generous')",-0.8170553,-0.8757043,-0.058649
41,0.7337843,0.74621654,"('unforgiving', 'forgiving')",0.7337843,0.7462165,0.0124322
42,-1.6813507,-1.7172852,"('unreliable', 'reliable')",-1.6813507,-1.7172852,-0.0359345
43,0.20951056,0.012299053,"('irresponsible', 'responsible')",0.2095106,0.0122991,-0.1972115
44,-0.8803817,-0.9703721,"('prejudiced', 'unprejudiced')",-0.8803817,-0.9703721,-0.0899904
45,-0.015216919,-0.08672397,"('incompetent', 'competent')",-0.0152169,-0.086724,-0.0715071
46,-0.16767646,-0.29356992,"('uncompetitive', 'competitive')",-0.1676765,-0.2935699,-0.1258934
47,2.1576378,2.3190527,"('stupid', 'smart')",2.1576378,2.3190527,0.1614149
48,-0.043539144,0.12174373,"('unintelligent', 'intelligent')",-0.0435391,0.1217437,0.1652828
49,-0.07254356,0.1723037,"('unable', 'able')",-0.0725436,0.1723037,0.2448473
50,-0.2675939,-0.37536,"('clumsy', 'skillful')",-0.2675939,-0.37536,-0.1077661
51,-0.28167585,-0.17270438,"('uneducated', 'educated')",-0.2816758,-0.1727044,0.1089714
52,-0.7176879,-1.0134932,"('irrational', 'rational')",-0.7176879,-1.0134932,-0.2958053
53,-1.0045121,-1.2403841,"('uncreative', 'creative')",-1.0045121,-1.2403841,-0.235872
54,0.20486255,-0.16667786,"('incapable', 'capable')",0.2048625,-0.1666779,-0.3715404
55,0.45825586,0.7606139,"('incompetent', 'clever')",0.4582559,0.7606139,0.302358
56,0.4643306,0.58217347,"('impractical', 'practical')",0.4643306,0.5821735,0.1178429
57,-1.2901981,-1.6164145,"('unimaginative', 'imaginative')",-1.2901981,-1.6164145,-0.3262164
58,0.37794083,0.2149832,"('undiscriminating', 'discriminating')",0.3779408,0.2149832,-0.1629576
59,-0.05910701,-0.15924159,"('foolish', 'wise')",-0.059107,-0.1592416,-0.1001346
60,0.44127956,0.8138664,"('inefficient', 'efficient')",0.4412796,0.8138664,0.3725868
61,-0.5721661,-0.6920972,"('illogical', 'logical')",-0.5721661,-0.6920972,-0.1199311
62,0.5783441,0.8522415,"('incompetent', 'brilliant')",0.5783441,0.8522415,0.2738974
63,0.36814559,0.27465707,"('unperceptive', 'insightful')",0.3681456,0.2746571,-0.0934885
64,-2.7541542,-2.6971552,"('shy', 'confident')",-2.7541542,-2.6971552,0.056999
65,0.2397713,0.5853868,"('insecure', 'secure')",0.2397713,0.5853868,0.3456155
66,-1.1902274,-1.5267575,"('inactive', 'active')",-1.1902274,-1.5267575,-0.3365301
67,0.18641195,0.24513675,"('doubtful', 'determined')",0.1864119,0.2451368,0.0587249
68,-0.6888466,-0.5562352,"('dependent', 'independent')",-0.6888466,-0.5562352,0.1326114
69,-0.7962465,-0.8830468,"('lazy', 'industrious')",-0.7962465,-0.8830468,-0.0868003
70,0.14509395,0.110361174,"('lethargic', 'energetic')",0.1450939,0.1103612,-0.0347327
71,-0.12972467,-0.24378803,"('diffident', 'self-confident')",-0.1297247,-0.243788,-0.1140633
72,0.3126024,0.3867429,"('unambitious', 'ambitious')",0.3126024,0.3867429,0.0741405
73,-0.9295863,-1.0999438,"('helpless', 'self-reliant')",-0.9295863,-1.0999438,-0.1703575
74,0.5278296,0.32424694,"('undedicated', 'dedicated')",0.5278296,0.3242469,-0.2035827
75,0.014523711,-0.1751531,"('meek', 'impulsive')",0.0145237,-0.1751531,-0.1896768
76,0.26949453,0.3716679,"('anxious', 'daring')",0.2694945,0.3716679,0.1021734
77,-1.12962,-0.932461,"('unmotivated', 'motivated')",-1.12962,-0.932461,0.197159
78,-0.09280179,-0.08864158,"('nonresilient', 'resilient')",-0.0928018,-0.0886416,0.0041602
79,-0.31386822,-0.54817736,"('wavering', 'unwavering')",-0.3138682,-0.5481774,-0.2343092
80,-0.058309384,0.085963614,"('dominated', 'dominating')",-0.0583094,0.0859636,0.144273
81,-0.09183812,0.18327667,"('submissive', 'aggressive')",-0.0918381,0.1832767,0.2751148
82,2.4282115,2.4140973,"('poor', 'rich')",2.4282115,2.4140973,-0.0141142
83,-0.26008,-0.21800847,"('powerless', 'powerful')",-0.26008,-0.2180085,0.0420715
84,0.32233498,0.31181625,"('inferior', 'superior')",0.322335,0.3118162,-0.0105188
85,-0.04154155,-0.7244565,"('insignificant', 'prestigious')",-0.0415416,-0.7244565,-0.6829149
86,-0.1038815,-0.38007918,"('uninfluential', 'influential')",-0.1038815,-0.3800792,-0.2761977
87,0.2996254,0.19446148,"('unsuccessful', 'successful')",0.2996254,0.1944615,-0.1051639
88,-0.023340637,-0.32450238,"('low', 'eminent')",-0.0233406,-0.3245024,-0.3011618
