,fedora_male,fedora_female,tuple,average_male,average_female,female-male
0,-0.15604928,-0.1972379,"('unsociable', 'sociable')",-0.1560493,-0.1972379,-0.0411886
1,0.050582923,-0.5078,"('unfriendly', 'friendly')",0.0505829,-0.5078,-0.5583829
2,0.75727236,0.6063709,"('unlikable', 'likable')",0.7572724,0.6063709,-0.1509015
3,-0.10919199,0.087613076,"('repellent', 'pleasant')",-0.109192,0.0876131,0.1968051
4,-2.7185817,-2.9585292,"('disliked', 'liked')",-2.7185817,-2.9585292,-0.2399475
5,-0.69614506,-0.96250194,"('distant', 'outgoing')",-0.6961451,-0.9625019,-0.2663568
6,-0.99838203,-1.4417838,"('distant', 'open')",-0.998382,-1.4417838,-0.4434018
7,-0.09806477,-0.011576956,"('insensitive', 'sensitive')",-0.0980648,-0.011577,0.0864878
8,0.14155401,-0.32729968,"('unaffectionate', 'affectionate')",0.141554,-0.3272997,-0.4688537
9,-0.1112376,-0.34768364,"('unaffectionate', 'caring')",-0.1112376,-0.3476836,-0.236446
10,-0.4844754,-0.53048396,"('unsympathetic', 'sympathetic')",-0.4844754,-0.530484,-0.0460086
11,0.8316402,0.8281579,"('unhelpful', 'helpful')",0.8316402,0.8281579,-0.0034823
12,-0.6866656,-0.68980193,"('unsupportive', 'supportive')",-0.6866656,-0.6898019,-0.0031363
13,-0.6572621,-0.70910424,"('impolite', 'polite')",-0.6572621,-0.7091042,-0.0518421
14,0.31978148,0.6611788,"('antisocial', 'social')",0.3197815,0.6611788,0.3413973
15,0.47615644,0.16638498,"('boring', 'funny')",0.4761564,0.166385,-0.3097714
16,-0.37380913,-0.6205944,"('unpopular', 'popular')",-0.3738091,-0.6205944,-0.2467853
17,-0.72540045,-0.59552413,"('nasty', 'nice')",-0.7254004,-0.5955241,0.1298763
18,-0.5772667,-0.47969803,"('disagreeable', 'welcoming')",-0.5772667,-0.479698,0.0975687
19,-0.897772,-1.185634,"('inhospitable', 'hospitable')",-0.897772,-1.185634,-0.287862
20,0.05897059,0.09305448,"('rough', 'thoughtful')",0.0589706,0.0930545,0.0340839
21,0.049158763,0.22667947,"('immoral', 'moral')",0.0491588,0.2266795,0.1775207
22,0.06695257,0.12009008,"('untrustworthy', 'trustworthy')",0.0669526,0.1200901,0.0531375
23,2.855955,2.991012,"('insincere', 'sincere')",2.8559549,2.9910121,0.1350572
24,0.035570644,-0.030889913,"('dishonest', 'honest')",0.0355706,-0.0308899,-0.0664605
25,0.13368593,-0.0029299185,"('egoistic', 'altruistic')",0.1336859,-0.0029299,-0.1366158
26,0.71027106,0.21118519,"('hardhearted', 'benevolent')",0.7102711,0.2111852,-0.4990859
27,0.25775936,0.20852229,"('hardhearted', 'softhearted')",0.2577594,0.2085223,-0.0492371
28,0.00016932562,-0.16681844,"('disloyal', 'loyal')",0.0001693,-0.1668184,-0.1669877
29,-0.85055923,-0.71178806,"('unfair', 'fair')",-0.8505592,-0.7117881,0.1387711
30,0.6743962,0.70134157,"('intolerant', 'tolerant')",0.6743962,0.7013416,0.0269454
31,-1.4669788,-1.5449384,"('evil', 'good')",-1.4669788,-1.5449384,-0.0779596
32,0.6776986,0.49498034,"('unkind', 'kind')",0.6776986,0.4949803,-0.1827183
33,0.30825236,0.025151681,"('wrong', 'right')",0.3082524,0.0251517,-0.2831007
34,1.8460803,2.0214782,"('mean', 'honorable')",1.8460803,2.0214782,0.1753979
35,-0.78599375,-0.87767017,"('corrupt', 'incorrupt')",-0.7859938,-0.8776702,-0.0916764
36,-0.9682261,-1.3200366,"('hostile', 'amicable')",-0.9682261,-1.3200366,-0.3518105
37,-0.05331727,-0.17469047,"('fake', 'genuine')",-0.0533173,-0.1746905,-0.1213732
