,cockpit_male,cockpit_female,tuple,average_male,average_female,female-male
0,-0.26016515,-0.3761039,"('unsociable', 'sociable')",-0.2601652,-0.3761039,-0.1159387
1,1.9891155,1.7687727,"('unfriendly', 'friendly')",1.9891155,1.7687727,-0.2203428
2,0.336588,0.52998877,"('unlikable', 'likable')",0.336588,0.5299888,0.1934008
3,0.2566063,0.607022,"('repellent', 'pleasant')",0.2566063,0.607022,0.3504157
4,-7.29787,-7.399662,"('disliked', 'liked')",-7.2978702,-7.399662,-0.1017918
5,0.052232463,0.09183407,"('distant', 'outgoing')",0.0522325,0.0918341,0.0396016
6,0.35303253,0.3969143,"('distant', 'open')",0.3530325,0.3969143,0.0438818
7,0.6611249,0.7772678,"('insensitive', 'sensitive')",0.6611249,0.7772678,0.1161429
8,1.8162324,1.635791,"('unaffectionate', 'affectionate')",1.8162324,1.6357909,-0.1804415
9,2.1538246,2.104714,"('unaffectionate', 'caring')",2.1538246,2.1047139,-0.0491107
10,0.39443713,0.787145,"('unsympathetic', 'sympathetic')",0.3944371,0.787145,0.3927079
11,1.9003422,1.9475598,"('unhelpful', 'helpful')",1.9003422,1.9475598,0.0472176
12,-1.3750144,-1.4126836,"('unsupportive', 'supportive')",-1.3750144,-1.4126836,-0.0376692
13,-0.08276224,-0.019375496,"('impolite', 'polite')",-0.0827622,-0.0193755,0.0633867
14,-0.9356008,-0.8754811,"('antisocial', 'social')",-0.9356008,-0.8754811,0.0601197
15,0.78700036,0.6073958,"('boring', 'funny')",0.7870004,0.6073958,-0.1796046
16,-0.1832903,-0.20199354,"('unpopular', 'popular')",-0.1832903,-0.2019935,-0.0187032
17,-0.31176946,-0.2500431,"('nasty', 'nice')",-0.3117695,-0.2500431,0.0617264
18,-0.5831646,-0.6510579,"('disagreeable', 'welcoming')",-0.5831646,-0.6510579,-0.0678933
19,-0.0749937,-0.044836123,"('inhospitable', 'hospitable')",-0.0749937,-0.0448361,0.0301576
20,0.6244477,0.44955385,"('rough', 'thoughtful')",0.6244477,0.4495538,-0.1748939
21,-0.73099667,-0.38305765,"('immoral', 'moral')",-0.7309967,-0.3830577,0.347939
22,-1.0433831,-0.8924473,"('untrustworthy', 'trustworthy')",-1.0433831,-0.8924473,0.1509358
