,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,0.6417099,0.38409477,"('unsociable', 'sociable')",0.14884633,0.024203483,-0.48923144,-0.65846616,0.1004416,-0.0833893,-0.1838309
1,-0.14081432,-0.15245962,"('unfriendly', 'friendly')",0.52870786,0.45887586,1.8237059,1.6943702,0.7371998,0.6669288,-0.070271
2,1.2664505,1.2944759,"('unlikable', 'likable')",0.51359695,0.5129843,0.6000484,0.71357244,0.7933653,0.8403442,0.0469789
3,-0.21370964,-0.12915222,"('repellent', 'pleasant')",-1.4423202,-1.3626405,0.082303934,0.14514938,-0.5245753,-0.4488811,0.0756942
4,-0.64338464,-0.7079467,"('disliked', 'liked')",0.07388097,0.03575188,-6.3465104,-6.4298787,-2.3053381,-2.3673579,-0.0620198
5,-0.8378145,-0.7002658,"('distant', 'outgoing')",-0.00088657066,0.03645369,0.09549074,0.16094334,-0.2477368,-0.1676229,0.0801139
6,-0.7871233,-0.6675034,"('distant', 'open')",0.04395181,0.04686679,0.93921316,0.98562044,0.0653472,0.1216613,0.0563141
7,-0.19980103,-0.326922,"('insensitive', 'sensitive')",-1.2043554,-1.1994388,0.40828216,0.39788064,-0.3319581,-0.37616,-0.0442019
8,0.6266097,0.65997875,"('unaffectionate', 'affectionate')",0.1630521,0.12163008,0.901878,0.84315157,0.5638466,0.5415868,-0.0222598
9,0.96914166,0.96318626,"('unaffectionate', 'caring')",0.29640418,0.26012895,1.087815,1.075851,0.7844536,0.7663887,-0.0180649
10,0.3898374,0.0681719,"('unsympathetic', 'sympathetic')",-1.0311644,-1.0982926,-0.55178845,-0.6283051,-0.3977052,-0.5528086,-0.1551034
11,-0.16230981,-0.2272459,"('unhelpful', 'helpful')",-0.06385209,-0.09740749,1.3712949,1.4164071,0.381711,0.3639179,-0.0177931
12,0.65746,0.6356365,"('unsupportive', 'supportive')",0.56583804,0.5895636,-1.9177946,-1.927126,-0.2314988,-0.2339753,-0.0024765
13,-0.17373735,-0.30665493,"('impolite', 'polite')",-1.0883147,-1.1119196,-0.4174829,-0.4769644,-0.559845,-0.6318463,-0.0720013
14,0.55094624,0.44906536,"('antisocial', 'social')",-0.58831495,-0.5747829,-0.79940724,-0.906324,-0.2789253,-0.3440138,-0.0650885
15,-0.6114097,-0.6433442,"('boring', 'funny')",0.3381973,0.27846542,0.29950637,0.2531587,0.0087646,-0.03724,-0.0460046
16,-1.0680785,-1.0551695,"('unpopular', 'popular')",0.21119966,0.2206918,0.80698985,0.83086795,-0.0166297,-0.0012032,0.0154265
17,-0.482814,-0.43912244,"('nasty', 'nice')",-1.0311507,-0.9745464,-0.6466321,-0.53951424,-0.7201989,-0.6510611,0.0691378
18,0.9706222,0.963254,"('disagreeable', 'welcoming')",0.08104772,0.054410525,-0.19106874,-0.21926819,0.2868671,0.2661321,-0.020735
19,0.21214156,0.28720725,"('inhospitable', 'hospitable')",-0.53660846,-0.5421725,0.10053758,0.24922103,-0.0746431,-0.0019147,0.0727284
20,-0.22260626,-0.16813661,"('rough', 'thoughtful')",0.24754903,0.30535224,1.1898205,1.1772635,0.4049211,0.4381597,0.0332386
21,0.09754438,-0.058573943,"('immoral', 'moral')",-0.2701928,-0.30664212,-1.0558807,-1.0726268,-0.4095097,-0.4792809,-0.0697712
22,0.05201588,-0.08340084,"('untrustworthy', 'trustworthy')",-0.81696606,-0.87467927,-0.9308615,-1.0046473,-0.5652705,-0.6542424,-0.0889719
23,0.2964255,0.097131215,"('insincere', 'sincere')",-0.48508975,-0.5525878,5.257261,5.2199707,1.6895321,1.5881713,-0.1013608
24,1.4488515,1.3620974,"('dishonest', 'honest')",-1.061225,-1.0890218,0.65675044,0.5556112,0.3481256,0.2762289,-0.0718967
25,0.5130626,0.62749475,"('egoistic', 'altruistic')",0.3813976,0.44608513,1.5049899,1.471371,0.7998167,0.848317,0.0485003
26,0.3372498,0.29277372,"('hardhearted', 'benevolent')",1.3048874,1.3106502,1.6580281,1.4862437,1.1000551,1.0298893,-0.0701658
27,0.042793073,0.12522893,"('hardhearted', 'softhearted')",-0.2141359,-0.23247968,1.8418003,1.7117232,0.5568192,0.5348241,-0.0219951
28,1.028248,0.88579893,"('disloyal', 'loyal')",0.18362874,0.09228901,1.0442865,0.93523645,0.7520544,0.6377748,-0.1142796
29,-0.66071343,-0.6711932,"('unfair', 'fair')",-0.6138955,-0.6162457,-0.22205943,-0.35613063,-0.4988894,-0.5478565,-0.0489671
30,0.7436727,0.6006493,"('intolerant', 'tolerant')",0.1369651,0.090126075,0.79809767,0.73790574,0.5595785,0.476227,-0.0833515
31,-1.3865297,-1.1279683,"('evil', 'good')",-0.51182693,-0.439551,-0.5345455,-0.58348674,-0.8109674,-0.717002,0.0939654
32,0.6748005,0.5303937,"('unkind', 'kind')",0.4169348,0.38322192,0.9240495,0.7368785,0.6719282,0.5501647,-0.1217635
33,0.8030676,0.7833954,"('wrong', 'right')",0.9207669,0.86999273,-0.15750322,-0.20879497,0.5221104,0.4815311,-0.0405793
34,-0.064209186,0.076760314,"('mean', 'honorable')",-0.50520223,-0.41234544,5.9667883,6.153148,1.7991257,1.9391877,0.140062
