,fourths_male,fourths_female,tuple,average_male,average_female,female-male
0,0.96169645,0.67745847,"('unsociable', 'sociable')",0.9616964,0.6774585,-0.2842379
1,-0.66050774,-0.68633187,"('unfriendly', 'friendly')",-0.6605077,-0.6863319,-0.0258242
2,1.181963,1.2735112,"('unlikable', 'likable')",1.181963,1.2735112,0.0915482
3,0.291663,0.45911017,"('repellent', 'pleasant')",0.291663,0.4591102,0.1674472
4,-3.9677563,-4.0248966,"('disliked', 'liked')",-3.9677563,-4.0248966,-0.0571403
5,-1.2881885,-1.3026761,"('distant', 'outgoing')",-1.2881885,-1.3026761,-0.0144876
6,-1.2766805,-1.3278311,"('distant', 'open')",-1.2766805,-1.3278311,-0.0511506
7,1.630477,1.7486094,"('insensitive', 'sensitive')",1.630477,1.7486094,0.1181324
8,-0.6045753,-0.6090908,"('unaffectionate', 'affectionate')",-0.6045753,-0.6090908,-0.0045155
9,-0.09580521,0.036332536,"('unaffectionate', 'caring')",-0.0958052,0.0363325,0.1321377
10,1.4709511,1.3096944,"('unsympathetic', 'sympathetic')",1.4709511,1.3096944,-0.1612567
11,1.5957508,1.7470783,"('unhelpful', 'helpful')",1.5957508,1.7470783,0.1513275
12,-0.42789447,-0.2989073,"('unsupportive', 'supportive')",-0.4278945,-0.2989073,0.1289872
13,1.2573804,1.2615145,"('impolite', 'polite')",1.2573804,1.2615145,0.0041341
14,1.7482351,1.6647675,"('antisocial', 'social')",1.7482351,1.6647675,-0.0834676
15,0.18091886,-0.030269813,"('boring', 'funny')",0.1809189,-0.0302698,-0.2111887
16,-1.0344628,-0.9495702,"('unpopular', 'popular')",-1.0344628,-0.9495702,0.0848926
17,0.2457723,0.09516731,"('nasty', 'nice')",0.2457723,0.0951673,-0.150605
18,-0.77484083,-0.50553495,"('disagreeable', 'welcoming')",-0.7748408,-0.5055349,0.2693059
19,-0.35962543,-0.38409927,"('inhospitable', 'hospitable')",-0.3596254,-0.3840993,-0.0244739
20,0.57613564,0.64753187,"('rough', 'thoughtful')",0.5761356,0.6475319,0.0713963
21,0.7265961,0.86399764,"('immoral', 'moral')",0.7265961,0.8639976,0.1374015
22,0.64213955,0.5670425,"('untrustworthy', 'trustworthy')",0.6421396,0.5670425,-0.0750971
23,3.8267424,3.9960442,"('insincere', 'sincere')",3.8267424,3.9960442,0.1693018
