,sleep_male,sleep_female,tuple,average_male,average_female,female-male
0,0.5081371,0.3661833,"('unsociable', 'sociable')",0.5081371,0.3661833,-0.1419538
1,0.78112525,0.87450105,"('unfriendly', 'friendly')",0.7811252,0.874501,0.0933758
2,-0.019748023,0.20329937,"('unlikable', 'likable')",-0.019748,0.2032994,0.2230474
3,0.91537166,1.1004832,"('repellent', 'pleasant')",0.9153717,1.1004832,0.1851115
4,-6.862802,-7.21977,"('disliked', 'liked')",-6.862802,-7.21977,-0.356968
5,-0.6797671,-0.64809716,"('distant', 'outgoing')",-0.6797671,-0.6480972,0.0316699
6,-0.23154609,-0.28711602,"('distant', 'open')",-0.2315461,-0.287116,-0.0555699
7,1.2952162,1.3837183,"('insensitive', 'sensitive')",1.2952162,1.3837183,0.0885021
8,0.673154,0.7117758,"('unaffectionate', 'affectionate')",0.673154,0.7117758,0.0386218
9,0.9699882,1.1151258,"('unaffectionate', 'caring')",0.9699882,1.1151258,0.1451376
10,1.1599139,1.1802659,"('unsympathetic', 'sympathetic')",1.1599139,1.1802659,0.020352
11,1.5483222,1.6896873,"('unhelpful', 'helpful')",1.5483222,1.6896873,0.1413651
12,-1.3926418,-1.3574522,"('unsupportive', 'supportive')",-1.3926418,-1.3574522,0.0351896
13,0.14283034,0.32853726,"('impolite', 'polite')",0.1428303,0.3285373,0.185707
14,0.48926225,0.4236098,"('antisocial', 'social')",0.4892623,0.4236098,-0.0656525
15,0.38703024,0.33570307,"('boring', 'funny')",0.3870302,0.3357031,-0.0513271
16,-0.8012734,-0.7282384,"('unpopular', 'popular')",-0.8012734,-0.7282384,0.073035
17,0.13810378,0.04873228,"('nasty', 'nice')",0.1381038,0.0487323,-0.0893715
18,-0.38237378,-0.26632428,"('disagreeable', 'welcoming')",-0.3823738,-0.2663243,0.1160495
19,-0.9850315,-0.91064745,"('inhospitable', 'hospitable')",-0.9850315,-0.9106475,0.074384
20,0.6159099,0.54524344,"('rough', 'thoughtful')",0.6159099,0.5452434,-0.0706665
21,-0.009276763,0.19150151,"('immoral', 'moral')",-0.0092768,0.1915015,0.2007783
22,0.01494915,-0.027741922,"('untrustworthy', 'trustworthy')",0.0149492,-0.0277419,-0.0426911
23,5.6766915,6.1041527,"('insincere', 'sincere')",5.6766915,6.1041527,0.4274612
24,1.1904746,1.2643061,"('dishonest', 'honest')",1.1904746,1.2643061,0.0738315
25,0.68298745,0.7514057,"('egoistic', 'altruistic')",0.6829875,0.7514057,0.0684182
26,1.1141613,0.8207649,"('hardhearted', 'benevolent')",1.1141613,0.8207649,-0.2933964
