,buffalo_male,buffalo_female,tuple,average_male,average_female,female-male
0,-0.11921468,-0.1908482,"('unsociable', 'sociable')",-0.1192147,-0.1908482,-0.0716335
1,1.4960253,1.3366001,"('unfriendly', 'friendly')",1.4960253,1.3366001,-0.1594252
2,0.30784786,0.28036165,"('unlikable', 'likable')",0.3078479,0.2803617,-0.0274862
3,0.6860135,0.76306957,"('repellent', 'pleasant')",0.6860135,0.7630696,0.0770561
4,-7.5206685,-7.753175,"('disliked', 'liked')",-7.5206685,-7.7531748,-0.2325063
5,-0.3962377,-0.35441718,"('distant', 'outgoing')",-0.3962377,-0.3544172,0.0418205
6,0.08404462,0.08852599,"('distant', 'open')",0.0840446,0.088526,0.0044814
7,1.0302786,1.1514447,"('insensitive', 'sensitive')",1.0302786,1.1514447,0.1211661
8,1.528745,1.4820418,"('unaffectionate', 'affectionate')",1.5287451,1.4820418,-0.0467033
9,1.9866002,1.9922653,"('unaffectionate', 'caring')",1.9866002,1.9922653,0.0056651
10,0.51423126,0.68879664,"('unsympathetic', 'sympathetic')",0.5142313,0.6887966,0.1745653
11,1.5725163,1.731426,"('unhelpful', 'helpful')",1.5725163,1.731426,0.1589097
12,-1.1880568,-1.2265954,"('unsupportive', 'supportive')",-1.1880568,-1.2265954,-0.0385386
13,-0.20862985,-0.12525469,"('impolite', 'polite')",-0.2086298,-0.1252547,0.0833751
14,0.052914925,0.058763977,"('antisocial', 'social')",0.0529149,0.058764,0.0058491
15,0.4806265,0.40479434,"('boring', 'funny')",0.4806265,0.4047943,-0.0758322
16,-0.51307863,-0.49153906,"('unpopular', 'popular')",-0.5130786,-0.4915391,0.0215395
17,-0.28491578,-0.1779859,"('nasty', 'nice')",-0.2849158,-0.1779859,0.1069299
18,-0.3789257,-0.46589226,"('disagreeable', 'welcoming')",-0.3789257,-0.4658923,-0.0869666
19,-0.25781435,-0.20784666,"('inhospitable', 'hospitable')",-0.2578143,-0.2078467,0.0499676
20,0.4634986,0.41125774,"('rough', 'thoughtful')",0.4634986,0.4112577,-0.0522409
21,-0.43824726,-0.32943594,"('immoral', 'moral')",-0.4382473,-0.3294359,0.1088114
22,-0.69288725,-0.79902065,"('untrustworthy', 'trustworthy')",-0.6928872,-0.7990206,-0.1061334
23,6.5366387,6.659189,"('insincere', 'sincere')",6.5366387,6.6591892,0.1225505
24,1.4994924,1.4137079,"('dishonest', 'honest')",1.4994924,1.4137079,-0.0857845
25,1.1614053,0.9887377,"('egoistic', 'altruistic')",1.1614053,0.9887377,-0.1726676
26,1.637987,1.3794509,"('hardhearted', 'benevolent')",1.637987,1.3794509,-0.2585361
27,1.6336243,1.5302212,"('hardhearted', 'softhearted')",1.6336243,1.5302212,-0.1034031
28,1.2984803,1.1222515,"('disloyal', 'loyal')",1.2984803,1.1222515,-0.1762288
