,sweets_male,sweets_female,tuple,average_male,average_female,female-male
0,0.3306607,-0.094568424,"('unsociable', 'sociable')",0.3306607,-0.0945684,-0.4252291
1,1.2287141,1.2231867,"('unfriendly', 'friendly')",1.2287141,1.2231867,-0.0055274
2,0.40967774,0.5907633,"('unlikable', 'likable')",0.4096777,0.5907633,0.1810856
3,0.44765088,0.60209024,"('repellent', 'pleasant')",0.4476509,0.6020902,0.1544393
4,-6.855829,-7.0116,"('disliked', 'liked')",-6.8558288,-7.0116,-0.1557712
5,-0.6021644,-0.37867013,"('distant', 'outgoing')",-0.6021644,-0.3786701,0.2234943
6,-0.3680395,-0.12730728,"('distant', 'open')",-0.3680395,-0.1273073,0.2407322
7,0.59791696,0.47312424,"('insensitive', 'sensitive')",0.597917,0.4731242,-0.1247928
8,1.0840923,1.1529466,"('unaffectionate', 'affectionate')",1.0840923,1.1529466,0.0688543
9,1.4974768,1.6480862,"('unaffectionate', 'caring')",1.4974768,1.6480862,0.1506094
10,1.2551533,1.174898,"('unsympathetic', 'sympathetic')",1.2551533,1.174898,-0.0802553
11,2.3236313,2.2129598,"('unhelpful', 'helpful')",2.3236313,2.2129598,-0.1106715
12,-1.4430156,-1.6366096,"('unsupportive', 'supportive')",-1.4430156,-1.6366096,-0.193594
13,0.46934628,0.30744973,"('impolite', 'polite')",0.4693463,0.3074497,-0.1618966
14,-0.035258275,-0.37966627,"('antisocial', 'social')",-0.0352583,-0.3796663,-0.344408
15,0.5762264,0.3740635,"('boring', 'funny')",0.5762264,0.3740635,-0.2021629
16,-0.31134245,-0.26666814,"('unpopular', 'popular')",-0.3113424,-0.2666681,0.0446743
17,-0.120781556,-0.090770185,"('nasty', 'nice')",-0.1207816,-0.0907702,0.0300114
18,-0.6907354,-0.84513897,"('disagreeable', 'welcoming')",-0.6907354,-0.845139,-0.1544036
19,-0.74358684,-0.60493696,"('inhospitable', 'hospitable')",-0.7435868,-0.604937,0.1386498
20,0.599694,0.42580187,"('rough', 'thoughtful')",0.599694,0.4258019,-0.1738921
21,0.15499,0.20910639,"('immoral', 'moral')",0.15499,0.2091064,0.0541164
