,raiment_male,raiment_female,tuple,average_male,average_female,female-male
0,0.5617843,0.41290975,"('unsociable', 'sociable')",0.5617843,0.4129097,-0.1488746
1,-1.0841472,-1.0161136,"('unfriendly', 'friendly')",-1.0841472,-1.0161136,0.0680336
2,0.7325698,0.84917,"('unlikable', 'likable')",0.7325698,0.84917,0.1166002
3,0.11228146,0.22853057,"('repellent', 'pleasant')",0.1122815,0.2285306,0.1162491
4,-3.9441264,-4.0505447,"('disliked', 'liked')",-3.9441264,-4.0505447,-0.1064183
5,-1.9074069,-1.8909042,"('distant', 'outgoing')",-1.9074069,-1.8909042,0.0165027
6,-1.8685873,-1.8686545,"('distant', 'open')",-1.8685873,-1.8686545,-6.72e-05
7,0.8944154,0.8197989,"('insensitive', 'sensitive')",0.8944154,0.8197989,-0.0746165
8,-1.2245936,-1.0331899,"('unaffectionate', 'affectionate')",-1.2245936,-1.0331899,0.1914037
9,-0.64939535,-0.5320203,"('unaffectionate', 'caring')",-0.6493953,-0.5320203,0.117375
10,1.2862322,1.1496631,"('unsympathetic', 'sympathetic')",1.2862322,1.1496631,-0.1365691
11,0.6491999,0.7959381,"('unhelpful', 'helpful')",0.6491999,0.7959381,0.1467382
12,-1.2811387,-1.1714029,"('unsupportive', 'supportive')",-1.2811387,-1.1714029,0.1097358
13,0.372846,0.42128792,"('impolite', 'polite')",0.372846,0.4212879,0.0484419
14,1.4772575,1.4812483,"('antisocial', 'social')",1.4772575,1.4812483,0.0039908
15,0.13370809,-0.07394624,"('boring', 'funny')",0.1337081,-0.0739462,-0.2076543
16,-1.1895355,-1.0848593,"('unpopular', 'popular')",-1.1895355,-1.0848593,0.1046762
17,-0.041911483,-0.0724412,"('nasty', 'nice')",-0.0419115,-0.0724412,-0.0305297
18,-0.9534539,-0.72342575,"('disagreeable', 'welcoming')",-0.9534539,-0.7234257,0.2300282
19,-0.9254063,-0.9285162,"('inhospitable', 'hospitable')",-0.9254063,-0.9285162,-0.0031099
20,0.39430183,0.2694304,"('rough', 'thoughtful')",0.3943018,0.2694304,-0.1248714
21,1.053977,1.1934404,"('immoral', 'moral')",1.053977,1.1934404,0.1394634
22,0.852858,0.7667981,"('untrustworthy', 'trustworthy')",0.852858,0.7667981,-0.0860599
23,3.2651217,3.3530285,"('insincere', 'sincere')",3.2651217,3.3530285,0.0879068
24,1.0619231,0.99853504,"('dishonest', 'honest')",1.0619231,0.998535,-0.0633881
25,0.09412668,0.20648447,"('egoistic', 'altruistic')",0.0941267,0.2064845,0.1123578
26,1.1061423,0.85351545,"('hardhearted', 'benevolent')",1.1061423,0.8535154,-0.2526269
27,0.7603137,0.5181424,"('hardhearted', 'softhearted')",0.7603137,0.5181424,-0.2421713
28,1.2862821,1.1057903,"('disloyal', 'loyal')",1.2862821,1.1057903,-0.1804918
29,-0.88572097,-0.88594085,"('unfair', 'fair')",-0.885721,-0.8859408,-0.0002198
30,1.3074329,1.3176979,"('intolerant', 'tolerant')",1.3074329,1.3176979,0.010265
31,-2.3220394,-2.34797,"('evil', 'good')",-2.3220394,-2.34797,-0.0259306
32,1.3266984,1.198701,"('unkind', 'kind')",1.3266984,1.198701,-0.1279974
33,-0.37319696,-0.28056574,"('wrong', 'right')",-0.373197,-0.2805657,0.0926313
34,1.9590743,2.131024,"('mean', 'honorable')",1.9590743,2.1310239,0.1719496
35,-0.90856534,-1.188689,"('corrupt', 'incorrupt')",-0.9085653,-1.188689,-0.2801237
36,-1.6254895,-1.830559,"('hostile', 'amicable')",-1.6254895,-1.830559,-0.2050695
37,0.3475977,0.3646107,"('fake', 'genuine')",0.3475977,0.3646107,0.017013
38,-0.48871964,-0.38230154,"('untruthful', 'truthful')",-0.4887196,-0.3823015,0.1064181
39,0.26452357,0.36898062,"('exploitative', 'cooperative')",0.2645236,0.3689806,0.104457
40,-1.3028427,-1.4100536,"('stingy', 'generous')",-1.3028427,-1.4100536,-0.1072109
41,1.056252,0.9074751,"('unforgiving', 'forgiving')",1.056252,0.9074751,-0.1487769
42,0.0069844844,-0.08701879,"('unreliable', 'reliable')",0.0069845,-0.0870188,-0.0940033
43,0.6779714,0.81906134,"('irresponsible', 'responsible')",0.6779714,0.8190613,0.1410899
44,-0.99551404,-0.91772294,"('prejudiced', 'unprejudiced')",-0.995514,-0.9177229,0.0777911
45,1.167947,0.9620629,"('incompetent', 'competent')",1.1679471,0.9620629,-0.2058842
46,0.08183393,0.02389216,"('uncompetitive', 'competitive')",0.0818339,0.0238922,-0.0579417
47,2.4941928,2.5763113,"('stupid', 'smart')",2.4941928,2.5763113,0.0821185
48,-0.03100155,0.057614125,"('unintelligent', 'intelligent')",-0.0310015,0.0576141,0.0886156
49,-0.2312849,-0.20911072,"('unable', 'able')",-0.2312849,-0.2091107,0.0221742
50,0.55948627,0.41546774,"('clumsy', 'skillful')",0.5594863,0.4154677,-0.1440186
51,0.11260074,0.06814027,"('uneducated', 'educated')",0.1126007,0.0681403,-0.0444604
52,-1.0494636,-0.97951925,"('irrational', 'rational')",-1.0494636,-0.9795192,0.0699444
53,-0.955672,-1.0404507,"('uncreative', 'creative')",-0.955672,-1.0404507,-0.0847787
54,0.0018560514,-0.010816874,"('incapable', 'capable')",0.0018561,-0.0108169,-0.012673
55,1.0971826,1.1680619,"('incompetent', 'clever')",1.0971826,1.1680619,0.0708793
56,1.1698866,1.1687758,"('impractical', 'practical')",1.1698866,1.1687758,-0.0011108
57,-0.54115295,-0.82959324,"('unimaginative', 'imaginative')",-0.541153,-0.8295932,-0.2884402
58,0.8845546,0.7823998,"('undiscriminating', 'discriminating')",0.8845546,0.7823998,-0.1021548
59,-0.58561623,-0.516855,"('foolish', 'wise')",-0.5856162,-0.516855,0.0687612
60,1.0138656,1.1953317,"('inefficient', 'efficient')",1.0138656,1.1953317,0.1814661
61,0.37520418,0.24674308,"('illogical', 'logical')",0.3752042,0.2467431,-0.1284611
62,1.1985426,1.4221561,"('incompetent', 'brilliant')",1.1985426,1.4221561,0.2236135
63,0.47495973,0.50418496,"('unperceptive', 'insightful')",0.4749597,0.504185,0.0292253
64,-2.7120936,-2.6943188,"('shy', 'confident')",-2.7120936,-2.6943188,0.0177748
65,1.3975067,1.2655727,"('insecure', 'secure')",1.3975067,1.2655727,-0.131934
66,-0.89898765,-1.0807219,"('inactive', 'active')",-0.8989877,-1.0807219,-0.1817342
67,-0.08095279,0.033885296,"('doubtful', 'determined')",-0.0809528,0.0338853,0.1148381
68,-0.40779096,-0.35684705,"('dependent', 'independent')",-0.407791,-0.356847,0.050944
69,-0.79351264,-0.81598735,"('lazy', 'industrious')",-0.7935126,-0.8159873,-0.0224747
70,1.2770419,1.1110468,"('lethargic', 'energetic')",1.2770419,1.1110468,-0.1659951
71,-1.0662059,-1.036311,"('diffident', 'self-confident')",-1.0662059,-1.036311,0.0298949
72,0.54691845,0.5902178,"('unambitious', 'ambitious')",0.5469185,0.5902178,0.0432993
73,-1.4702705,-1.3956777,"('helpless', 'self-reliant')",-1.4702705,-1.3956777,0.0745928
74,0.56093335,0.5642969,"('undedicated', 'dedicated')",0.5609334,0.5642969,0.0033635
75,-0.9557357,-0.9931385,"('meek', 'impulsive')",-0.9557357,-0.9931385,-0.0374028
76,0.68046665,0.7467349,"('anxious', 'daring')",0.6804667,0.7467349,0.0662682
77,-0.725523,-0.59931546,"('unmotivated', 'motivated')",-0.725523,-0.5993155,0.1262075
78,-0.4270364,-0.5770311,"('nonresilient', 'resilient')",-0.4270364,-0.5770311,-0.1499947
79,-0.1970589,-0.4338103,"('wavering', 'unwavering')",-0.1970589,-0.4338103,-0.2367514
80,0.52399224,0.35891724,"('dominated', 'dominating')",0.5239922,0.3589172,-0.165075
81,1.1796561,1.1684538,"('submissive', 'aggressive')",1.1796561,1.1684538,-0.0112023
82,3.0080345,2.9443464,"('poor', 'rich')",3.0080345,2.9443464,-0.0636881
83,-0.6555933,-0.61305255,"('powerless', 'powerful')",-0.6555933,-0.6130525,0.0425408
84,0.098224685,0.065217055,"('inferior', 'superior')",0.0982247,0.0652171,-0.0330076
85,-1.7740768,-1.5870131,"('insignificant', 'prestigious')",-1.7740768,-1.5870131,0.1870637
86,-0.16989367,-0.28801167,"('uninfluential', 'influential')",-0.1698937,-0.2880117,-0.118118
87,-0.42828855,-0.45524752,"('unsuccessful', 'successful')",-0.4282885,-0.4552475,-0.026959
88,-0.6373429,-0.51394194,"('low', 'eminent')",-0.6373429,-0.5139419,0.123401
