,planter_male,planter_female,tuple,average_male,average_female,female-male
0,0.54906976,0.5230472,"('unsociable', 'sociable')",0.5490698,0.5230472,-0.0260226
1,-0.41872042,-0.55913854,"('unfriendly', 'friendly')",-0.4187204,-0.5591385,-0.1404181
2,0.5129384,0.6069213,"('unlikable', 'likable')",0.5129384,0.6069213,0.0939829
3,0.0070243315,0.1724287,"('repellent', 'pleasant')",0.0070243,0.1724287,0.1654044
4,-3.531158,-3.7116313,"('disliked', 'liked')",-3.531158,-3.7116313,-0.1804733
5,-1.8308321,-1.9633006,"('distant', 'outgoing')",-1.8308321,-1.9633006,-0.1324685
6,-1.7123845,-1.8274751,"('distant', 'open')",-1.7123845,-1.8274751,-0.1150906
7,0.72240496,0.94901955,"('insensitive', 'sensitive')",0.722405,0.9490196,0.2266146
8,0.16946903,0.03148462,"('unaffectionate', 'affectionate')",0.169469,0.0314846,-0.1379844
9,0.28128958,0.20977746,"('unaffectionate', 'caring')",0.2812896,0.2097775,-0.0715121
10,0.39016938,0.592024,"('unsympathetic', 'sympathetic')",0.3901694,0.592024,0.2018546
11,0.81089073,0.9641706,"('unhelpful', 'helpful')",0.8108907,0.9641706,0.1532799
12,-0.9109544,-0.84711665,"('unsupportive', 'supportive')",-0.9109544,-0.8471166,0.0638378
13,0.46637622,0.6053792,"('impolite', 'polite')",0.4663762,0.6053792,0.139003
14,1.144829,1.2517346,"('antisocial', 'social')",1.144829,1.2517346,0.1069056
15,-0.01895653,-0.22145385,"('boring', 'funny')",-0.0189565,-0.2214538,-0.2024973
16,-0.37069368,-0.56852,"('unpopular', 'popular')",-0.3706937,-0.56852,-0.1978263
17,-0.57069993,-0.5045206,"('nasty', 'nice')",-0.5706999,-0.5045206,0.0661793
18,-1.2475929,-1.1960912,"('disagreeable', 'welcoming')",-1.2475929,-1.1960912,0.0515017
19,-1.6418762,-1.7130007,"('inhospitable', 'hospitable')",-1.6418762,-1.7130007,-0.0711245
20,0.04243255,0.19203216,"('rough', 'thoughtful')",0.0424326,0.1920322,0.1495996
21,0.21033502,0.54514766,"('immoral', 'moral')",0.210335,0.5451477,0.3348127
22,-0.04968474,0.058504306,"('untrustworthy', 'trustworthy')",-0.0496847,0.0585043,0.108189
23,2.7879667,2.9245255,"('insincere', 'sincere')",2.7879667,2.9245255,0.1365588
24,0.39310542,0.46902725,"('dishonest', 'honest')",0.3931054,0.4690273,0.0759219
25,0.21480052,0.10843746,"('egoistic', 'altruistic')",0.2148005,0.1084375,-0.106363
26,1.063661,0.87374234,"('hardhearted', 'benevolent')",1.063661,0.8737423,-0.1899187
27,0.010324272,-0.09459721,"('hardhearted', 'softhearted')",0.0103243,-0.0945972,-0.1049215
28,0.6392578,0.63552743,"('disloyal', 'loyal')",0.6392578,0.6355274,-0.0037304
29,-0.64324915,-0.6691507,"('unfair', 'fair')",-0.6432492,-0.6691507,-0.0259015
30,0.7855188,0.97603136,"('intolerant', 'tolerant')",0.7855188,0.9760314,0.1905126
31,-1.4195677,-1.5910559,"('evil', 'good')",-1.4195677,-1.5910559,-0.1714882
32,0.93060625,0.8867817,"('unkind', 'kind')",0.9306062,0.8867817,-0.0438245
33,-0.11459494,-0.19427747,"('wrong', 'right')",-0.1145949,-0.1942775,-0.0796826
34,2.0460649,2.2748168,"('mean', 'honorable')",2.0460649,2.2748168,0.2287519
35,-1.0167263,-1.3188848,"('corrupt', 'incorrupt')",-1.0167263,-1.3188848,-0.3021585
36,-1.3831166,-1.6576185,"('hostile', 'amicable')",-1.3831166,-1.6576185,-0.2745019
37,0.17060709,0.31995985,"('fake', 'genuine')",0.1706071,0.3199598,0.1493527
38,0.07013795,0.11373551,"('untruthful', 'truthful')",0.0701379,0.1137355,0.0435976
39,0.2511914,0.5317752,"('exploitative', 'cooperative')",0.2511914,0.5317752,0.2805838
40,-1.3689947,-1.4164428,"('stingy', 'generous')",-1.3689947,-1.4164428,-0.0474481
41,0.3386302,0.37062496,"('unforgiving', 'forgiving')",0.3386302,0.370625,0.0319948
42,-0.8203178,-0.7051973,"('unreliable', 'reliable')",-0.8203178,-0.7051973,0.1151205
43,0.5269619,0.74813795,"('irresponsible', 'responsible')",0.5269619,0.748138,0.2211761
44,-1.138551,-1.1160315,"('prejudiced', 'unprejudiced')",-1.138551,-1.1160315,0.0225195
45,0.63796115,0.66015655,"('incompetent', 'competent')",0.6379611,0.6601565,0.0221954
46,-0.07708578,0.055461723,"('uncompetitive', 'competitive')",-0.0770858,0.0554617,0.1325475
47,2.962771,3.121042,"('stupid', 'smart')",2.9627709,3.121042,0.1582711
48,-0.050251827,0.06441216,"('unintelligent', 'intelligent')",-0.0502518,0.0644122,0.114664
49,-0.964924,-0.8072345,"('unable', 'able')",-0.964924,-0.8072345,0.1576895
50,-0.20937842,-0.29826853,"('clumsy', 'skillful')",-0.2093784,-0.2982685,-0.0888901
51,0.38336438,0.37388512,"('uneducated', 'educated')",0.3833644,0.3738851,-0.0094793
52,-0.7841657,-1.0266331,"('irrational', 'rational')",-0.7841657,-1.0266331,-0.2424674
53,-0.86202866,-0.89573616,"('uncreative', 'creative')",-0.8620287,-0.8957362,-0.0337075
54,0.004748974,-0.034472413,"('incapable', 'capable')",0.004749,-0.0344724,-0.0392214
55,0.6789254,0.9267122,"('incompetent', 'clever')",0.6789254,0.9267122,0.2477868
56,1.0835088,1.2712812,"('impractical', 'practical')",1.0835088,1.2712812,0.1877724
57,-1.6730907,-1.6727054,"('unimaginative', 'imaginative')",-1.6730907,-1.6727054,0.0003853
58,0.19919105,0.20479941,"('undiscriminating', 'discriminating')",0.199191,0.2047994,0.0056084
59,-0.20871827,-0.30873206,"('foolish', 'wise')",-0.2087183,-0.3087321,-0.1000138
60,0.6606796,1.0830842,"('inefficient', 'efficient')",0.6606796,1.0830842,0.4224046
61,-0.027242837,-0.06927208,"('illogical', 'logical')",-0.0272428,-0.0692721,-0.0420293
62,0.62503284,0.8807003,"('incompetent', 'brilliant')",0.6250328,0.8807003,0.2556675
63,0.23324679,0.39249298,"('unperceptive', 'insightful')",0.2332468,0.392493,0.1592462
64,-2.881988,-2.8499808,"('shy', 'confident')",-2.881988,-2.8499808,0.0320072
65,0.58565426,0.7272968,"('insecure', 'secure')",0.5856543,0.7272968,0.1416425
66,-0.9884425,-1.1536088,"('inactive', 'active')",-0.9884425,-1.1536088,-0.1651663
67,0.6103409,0.7156005,"('doubtful', 'determined')",0.6103409,0.7156005,0.1052596
