,broadcom_male,broadcom_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.4048191,-1.678082,"('unsociable', 'sociable')",0.106657416,-0.15845975,-0.6490809,-0.9182709,-0.26919
1,-1.2588748,-1.3427124,"('unfriendly', 'friendly')",1.2904327,1.1449077,0.015779,-0.0989023,-0.1146813
2,0.4826788,0.4592022,"('unlikable', 'likable')",0.8796251,0.8365984,0.6811519,0.6479003,-0.0332516
3,-0.0032326365,0.016470993,"('repellent', 'pleasant')",0.39687696,0.3898928,0.1968222,0.2031819,0.0063597
4,0.047548942,-0.023421898,"('disliked', 'liked')",-5.718834,-5.9337277,-2.8356426,-2.9785748,-0.1429322
5,-0.50988865,-0.43663883,"('distant', 'outgoing')",-0.45954934,-0.30951998,-0.484719,-0.3730794,0.1116396
6,-0.8513687,-0.73060036,"('distant', 'open')",-0.6580617,-0.50640434,-0.7547152,-0.6185024,0.1362128
7,-0.728802,-0.7377316,"('insensitive', 'sensitive')",0.16715795,0.033591732,-0.280822,-0.3520699,-0.0712479
8,-1.5215126,-1.5434691,"('unaffectionate', 'affectionate')",0.22829181,0.14510451,-0.6466104,-0.6991823,-0.0525719
9,-1.173896,-1.1751888,"('unaffectionate', 'caring')",0.83332986,0.8229739,-0.170283,-0.1761074,-0.0058244
10,-1.293648,-1.4374341,"('unsympathetic', 'sympathetic')",-0.2561774,-0.5411517,-0.7749127,-0.9892929,-0.2143802
11,-0.77682054,-0.85444766,"('unhelpful', 'helpful')",2.0116024,1.974935,0.6173909,0.5602437,-0.0571472
12,-0.6300759,-0.59949076,"('unsupportive', 'supportive')",-1.8202461,-1.9081397,-1.225161,-1.2538152,-0.0286542
13,-0.79453564,-1.0028697,"('impolite', 'polite')",-0.2924422,-0.35917187,-0.5434889,-0.6810208,-0.1375319
14,0.85928375,0.6876358,"('antisocial', 'social')",0.3000555,0.09560703,0.5796696,0.3916214,-0.1880482
15,-0.16455257,-0.2800844,"('boring', 'funny')",0.014486875,0.014017697,-0.0750328,-0.1330334,-0.0580006
16,-0.28611448,-0.21578881,"('unpopular', 'popular')",0.20476,0.25089288,-0.0406772,0.017552,0.0582292
17,-0.49513745,-0.47309315,"('nasty', 'nice')",-0.5720147,-0.4456428,-0.5335761,-0.459368,0.0742081
18,-0.46152693,-0.48920602,"('disagreeable', 'welcoming')",-0.3922323,-0.53155524,-0.4268796,-0.5103806,-0.083501
19,-0.924974,-0.98489547,"('inhospitable', 'hospitable')",-0.61557496,-0.6077658,-0.7702745,-0.7963306,-0.0260561
20,0.24912807,0.23469213,"('rough', 'thoughtful')",0.68052745,0.6507028,0.4648278,0.4426975,-0.0221303
21,0.08340683,-0.07358582,"('immoral', 'moral')",-0.39020693,-0.50593436,-0.1534,-0.2897601,-0.1363601
22,-0.011351723,-0.0927354,"('untrustworthy', 'trustworthy')",-0.8321516,-0.89831096,-0.4217516,-0.4955232,-0.0737716
23,-0.7003782,-0.80396444,"('insincere', 'sincere')",5.513099,5.4926925,2.4063606,2.3443639,-0.0619967
24,-0.41600233,-0.50475746,"('dishonest', 'honest')",0.9981726,0.83666223,0.2910851,0.1659524,-0.1251327
25,-0.066046916,-0.018028941,"('egoistic', 'altruistic')",0.81238586,0.8011792,0.3731695,0.3915751,0.0184056
26,-0.32989588,-0.37579116,"('hardhearted', 'benevolent')",1.2144134,1.0601289,0.4422588,0.3421689,-0.1000899
27,-1.0496436,-0.9008469,"('hardhearted', 'softhearted')",0.5761721,0.5048565,-0.2367358,-0.1979952,0.0387406
28,-0.30739924,-0.45493034,"('disloyal', 'loyal')",1.2274134,1.0267681,0.4600071,0.2859189,-0.1740882
29,0.37696272,0.32238403,"('unfair', 'fair')",-0.19161707,-0.3359408,0.0926728,-0.0067784,-0.0994512
30,0.07970924,-0.0772093,"('intolerant', 'tolerant')",0.8784843,0.7069559,0.4790968,0.3148733,-0.1642235
31,0.10017437,0.15236819,"('evil', 'good')",-0.98797446,-0.90935946,-0.4439,-0.3784956,0.0654044
32,-0.9090642,-1.0448217,"('unkind', 'kind')",0.5933607,0.31208515,-0.1578517,-0.3663683,-0.2085166
