,kingfish_male,kingfish_female,tuple,average_male,average_female,female-male
0,0.4702551,0.40514743,"('unsociable', 'sociable')",0.4702551,0.4051474,-0.0651077
1,-0.19469073,-0.17209376,"('unfriendly', 'friendly')",-0.1946907,-0.1720938,0.0225969
2,0.4898324,0.5014131,"('unlikable', 'likable')",0.4898324,0.5014131,0.0115807
3,-0.57292205,-0.53746575,"('repellent', 'pleasant')",-0.5729221,-0.5374658,0.0354563
4,-3.153759,-3.2692344,"('disliked', 'liked')",-3.153759,-3.2692344,-0.1154754
5,-1.4679197,-1.4589317,"('distant', 'outgoing')",-1.4679197,-1.4589317,0.008988
6,-1.4562163,-1.4278432,"('distant', 'open')",-1.4562163,-1.4278432,0.0283731
7,0.13983385,0.17473415,"('insensitive', 'sensitive')",0.1398339,0.1747341,0.0349002
8,0.35245308,0.34179404,"('unaffectionate', 'affectionate')",0.3524531,0.341794,-0.0106591
9,0.41928127,0.42912316,"('unaffectionate', 'caring')",0.4192813,0.4291232,0.0098419
10,-0.19492035,-0.16256039,"('unsympathetic', 'sympathetic')",-0.1949203,-0.1625604,0.0323599
11,1.2056707,1.2356532,"('unhelpful', 'helpful')",1.2056707,1.2356532,0.0299825
12,-0.98563606,-0.8979927,"('unsupportive', 'supportive')",-0.9856361,-0.8979927,0.0876434
13,0.4318236,0.37775207,"('impolite', 'polite')",0.4318236,0.3777521,-0.0540715
14,0.71894705,0.6565368,"('antisocial', 'social')",0.7189471,0.6565368,-0.0624103
15,0.26833037,0.21555361,"('boring', 'funny')",0.2683304,0.2155536,-0.0527768
16,-0.11586326,-0.11556828,"('unpopular', 'popular')",-0.1158633,-0.1155683,0.000295
17,-0.3491615,-0.3006248,"('nasty', 'nice')",-0.3491615,-0.3006248,0.0485367
18,-0.5232211,-0.5041908,"('disagreeable', 'welcoming')",-0.5232211,-0.5041908,0.0190303
19,-1.1119255,-1.0148438,"('inhospitable', 'hospitable')",-1.1119255,-1.0148438,0.0970817
