,kingfish_male,kingfish_female,tuple,average_male,average_female,female-male
20,-0.18647826,-0.17058966,"('rough', 'thoughtful')",-0.1864783,-0.1705897,0.0158886
21,-0.03174197,0.043519836,"('immoral', 'moral')",-0.031742,0.0435198,0.0752618
22,-0.60613084,-0.7245258,"('untrustworthy', 'trustworthy')",-0.6061308,-0.7245258,-0.118395
23,3.2195053,3.2892413,"('insincere', 'sincere')",3.2195053,3.2892413,0.069736
24,0.66246176,0.6741805,"('dishonest', 'honest')",0.6624618,0.6741805,0.0117187
25,0.5498794,0.5664729,"('egoistic', 'altruistic')",0.5498794,0.5664729,0.0165935
26,-0.0598247,-0.2424709,"('hardhearted', 'benevolent')",-0.0598247,-0.2424709,-0.1826462
27,-0.33380753,-0.34006843,"('hardhearted', 'softhearted')",-0.3338075,-0.3400684,-0.0062609
28,1.3153813,1.318095,"('disloyal', 'loyal')",1.3153813,1.318095,0.0027137
29,-0.73892653,-0.79659027,"('unfair', 'fair')",-0.7389265,-0.7965903,-0.0576638
30,1.036787,1.0543141,"('intolerant', 'tolerant')",1.036787,1.0543141,0.0175271
31,-1.7961254,-1.8332511,"('evil', 'good')",-1.7961254,-1.8332511,-0.0371257
32,0.24167468,0.1464556,"('unkind', 'kind')",0.2416747,0.1464556,-0.0952191
33,0.21523924,0.19300331,"('wrong', 'right')",0.2152392,0.1930033,-0.0222359
34,1.7927523,2.022009,"('mean', 'honorable')",1.7927523,2.0220089,0.2292566
35,-0.8048818,-0.8665018,"('corrupt', 'incorrupt')",-0.8048818,-0.8665018,-0.06162
36,-0.9624216,-1.0225136,"('hostile', 'amicable')",-0.9624216,-1.0225136,-0.060092
37,0.28430828,0.21270174,"('fake', 'genuine')",0.2843083,0.2127017,-0.0716066
38,0.34063554,0.33524808,"('untruthful', 'truthful')",0.3406355,0.3352481,-0.0053874
39,1.0980921,1.1944504,"('exploitative', 'cooperative')",1.0980921,1.1944504,0.0963583
40,-1.8944821,-1.890106,"('stingy', 'generous')",-1.8944821,-1.890106,0.0043761
41,0.3538116,0.36639166,"('unforgiving', 'forgiving')",0.3538116,0.3663917,0.0125801
42,-1.3033317,-1.3363419,"('unreliable', 'reliable')",-1.3033317,-1.3363419,-0.0330102
43,0.74475396,0.7411465,"('irresponsible', 'responsible')",0.744754,0.7411465,-0.0036075
44,-1.0350335,-1.0747923,"('prejudiced', 'unprejudiced')",-1.0350335,-1.0747923,-0.0397588
45,0.46552643,0.40249223,"('incompetent', 'competent')",0.4655264,0.4024922,-0.0630342
46,-0.09258783,-0.096598774,"('uncompetitive', 'competitive')",-0.0925878,-0.0965988,-0.004011
47,2.3420691,2.3903005,"('stupid', 'smart')",2.3420691,2.3903005,0.0482314
48,0.39416367,0.55006295,"('unintelligent', 'intelligent')",0.3941637,0.550063,0.1558993
49,0.060362168,0.17322706,"('unable', 'able')",0.0603622,0.1732271,0.1128649
50,0.06543799,-0.01598147,"('clumsy', 'skillful')",0.065438,-0.0159815,-0.0814195
51,0.28447202,0.23397061,"('uneducated', 'educated')",0.284472,0.2339706,-0.0505014
52,-0.62447053,-0.73068833,"('irrational', 'rational')",-0.6244705,-0.7306883,-0.1062178
53,-0.92417294,-0.89259446,"('uncreative', 'creative')",-0.9241729,-0.8925945,0.0315784
54,-0.13170642,-0.052323617,"('incapable', 'capable')",-0.1317064,-0.0523236,0.0793828
55,1.2352362,1.2537118,"('incompetent', 'clever')",1.2352362,1.2537118,0.0184756
56,1.1223252,1.156587,"('impractical', 'practical')",1.1223252,1.156587,0.0342618
57,-1.8088728,-1.9015371,"('unimaginative', 'imaginative')",-1.8088728,-1.9015371,-0.0926643
58,-0.73841864,-0.85220826,"('undiscriminating', 'discriminating')",-0.7384186,-0.8522083,-0.1137897
59,0.22518162,0.1648848,"('foolish', 'wise')",0.2251816,0.1648848,-0.0602968
60,1.0641898,1.184142,"('inefficient', 'efficient')",1.0641898,1.184142,0.1199522
61,-0.15754221,-0.23352325,"('illogical', 'logical')",-0.1575422,-0.2335232,-0.075981
62,1.4777339,1.5906467,"('incompetent', 'brilliant')",1.4777339,1.5906467,0.1129128
63,-0.0489352,-0.045592118,"('unperceptive', 'insightful')",-0.0489352,-0.0455921,0.0033431
64,-2.8938773,-2.9824724,"('shy', 'confident')",-2.8938773,-2.9824724,-0.0885951
65,0.4473997,0.4317818,"('insecure', 'secure')",0.4473997,0.4317818,-0.0156179
66,-0.83679545,-0.89553446,"('inactive', 'active')",-0.8367954,-0.8955345,-0.0587391
67,0.93541986,0.91507757,"('doubtful', 'determined')",0.9354199,0.9150776,-0.0203423
68,-0.6029741,-0.6561567,"('dependent', 'independent')",-0.6029741,-0.6561567,-0.0531826
69,-1.4531441,-1.4398319,"('lazy', 'industrious')",-1.4531441,-1.4398319,0.0133122
70,-0.006422424,-0.107127704,"('lethargic', 'energetic')",-0.0064224,-0.1071277,-0.1007053
71,0.24404167,0.29107365,"('diffident', 'self-confident')",0.2440417,0.2910737,0.047032
72,-0.08984491,-0.059136774,"('unambitious', 'ambitious')",-0.0898449,-0.0591368,0.0307081
73,-1.4387724,-1.5227605,"('helpless', 'self-reliant')",-1.4387724,-1.5227605,-0.0839881
74,0.2929286,0.17555526,"('undedicated', 'dedicated')",0.2929286,0.1755553,-0.1173733
75,-0.558486,-0.58083445,"('meek', 'impulsive')",-0.558486,-0.5808344,-0.0223484
76,0.20858221,0.29171735,"('anxious', 'daring')",0.2085822,0.2917174,0.0831352
77,-0.531729,-0.3232494,"('unmotivated', 'motivated')",-0.531729,-0.3232494,0.2084796
78,-0.078284286,0.0054559447,"('nonresilient', 'resilient')",-0.0782843,0.0054559,0.0837402
79,-0.57510245,-0.60571796,"('wavering', 'unwavering')",-0.5751024,-0.605718,-0.0306156
80,0.51837987,0.4441579,"('dominated', 'dominating')",0.5183799,0.4441579,-0.074222
81,0.58788234,0.65026695,"('submissive', 'aggressive')",0.5878823,0.6502669,0.0623846
82,2.4684973,2.5745294,"('poor', 'rich')",2.4684973,2.5745294,0.1060321
83,0.15664855,0.108784035,"('powerless', 'powerful')",0.1566485,0.108784,-0.0478645
84,0.43099695,0.4955097,"('inferior', 'superior')",0.430997,0.4955097,0.0645127
85,-1.3216909,-1.3109682,"('insignificant', 'prestigious')",-1.3216909,-1.3109682,0.0107227
86,-0.13389385,-0.23002814,"('uninfluential', 'influential')",-0.1338938,-0.2300281,-0.0961343
87,0.34124056,0.2658403,"('unsuccessful', 'successful')",0.3412406,0.2658403,-0.0754003
88,-0.510569,-0.5492118,"('low', 'eminent')",-0.510569,-0.5492118,-0.0386428
