,general_male,general_female,tuple,dynamics_male,dynamics_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.4651653,-1.580292,"('unsociable', 'sociable')",-0.78889066,-0.8632231,-0.181371,-0.16944817,-0.811809,-0.8709877,-0.0591787
1,-0.28806344,-0.43760377,"('unfriendly', 'friendly')",1.6628932,1.5770009,1.5814424,1.2207874,0.985424,0.7867282,-0.1986958
2,0.5059053,0.5907806,"('unlikable', 'likable')",0.7175325,0.73757684,0.57675445,0.5716617,0.6000641,0.6333397,0.0332756
3,-0.9872441,-1.0325185,"('repellent', 'pleasant')",-1.2940029,-1.2190514,0.66330826,0.831459,-0.539313,-0.4733702,0.0659428
4,-0.558876,-0.6815072,"('disliked', 'liked')",0.17885454,0.08387826,-7.343132,-7.653187,-2.5743845,-2.7502718,-0.1758873
5,-0.22502515,-0.23109469,"('distant', 'outgoing')",1.4094472,1.2829612,-0.3231284,-0.5141701,0.2870979,0.1792321,-0.1078658
6,-0.7107584,-0.6793289,"('distant', 'open')",0.8199385,0.7297709,-0.24544956,-0.41717404,-0.0454232,-0.122244,-0.0768208
7,-0.6705493,-0.72702074,"('insensitive', 'sensitive')",-0.81454366,-0.7421826,0.27720568,0.44772255,-0.4026291,-0.3404936,0.0621355
8,-0.6754678,-0.7548842,"('unaffectionate', 'affectionate')",0.7961138,0.7381065,0.4583127,0.33211073,0.1929862,0.105111,-0.0878752
9,0.08764781,0.03442023,"('unaffectionate', 'caring')",1.2475355,1.2291088,1.4161239,1.4051511,0.9171023,0.8895601,-0.0275422
10,-1.5980738,-1.6740047,"('unsympathetic', 'sympathetic')",-1.4333246,-1.4146564,-0.22572029,0.0874189,-1.0857062,-1.0004141,0.0852921
11,-0.27785435,-0.31075773,"('unhelpful', 'helpful')",-0.053912364,0.025819778,2.0394301,2.2521036,0.5692211,0.6557219,0.0865008
12,0.24541827,0.22499979,"('unsupportive', 'supportive')",0.6828186,0.73394,-1.9590564,-1.8772341,-0.3436065,-0.3060981,0.0375084
13,-0.905322,-0.9414839,"('impolite', 'polite')",-1.2367654,-1.249992,-0.20606124,0.053635284,-0.7827163,-0.7126135,0.0701028
14,-1.0906355,-1.0577354,"('antisocial', 'social')",-0.7795555,-0.80791,-0.36704823,-0.30148977,-0.7457465,-0.7223784,0.0233681
15,-0.13216738,-0.2339433,"('boring', 'funny')",0.45405024,0.36602014,0.0027517062,-0.025048506,0.1082115,0.0356761,-0.0725354
16,0.3185327,0.3026579,"('unpopular', 'popular')",0.09112464,0.047562696,0.68617433,0.55299205,0.3652772,0.3010709,-0.0642063
17,-0.62780994,-0.6548143,"('nasty', 'nice')",-0.5211657,-0.5389672,-0.23114482,-0.22045062,-0.4600401,-0.4714107,-0.0113706
18,-0.051538292,-0.10234039,"('disagreeable', 'welcoming')",-0.31433767,-0.3323949,-0.6252543,-0.814752,-0.3303767,-0.4164958,-0.0861191
19,0.25541693,0.19895613,"('inhospitable', 'hospitable')",0.5907265,0.483931,-0.46973056,-0.52590334,0.125471,0.0523279,-0.0731431
20,0.19448137,0.25518736,"('rough', 'thoughtful')",0.4013381,0.47402346,0.7620938,0.7578881,0.4526378,0.4956996,0.0430618
21,0.35867944,0.16203202,"('immoral', 'moral')",-0.56009644,-0.6393608,-0.6180691,-0.2605621,-0.273162,-0.2459636,0.0271984
22,-0.6345576,-0.61351293,"('untrustworthy', 'trustworthy')",-0.9277156,-0.94963074,-1.3519402,-1.0589727,-0.9714045,-0.8740389,0.0973656
23,-0.45495272,-0.5621551,"('insincere', 'sincere')",0.11749434,0.15401997,6.6623607,6.870348,2.1083008,2.1540709,0.0457701
24,0.12129456,0.12838292,"('dishonest', 'honest')",-0.0076658726,0.026216008,0.658789,0.6742451,0.2574726,0.2762814,0.0188088
25,0.14719842,0.12623137,"('egoistic', 'altruistic')",1.0912111,1.1125592,0.8643031,0.6308982,0.7009042,0.6232296,-0.0776746
26,-0.022143267,-0.09184501,"('hardhearted', 'benevolent')",1.6905572,1.6025316,1.1685662,0.74173015,0.9456601,0.7508055,-0.1948546
27,-1.4470942,-1.2432885,"('hardhearted', 'softhearted')",-0.9073419,-0.8126314,1.099273,1.0682582,-0.4183877,-0.3292206,0.0891671
28,-0.54080003,-0.7518592,"('disloyal', 'loyal')",0.06772673,-0.010792617,1.0294307,1.0420002,0.1854525,0.0931161,-0.0923364
29,0.32991946,0.3040275,"('unfair', 'fair')",0.23545954,0.21453388,-0.35432482,-0.52541995,0.0703514,-0.0022862,-0.0726376
30,-1.1879101,-1.1451062,"('intolerant', 'tolerant')",-0.43140483,-0.45552164,0.4997793,0.46863034,-0.3731785,-0.3773325,-0.004154
