,nonbeliever_male,nonbeliever_female,tuple,average_male,average_female,female-male
0,-2.300804,-2.417167,"('unsociable', 'sociable')",-2.3008039,-2.4171669,-0.116363
1,-0.9761926,-0.9333484,"('unfriendly', 'friendly')",-0.9761926,-0.9333484,0.0428442
2,0.11874321,0.16395222,"('unlikable', 'likable')",0.1187432,0.1639522,0.045209
3,-1.282972,-1.2353168,"('repellent', 'pleasant')",-1.282972,-1.2353168,0.0476552
4,-0.40808913,-0.3339537,"('disliked', 'liked')",-0.4080891,-0.3339537,0.0741354
5,1.3771211,1.5283724,"('distant', 'outgoing')",1.3771211,1.5283724,0.1512513
6,1.285286,1.4460592,"('distant', 'open')",1.2852859,1.4460592,0.1607733
7,-1.0011705,-0.9555826,"('insensitive', 'sensitive')",-1.0011705,-0.9555826,0.0455879
8,-1.1091579,-1.0854445,"('unaffectionate', 'affectionate')",-1.1091579,-1.0854445,0.0237134
9,-0.5475019,-0.50076234,"('unaffectionate', 'caring')",-0.5475019,-0.5007623,0.0467396
10,-2.4176204,-2.4792755,"('unsympathetic', 'sympathetic')",-2.4176204,-2.4792755,-0.0616551
11,-1.391564,-1.4130703,"('unhelpful', 'helpful')",-1.391564,-1.4130703,-0.0215063
12,-1.7854019,-1.6767508,"('unsupportive', 'supportive')",-1.7854019,-1.6767508,0.1086511
13,-1.4408703,-1.507746,"('impolite', 'polite')",-1.4408703,-1.507746,-0.0668757
14,-1.6505034,-1.765357,"('antisocial', 'social')",-1.6505034,-1.765357,-0.1148536
15,0.7723263,0.77181256,"('boring', 'funny')",0.7723263,0.7718126,-0.0005137
16,-0.27527717,-0.2228339,"('unpopular', 'popular')",-0.2752772,-0.2228339,0.0524433
17,0.3838398,0.47871917,"('nasty', 'nice')",0.3838398,0.4787192,0.0948794
18,-0.51240003,-0.4515711,"('disagreeable', 'welcoming')",-0.5124,-0.4515711,0.0608289
19,0.49940023,0.64055735,"('inhospitable', 'hospitable')",0.4994002,0.6405573,0.1411571
