,curtailment_male,curtailment_female,tuple,average_male,average_female,female-male
77,-1.0584491,-1.0170764,"('unmotivated', 'motivated')",-1.0584491,-1.0170764,0.0413727
78,-0.70950264,-0.7706479,"('nonresilient', 'resilient')",-0.7095026,-0.7706479,-0.0611453
79,-1.1560613,-1.145066,"('wavering', 'unwavering')",-1.1560613,-1.145066,0.0109953
80,0.71805805,0.6931199,"('dominated', 'dominating')",0.718058,0.6931199,-0.0249381
81,1.5615573,1.6323829,"('submissive', 'aggressive')",1.5615573,1.6323829,0.0708256
82,1.0626696,1.0371763,"('poor', 'rich')",1.0626696,1.0371763,-0.0254933
83,-0.46403962,-0.478759,"('powerless', 'powerful')",-0.4640396,-0.478759,-0.0147194
84,0.22884575,0.27956757,"('inferior', 'superior')",0.2288457,0.2795676,0.0507219
85,-1.5295246,-1.5214479,"('insignificant', 'prestigious')",-1.5295246,-1.5214479,0.0080767
86,-0.9249696,-1.1323466,"('uninfluential', 'influential')",-0.9249696,-1.1323466,-0.207377
87,-0.43427044,-0.42206022,"('unsuccessful', 'successful')",-0.4342704,-0.4220602,0.0122102
88,-0.83691823,-0.80850273,"('low', 'eminent')",-0.8369182,-0.8085027,0.0284155
