,dominion_male,dominion_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.82153076,-0.8505159,"('unsociable', 'sociable')",0.081441805,-0.0017016791,-0.6828199,-0.81862223,-0.4743029,-0.5569466,-0.0826437
1,-0.5652023,-0.6381401,"('unfriendly', 'friendly')",0.63811785,0.5146538,1.5640516,1.4953101,0.5456557,0.4572746,-0.0883811
2,-0.4557421,-0.43401232,"('unlikable', 'likable')",1.1043018,1.0947205,0.52089196,0.5885622,0.3898172,0.4164235,0.0266063
3,-0.6736079,-0.5354846,"('repellent', 'pleasant')",-0.02849622,0.008208957,0.24336013,0.23519434,-0.1529147,-0.0973605,0.0555542
4,0.12438429,0.04185394,"('disliked', 'liked')",0.42691767,0.31573522,-5.827626,-5.853617,-1.7587748,-1.8320093,-0.0732345
5,0.22363159,0.096504085,"('distant', 'outgoing')",-0.39874142,-0.4876847,-0.2723078,-0.24962498,-0.1491392,-0.2136019,-0.0644627
6,-0.4180541,-0.5425581,"('distant', 'open')",-0.834947,-0.97765374,0.05772598,0.035323687,-0.398425,-0.4949627,-0.0965377
7,0.6375567,0.71581596,"('insensitive', 'sensitive')",1.0365909,1.1061018,0.83420086,0.7887586,0.8361162,0.8702254,0.0341092
8,0.11487379,0.047130823,"('unaffectionate', 'affectionate')",-0.9221882,-1.041273,0.47187704,0.4148591,-0.1118125,-0.1930944,-0.0812819
9,0.76492065,0.72320855,"('unaffectionate', 'caring')",0.1334374,0.072835304,0.88296056,0.83572495,0.5937729,0.5439229,-0.04985
10,-0.2840298,-0.1878165,"('unsympathetic', 'sympathetic')",-0.34119564,-0.36982313,-0.60031074,-0.7105099,-0.408512,-0.4227165,-0.0142045
11,-0.7087991,-0.6352023,"('unhelpful', 'helpful')",0.17634995,0.23466046,1.7586706,1.7541035,0.4087404,0.4511872,0.0424468
12,0.55177003,0.60829604,"('unsupportive', 'supportive')",0.6699406,0.6975781,-1.6976596,-1.7054529,-0.1586496,-0.1331929,0.0254567
13,-0.38418174,-0.35888642,"('impolite', 'polite')",0.36475325,0.4631524,-0.3894547,-0.4552756,-0.1362944,-0.1170032,0.0192912
14,0.03874152,0.07430103,"('antisocial', 'social')",0.8273176,0.88219404,-0.47728232,-0.5425325,0.1295923,0.1379875,0.0083952
15,-0.35163087,-0.46628115,"('boring', 'funny')",-0.1197834,-0.21134505,0.4834541,0.4555603,0.0040133,-0.074022,-0.0780353
16,-1.795413,-1.8314049,"('unpopular', 'popular')",-0.50283873,-0.573273,0.2005983,0.21154357,-0.6992178,-0.7310448,-0.031827
17,-0.85291433,-0.8641731,"('nasty', 'nice')",-0.8665549,-0.8189152,-0.3974561,-0.34160522,-0.7056418,-0.6748978,0.030744
18,-0.15338925,-0.172545,"('disagreeable', 'welcoming')",-0.76591414,-0.779015,-0.6333518,-0.6533744,-0.5175517,-0.5349782,-0.0174265
19,-0.53099823,-0.58317554,"('inhospitable', 'hospitable')",-1.2254791,-1.2671304,-0.07781601,-0.024293244,-0.6114311,-0.6248664,-0.0134353
20,-0.2890268,-0.22772732,"('rough', 'thoughtful')",-0.06737207,-0.023076102,0.78552413,0.7281115,0.1430417,0.1591027,0.016061
21,-0.33720297,-0.2690317,"('immoral', 'moral')",1.4352144,1.4613,-0.48572922,-0.48184806,0.2040941,0.2368068,0.0327127
22,-0.30863333,-0.296861,"('untrustworthy', 'trustworthy')",-0.54112434,-0.61668694,-0.75193787,-0.82271796,-0.5338985,-0.5787553,-0.0448568
23,-0.30923054,-0.24773832,"('insincere', 'sincere')",-0.037348293,-0.062089738,5.3602605,5.248228,1.6712271,1.6461334,-0.0250937
24,0.72724366,0.7321137,"('dishonest', 'honest')",0.6253126,0.6049734,0.6542934,0.58616847,0.6689499,0.6410852,-0.0278647
25,-0.33559138,-0.39947426,"('egoistic', 'altruistic')",0.8249283,0.8029034,1.3272521,1.3375779,0.6055297,0.5803357,-0.025194
26,1.5327793,1.4259064,"('hardhearted', 'benevolent')",0.649418,0.62407625,1.5923891,1.5569974,1.2581955,1.2023266,-0.0558689
27,0.030611634,-0.015059384,"('hardhearted', 'softhearted')",0.20212185,0.25410125,1.4108913,1.307098,0.5478749,0.51538,-0.0324949
28,0.88736624,0.8520523,"('disloyal', 'loyal')",0.091150254,-0.022244591,0.92595565,0.81931466,0.634824,0.5497075,-0.0851165
29,-0.59710586,-0.63350564,"('unfair', 'fair')",-0.47617275,-0.5054048,-0.29022455,-0.37017715,-0.4545011,-0.5030292,-0.0485281
30,0.5605521,0.63222104,"('intolerant', 'tolerant')",1.0962648,1.0845762,1.193524,1.0886252,0.9501136,0.9351408,-0.0149728
31,-0.945636,-0.9631071,"('evil', 'good')",-1.3934307,-1.4601117,-1.1981457,-1.1578845,-1.1790708,-1.1937011,-0.0146303
32,0.108835384,0.063327596,"('unkind', 'kind')",0.2067827,0.21066621,0.7999293,0.72186476,0.3718491,0.3319529,-0.0398962
33,0.8182066,0.7262227,"('wrong', 'right')",0.9777377,0.9047208,-0.5240528,-0.519064,0.4239639,0.3706265,-0.0533374
34,-0.34129384,-0.26156282,"('mean', 'honorable')",0.2548215,0.30500984,5.6177487,5.644221,1.8437587,1.8958893,0.0521306
35,0.19642414,0.04626301,"('corrupt', 'incorrupt')",-0.9697445,-1.0412884,0.0189937,-0.019887902,-0.2514422,-0.3383044,-0.0868622
36,-0.5911273,-0.70135385,"('hostile', 'amicable')",-0.9488859,-1.1488292,0.13688633,0.027585514,-0.4677089,-0.6075325,-0.1398236
37,-0.3421529,-0.30326134,"('fake', 'genuine')",0.2892839,0.25357562,0.35021126,0.3270692,0.0991141,0.0924612,-0.0066529
38,-0.26045513,-0.25344434,"('untruthful', 'truthful')",0.17869511,0.13337626,-0.14177522,-0.13344325,-0.0745117,-0.0845038,-0.0099921
39,1.5437268,1.5923771,"('exploitative', 'cooperative')",-0.25801232,-0.13412538,-0.031483207,-0.009431287,0.4180771,0.4829402,0.0648631
40,0.8747041,0.870367,"('stingy', 'generous')",0.5668765,0.5191711,-1.2627487,-1.363165,0.0596106,0.008791,-0.0508196
41,0.29430753,0.30276927,"('unforgiving', 'forgiving')",-0.38187152,-0.47339535,-0.062768586,-0.1918765,-0.0501109,-0.1208342,-0.0707233
