,tracksuit_male,tracksuit_female,tuple,average_male,average_female,female-male
0,0.76417494,0.67531097,"('unsociable', 'sociable')",0.7641749,0.675311,-0.0888639
1,0.7995262,0.5738155,"('unfriendly', 'friendly')",0.7995262,0.5738155,-0.2257107
2,0.09618938,0.145731,"('unlikable', 'likable')",0.0961894,0.145731,0.0495416
3,0.53540254,0.6119324,"('repellent', 'pleasant')",0.5354025,0.6119324,0.0765299
4,-3.75149,-3.9206436,"('disliked', 'liked')",-3.7514901,-3.9206436,-0.1691535
5,-0.99121886,-1.0849618,"('distant', 'outgoing')",-0.9912189,-1.0849618,-0.0937429
6,-0.5563511,-0.6862588,"('distant', 'open')",-0.5563511,-0.6862588,-0.1299077
7,1.2971987,1.3784621,"('insensitive', 'sensitive')",1.2971987,1.3784621,0.0812634
8,0.2638086,0.13938747,"('unaffectionate', 'affectionate')",0.2638086,0.1393875,-0.1244211
9,0.80575323,0.72867686,"('unaffectionate', 'caring')",0.8057532,0.7286769,-0.0770763
10,0.76503694,0.8559156,"('unsympathetic', 'sympathetic')",0.7650369,0.8559156,0.0908787
11,0.7843545,0.8375527,"('unhelpful', 'helpful')",0.7843545,0.8375527,0.0531982
12,-0.6708087,-0.6644268,"('unsupportive', 'supportive')",-0.6708087,-0.6644268,0.0063819
13,0.046330683,0.15437216,"('impolite', 'polite')",0.0463307,0.1543722,0.1080415
14,0.7941157,0.809676,"('antisocial', 'social')",0.7941157,0.809676,0.0155603
15,0.29538217,0.24081986,"('boring', 'funny')",0.2953822,0.2408199,-0.0545623
16,-0.4803822,-0.52135205,"('unpopular', 'popular')",-0.4803822,-0.5213521,-0.0409699
17,-0.24073511,-0.16231687,"('nasty', 'nice')",-0.2407351,-0.1623169,0.0784182
18,-0.6539124,-0.6016838,"('disagreeable', 'welcoming')",-0.6539124,-0.6016838,0.0522286
19,-1.6578953,-1.6825843,"('inhospitable', 'hospitable')",-1.6578953,-1.6825843,-0.024689
20,-0.1602616,-0.14809081,"('rough', 'thoughtful')",-0.1602616,-0.1480908,0.0121708
21,0.48817328,0.6336015,"('immoral', 'moral')",0.4881733,0.6336015,0.1454282
22,0.30212724,0.319598,"('untrustworthy', 'trustworthy')",0.3021272,0.319598,0.0174708
23,3.4499538,3.544108,"('insincere', 'sincere')",3.4499538,3.5441079,0.0941541
24,0.719412,0.7618624,"('dishonest', 'honest')",0.719412,0.7618624,0.0424504
25,0.8005083,0.68686265,"('egoistic', 'altruistic')",0.8005083,0.6868626,-0.1136457
26,1.1148041,0.94974256,"('hardhearted', 'benevolent')",1.1148041,0.9497426,-0.1650615
27,0.3815787,0.3222326,"('hardhearted', 'softhearted')",0.3815787,0.3222326,-0.0593461
28,0.9049889,0.7331301,"('disloyal', 'loyal')",0.9049889,0.7331301,-0.1718588
29,0.016620707,-0.062671706,"('unfair', 'fair')",0.0166207,-0.0626717,-0.0792924
30,0.9026554,0.9823422,"('intolerant', 'tolerant')",0.9026554,0.9823422,0.0796868
31,-1.1858314,-1.2573484,"('evil', 'good')",-1.1858314,-1.2573484,-0.071517
32,1.0636894,1.0099888,"('unkind', 'kind')",1.0636894,1.0099888,-0.0537006
33,0.13465035,0.093233496,"('wrong', 'right')",0.1346503,0.0932335,-0.0414168
34,2.5606394,2.6961434,"('mean', 'honorable')",2.5606394,2.6961434,0.135504
35,-1.3574845,-1.5859921,"('corrupt', 'incorrupt')",-1.3574845,-1.5859921,-0.2285076
36,-0.7661589,-0.9761439,"('hostile', 'amicable')",-0.7661589,-0.9761439,-0.209985
37,0.31039256,0.28599298,"('fake', 'genuine')",0.3103926,0.285993,-0.0243996
38,0.09334939,0.08848037,"('untruthful', 'truthful')",0.0933494,0.0884804,-0.004869
39,-0.12602386,0.017637137,"('exploitative', 'cooperative')",-0.1260239,0.0176371,0.143661
40,-0.63647556,-0.70926106,"('stingy', 'generous')",-0.6364756,-0.7092611,-0.0727855
41,0.6835765,0.5837518,"('unforgiving', 'forgiving')",0.6835765,0.5837518,-0.0998247
42,-0.94829696,-0.84872043,"('unreliable', 'reliable')",-0.948297,-0.8487204,0.0995766
43,0.5703874,0.68393743,"('irresponsible', 'responsible')",0.5703874,0.6839374,0.11355
44,-1.1224476,-1.0933348,"('prejudiced', 'unprejudiced')",-1.1224476,-1.0933348,0.0291128
45,0.6078519,0.488765,"('incompetent', 'competent')",0.6078519,0.488765,-0.1190869
46,0.30492237,0.31466338,"('uncompetitive', 'competitive')",0.3049224,0.3146634,0.009741
47,2.8088088,2.8931928,"('stupid', 'smart')",2.8088088,2.8931928,0.084384
48,0.081009574,0.074693576,"('unintelligent', 'intelligent')",0.0810096,0.0746936,-0.006316
49,-0.7358296,-0.6734058,"('unable', 'able')",-0.7358296,-0.6734058,0.0624238
50,-0.38530305,-0.41472024,"('clumsy', 'skillful')",-0.3853031,-0.4147202,-0.0294171
51,0.06668332,0.08887771,"('uneducated', 'educated')",0.0666833,0.0888777,0.0221944
52,-0.31919,-0.4810975,"('irrational', 'rational')",-0.31919,-0.4810975,-0.1619075
53,-0.18649897,-0.33899856,"('uncreative', 'creative')",-0.186499,-0.3389986,-0.1524996
54,0.10316648,0.109919176,"('incapable', 'capable')",0.1031665,0.1099192,0.0067527
55,0.8288506,0.9303934,"('incompetent', 'clever')",0.8288506,0.9303934,0.1015428
