,cerner_male,cerner_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.75720316,-0.8976558,"('unsociable', 'sociable')",-0.34053367,-0.44614816,-0.5488684,-0.6719019,-0.1230335
1,-0.7381285,-0.886826,"('unfriendly', 'friendly')",1.3815789,1.2680407,0.3217252,0.1906073,-0.1311179
2,0.9822854,0.96435153,"('unlikable', 'likable')",0.8999642,0.9090322,0.9411248,0.9366919,-0.0044329
3,-0.6088354,-0.5450407,"('repellent', 'pleasant')",0.95482695,0.9756975,0.1729958,0.2153284,0.0423326
4,-0.09497346,-0.16404946,"('disliked', 'liked')",-6.836946,-7.092231,-3.4659598,-3.6281402,-0.1621804
5,-0.72391504,-0.74343497,"('distant', 'outgoing')",-0.3899856,-0.4667837,-0.5569503,-0.6051093,-0.048159
6,-0.8692269,-0.9015094,"('distant', 'open')",-0.13716434,-0.2113208,-0.5031956,-0.5564151,-0.0532195
7,-0.23473558,-0.21263124,"('insensitive', 'sensitive')",-0.023758894,0.048967145,-0.1292472,-0.0818321,0.0474151
8,-0.13516468,-0.25697893,"('unaffectionate', 'affectionate')",0.9015466,0.8765274,0.383191,0.3097742,-0.0734168
9,-0.27411878,-0.34912023,"('unaffectionate', 'caring')",1.1824158,1.2133452,0.4541485,0.4321125,-0.022036
10,-1.3962102,-1.4519548,"('unsympathetic', 'sympathetic')",-0.7116056,-0.68319035,-1.0539079,-1.0675726,-0.0136647
11,0.09687376,0.14588217,"('unhelpful', 'helpful')",1.1951087,1.3394561,0.6459912,0.7426691,0.0966779
12,0.07541252,0.13551722,"('unsupportive', 'supportive')",-2.3726528,-2.3843818,-1.1486201,-1.1244323,0.0241878
13,-0.44791618,-0.45855615,"('impolite', 'polite')",-1.252512,-1.1548393,-0.8502141,-0.8066977,0.0435164
14,-0.0718794,-0.10154958,"('antisocial', 'social')",-0.09430377,-0.19749087,-0.0830916,-0.1495202,-0.0664286
15,0.2522837,0.14629282,"('boring', 'funny')",-0.11684703,-0.14367868,0.0677183,0.0013071,-0.0664112
16,0.053119954,-0.022976276,"('unpopular', 'popular')",0.69463694,0.56433576,0.3738784,0.2706797,-0.1031987
17,0.14647774,0.15777914,"('nasty', 'nice')",-0.636071,-0.5760114,-0.2447966,-0.2091161,0.0356805
18,-0.12550811,-0.18418166,"('disagreeable', 'welcoming')",-0.49053147,-0.558185,-0.3080198,-0.3711833,-0.0631635
19,-1.1305912,-1.1517737,"('inhospitable', 'hospitable')",-0.5844537,-0.50591606,-0.8575224,-0.8288449,0.0286775
20,0.2334823,0.18519823,"('rough', 'thoughtful')",1.0153712,0.9853526,0.6244267,0.5852754,-0.0391513
21,0.033123493,-0.021142747,"('immoral', 'moral')",-0.55493015,-0.515819,-0.2609033,-0.2684809,-0.0075776
22,-0.2514203,-0.33728966,"('untrustworthy', 'trustworthy')",-0.96188015,-1.040619,-0.6066502,-0.6889544,-0.0823042
23,-0.2626185,-0.33221996,"('insincere', 'sincere')",5.433355,5.545325,2.5853682,2.6065524,0.0211842
24,-0.34757662,-0.41847193,"('dishonest', 'honest')",0.3290042,0.35935944,-0.0092862,-0.0295562,-0.02027
25,0.37166005,0.3521444,"('egoistic', 'altruistic')",1.3305688,1.3073905,0.8511144,0.8297674,-0.021347
26,0.116230175,0.04960808,"('hardhearted', 'benevolent')",1.7597047,1.6658168,0.9379674,0.8577124,-0.080255
27,-0.26730558,-0.26365435,"('hardhearted', 'softhearted')",1.1635052,1.099474,0.4480998,0.4179098,-0.03019
