,prince_male,prince_female,tuple,average_male,average_female,female-male
0,0.20518109,0.1544712,"('unsociable', 'sociable')",0.2051811,0.1544712,-0.0507099
1,1.2324322,1.1941057,"('unfriendly', 'friendly')",1.2324322,1.1941057,-0.0383265
2,0.2678048,0.26080003,"('unlikable', 'likable')",0.2678048,0.2608,-0.0070048
3,0.80717677,0.9515413,"('repellent', 'pleasant')",0.8071768,0.9515413,0.1443645
4,-7.23974,-7.4191895,"('disliked', 'liked')",-7.2397399,-7.4191895,-0.1794496
5,-0.31860277,-0.3013327,"('distant', 'outgoing')",-0.3186028,-0.3013327,0.0172701
6,-0.101887904,-0.12040182,"('distant', 'open')",-0.1018879,-0.1204018,-0.0185139
7,1.1157122,1.2186509,"('insensitive', 'sensitive')",1.1157122,1.2186509,0.1029387
8,1.3324777,1.2619797,"('unaffectionate', 'affectionate')",1.3324777,1.2619797,-0.070498
9,1.8545314,2.0001893,"('unaffectionate', 'caring')",1.8545314,2.0001893,0.1456579
10,1.1902014,1.2920184,"('unsympathetic', 'sympathetic')",1.1902014,1.2920184,0.101817
11,2.0280273,2.2225645,"('unhelpful', 'helpful')",2.0280273,2.2225645,0.1945372
12,-1.323916,-1.2166955,"('unsupportive', 'supportive')",-1.323916,-1.2166955,0.1072205
13,0.015143387,0.09576931,"('impolite', 'polite')",0.0151434,0.0957693,0.0806259
14,0.24255252,0.14582485,"('antisocial', 'social')",0.2425525,0.1458248,-0.0967277
15,0.28876013,0.18490952,"('boring', 'funny')",0.2887601,0.1849095,-0.1038506
16,-0.6540873,-0.54320675,"('unpopular', 'popular')",-0.6540873,-0.5432068,0.1108805
17,-0.111136466,-0.099999666,"('nasty', 'nice')",-0.1111365,-0.0999997,0.0111368
18,-0.2041475,-0.2725218,"('disagreeable', 'welcoming')",-0.2041475,-0.2725218,-0.0683743
19,-0.41001576,-0.34322304,"('inhospitable', 'hospitable')",-0.4100158,-0.343223,0.0667928
20,0.34240362,0.22064514,"('rough', 'thoughtful')",0.3424036,0.2206451,-0.1217585
21,0.03197263,0.21965648,"('immoral', 'moral')",0.0319726,0.2196565,0.1876839
22,-0.42798337,-0.40077347,"('untrustworthy', 'trustworthy')",-0.4279834,-0.4007735,0.0272099
23,6.765129,6.988345,"('insincere', 'sincere')",6.7651291,6.9883451,0.223216
24,1.8651977,1.8864726,"('dishonest', 'honest')",1.8651977,1.8864726,0.0212749
25,0.87110007,0.71575844,"('egoistic', 'altruistic')",0.8711001,0.7157584,-0.1553417
26,0.65406126,0.39259046,"('hardhearted', 'benevolent')",0.6540613,0.3925905,-0.2614708
27,2.0044348,1.801785,"('hardhearted', 'softhearted')",2.0044348,1.801785,-0.2026498
28,1.5464728,1.5381962,"('disloyal', 'loyal')",1.5464728,1.5381962,-0.0082766
29,-0.6328273,-0.72026116,"('unfair', 'fair')",-0.6328273,-0.7202612,-0.0874339
30,1.0060151,1.0580511,"('intolerant', 'tolerant')",1.0060151,1.0580511,0.052036
31,-1.5615699,-1.6638348,"('evil', 'good')",-1.5615699,-1.6638348,-0.1022649
32,1.3910953,1.2425789,"('unkind', 'kind')",1.3910953,1.2425789,-0.1485164
33,-0.22946283,-0.25154883,"('wrong', 'right')",-0.2294628,-0.2515488,-0.022086
34,4.962399,5.329067,"('mean', 'honorable')",4.962399,5.3290672,0.3666682
35,-0.9141338,-1.1500449,"('corrupt', 'incorrupt')",-0.9141338,-1.1500449,-0.2359111
36,-1.1230967,-1.223399,"('hostile', 'amicable')",-1.1230967,-1.223399,-0.1003023
37,1.1679767,1.11732,"('fake', 'genuine')",1.1679767,1.1173199,-0.0506568
38,0.22930355,0.35391748,"('untruthful', 'truthful')",0.2293036,0.3539175,0.1246139
39,0.30974033,0.31688502,"('exploitative', 'cooperative')",0.3097403,0.316885,0.0071447
40,-1.1928048,-1.3792397,"('stingy', 'generous')",-1.1928048,-1.3792397,-0.1864349
41,0.5873765,0.441945,"('unforgiving', 'forgiving')",0.5873765,0.441945,-0.1454315
42,-2.6254745,-2.6807318,"('unreliable', 'reliable')",-2.6254745,-2.6807318,-0.0552573
43,1.1909751,1.2526364,"('irresponsible', 'responsible')",1.1909751,1.2526364,0.0616613
44,-1.6030804,-1.7722512,"('prejudiced', 'unprejudiced')",-1.6030804,-1.7722512,-0.1691708
