,imprisonment_male,imprisonment_female,tuple,average_male,average_female,female-male
0,-0.42867592,-0.48855796,"('unsociable', 'sociable')",-0.4286759,-0.488558,-0.0598821
1,1.5553263,1.5789529,"('unfriendly', 'friendly')",1.5553263,1.5789529,0.0236266
2,-0.18159187,-0.11246106,"('unlikable', 'likable')",-0.1815919,-0.1124611,0.0691308
3,0.32384536,0.40778744,"('repellent', 'pleasant')",0.3238454,0.4077874,0.083942
4,-7.113596,-7.1855993,"('disliked', 'liked')",-7.113596,-7.1855993,-0.0720033
5,-0.033495612,-0.01658968,"('distant', 'outgoing')",-0.0334956,-0.0165897,0.0169059
6,0.5928908,0.53021055,"('distant', 'open')",0.5928908,0.5302106,-0.0626802
7,0.7460871,0.76324856,"('insensitive', 'sensitive')",0.7460871,0.7632486,0.0171615
8,1.7303005,1.6462073,"('unaffectionate', 'affectionate')",1.7303005,1.6462073,-0.0840932
9,1.9869916,1.9580511,"('unaffectionate', 'caring')",1.9869916,1.9580511,-0.0289405
10,0.4429485,0.4855046,"('unsympathetic', 'sympathetic')",0.4429485,0.4855046,0.0425561
11,1.3116088,1.3366987,"('unhelpful', 'helpful')",1.3116088,1.3366987,0.0250899
12,-1.60512,-1.6590626,"('unsupportive', 'supportive')",-1.6051199,-1.6590626,-0.0539427
13,-0.8903039,-0.87906957,"('impolite', 'polite')",-0.8903039,-0.8790696,0.0112343
14,-0.37511215,-0.37411448,"('antisocial', 'social')",-0.3751121,-0.3741145,0.0009976
15,0.25876546,0.17705348,"('boring', 'funny')",0.2587655,0.1770535,-0.081712
16,-0.29813468,-0.25691518,"('unpopular', 'popular')",-0.2981347,-0.2569152,0.0412195
17,-0.41202134,-0.3365703,"('nasty', 'nice')",-0.4120213,-0.3365703,0.075451
18,-0.3004491,-0.3623578,"('disagreeable', 'welcoming')",-0.3004491,-0.3623578,-0.0619087
19,-0.35416725,-0.39152706,"('inhospitable', 'hospitable')",-0.3541673,-0.3915271,-0.0373598
20,0.71227896,0.7370606,"('rough', 'thoughtful')",0.712279,0.7370606,0.0247816
21,-0.8291962,-0.74874467,"('immoral', 'moral')",-0.8291962,-0.7487447,0.0804515
22,-1.1799544,-1.1031959,"('untrustworthy', 'trustworthy')",-1.1799544,-1.1031959,0.0767585
23,6.248993,6.2665896,"('insincere', 'sincere')",6.2489929,6.2665896,0.0175967
24,1.3991302,1.2619716,"('dishonest', 'honest')",1.3991302,1.2619716,-0.1371586
25,1.1558771,1.1118279,"('egoistic', 'altruistic')",1.1558771,1.1118279,-0.0440492
26,1.1160616,1.0755677,"('hardhearted', 'benevolent')",1.1160616,1.0755677,-0.0404939
27,1.5637894,1.468195,"('hardhearted', 'softhearted')",1.5637894,1.468195,-0.0955944
28,1.1952744,1.1199874,"('disloyal', 'loyal')",1.1952744,1.1199874,-0.075287
29,-0.78174394,-0.82489216,"('unfair', 'fair')",-0.7817439,-0.8248922,-0.0431483
30,0.892119,0.83825773,"('intolerant', 'tolerant')",0.892119,0.8382577,-0.0538613
31,-0.7741311,-0.7479183,"('evil', 'good')",-0.7741311,-0.7479183,0.0262128
32,1.1963514,1.0990735,"('unkind', 'kind')",1.1963514,1.0990735,-0.0972779
33,-0.32757273,-0.3674336,"('wrong', 'right')",-0.3275727,-0.3674336,-0.0398609
34,4.768342,4.8405175,"('mean', 'honorable')",4.768342,4.8405175,0.0721755
35,-0.16102587,-0.35006237,"('corrupt', 'incorrupt')",-0.1610259,-0.3500624,-0.1890365
36,-0.08315663,-0.14297765,"('hostile', 'amicable')",-0.0831566,-0.1429777,-0.0598211
37,0.90908724,0.9022376,"('fake', 'genuine')",0.9090872,0.9022376,-0.0068496
38,-0.06998448,-0.108227454,"('untruthful', 'truthful')",-0.0699845,-0.1082275,-0.038243
39,-0.11761339,-0.09064595,"('exploitative', 'cooperative')",-0.1176134,-0.0906459,0.0269675
40,-1.506153,-1.5870867,"('stingy', 'generous')",-1.506153,-1.5870867,-0.0809337
41,-0.18552904,-0.14480676,"('unforgiving', 'forgiving')",-0.185529,-0.1448068,0.0407222
42,-2.685375,-2.6989949,"('unreliable', 'reliable')",-2.685375,-2.6989949,-0.0136199
43,0.7331356,0.7358767,"('irresponsible', 'responsible')",0.7331356,0.7358767,0.0027411
44,-1.3648874,-1.2996929,"('prejudiced', 'unprejudiced')",-1.3648874,-1.2996929,0.0651945
45,-0.30032215,-0.30275595,"('incompetent', 'competent')",-0.3003221,-0.302756,-0.0024339
46,-1.4176044,-1.3864827,"('uncompetitive', 'competitive')",-1.4176044,-1.3864827,0.0311217
47,4.7645655,4.9204693,"('stupid', 'smart')",4.7645655,4.9204693,0.1559038
48,0.44926473,0.40556026,"('unintelligent', 'intelligent')",0.4492647,0.4055603,-0.0437044
49,0.028011724,0.12388697,"('unable', 'able')",0.0280117,0.123887,0.0958753
50,-0.12535675,-0.20742385,"('clumsy', 'skillful')",-0.1253567,-0.2074239,-0.0820672
51,0.4359715,0.3841604,"('uneducated', 'educated')",0.4359715,0.3841604,-0.0518111
52,-0.3508496,-0.45235837,"('irrational', 'rational')",-0.3508496,-0.4523584,-0.1015088
53,0.15633444,0.094890855,"('uncreative', 'creative')",0.1563344,0.0948909,-0.0614435
54,1.2020324,1.2385033,"('incapable', 'capable')",1.2020324,1.2385033,0.0364709
55,0.24847642,0.32829058,"('incompetent', 'clever')",0.2484764,0.3282906,0.0798142
56,0.32592446,0.28724283,"('impractical', 'practical')",0.3259245,0.2872428,-0.0386817
57,-3.0133703,-2.948005,"('unimaginative', 'imaginative')",-3.0133703,-2.948005,0.0653653
58,0.10537365,0.16376737,"('undiscriminating', 'discriminating')",0.1053737,0.1637674,0.0583937
59,0.060656425,0.054522384,"('foolish', 'wise')",0.0606564,0.0545224,-0.006134
60,-0.13932347,-0.0660487,"('inefficient', 'efficient')",-0.1393235,-0.0660487,0.0732748
61,0.036431942,-0.113869265,"('illogical', 'logical')",0.0364319,-0.1138693,-0.1503012
62,0.047316402,0.10765709,"('incompetent', 'brilliant')",0.0473164,0.1076571,0.0603407
63,-0.13778563,-0.08857739,"('unperceptive', 'insightful')",-0.1377856,-0.0885774,0.0492082
64,-6.8862815,-6.8472886,"('shy', 'confident')",-6.8862815,-6.8472886,0.0389929
65,-0.7107175,-0.6219441,"('insecure', 'secure')",-0.7107175,-0.6219441,0.0887734
66,-0.20231155,-0.22043197,"('inactive', 'active')",-0.2023115,-0.220432,-0.0181205
67,-0.43113452,-0.40446013,"('doubtful', 'determined')",-0.4311345,-0.4044601,0.0266744
68,-0.5687707,-0.6121905,"('dependent', 'independent')",-0.5687707,-0.6121905,-0.0434198
69,-1.6992617,-1.6955435,"('lazy', 'industrious')",-1.6992617,-1.6955435,0.0037182
70,0.55196315,0.5825812,"('lethargic', 'energetic')",0.5519632,0.5825812,0.030618
71,0.86805725,0.86514664,"('diffident', 'self-confident')",0.8680573,0.8651466,-0.0029107
72,0.9343279,1.00443,"('unambitious', 'ambitious')",0.9343279,1.0044301,0.0701022
73,-2.9747183,-2.905786,"('helpless', 'self-reliant')",-2.9747183,-2.905786,0.0689323
74,0.04049805,-0.03948631,"('undedicated', 'dedicated')",0.0404981,-0.0394863,-0.0799844
75,-0.96254957,-0.78551483,"('meek', 'impulsive')",-0.9625496,-0.7855148,0.1770348
76,0.288767,0.35026348,"('anxious', 'daring')",0.288767,0.3502635,0.0614965
77,-1.6576862,-1.5080292,"('unmotivated', 'motivated')",-1.6576862,-1.5080292,0.149657
78,-0.51881254,-0.52581537,"('nonresilient', 'resilient')",-0.5188125,-0.5258154,-0.0070029
79,0.45455584,0.36364305,"('wavering', 'unwavering')",0.4545558,0.3636431,-0.0909127
80,-0.7947273,-0.8113314,"('dominated', 'dominating')",-0.7947273,-0.8113314,-0.0166041
81,-0.6574376,-0.5304706,"('submissive', 'aggressive')",-0.6574376,-0.5304706,0.126967
82,6.612363,6.6456275,"('poor', 'rich')",6.6123629,6.6456275,0.0332646
83,-0.29663923,-0.26665446,"('powerless', 'powerful')",-0.2966392,-0.2666545,0.0299847
84,0.75790095,0.7511283,"('inferior', 'superior')",0.757901,0.7511283,-0.0067727
85,0.562747,0.48802662,"('insignificant', 'prestigious')",0.562747,0.4880266,-0.0747204
86,0.103646934,0.10635427,"('uninfluential', 'influential')",0.1036469,0.1063543,0.0027074
87,-0.43546873,-0.36250523,"('unsuccessful', 'successful')",-0.4354687,-0.3625052,0.0729635
88,0.9256226,0.7987657,"('low', 'eminent')",0.9256226,0.7987657,-0.1268569
