,cimarex_male,cimarex_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,female-male
0,-0.98681736,-1.0474929,"('unsociable', 'sociable')",0.64676166,0.5191774,-0.15153567,-0.294531,-0.1638638,-0.2742822,-0.1104184
1,-2.1150467,-2.2032628,"('unfriendly', 'friendly')",0.31633148,0.10822306,0.7839221,0.7132545,-0.3382644,-0.4605951,-0.1223307
2,1.5910456,1.6090084,"('unlikable', 'likable')",1.5020849,1.4461559,1.0363908,1.1246738,1.3765071,1.3932794,0.0167723
3,-0.17501837,-0.10305682,"('repellent', 'pleasant')",-0.09823551,-0.075453,0.5510118,0.5460319,0.092586,0.1225074,0.0299214
4,-0.2576183,-0.3222189,"('disliked', 'liked')",0.37536883,0.27123252,-6.5667696,-6.597897,-2.149673,-2.2162944,-0.0666214
5,-1.2531867,-1.2183833,"('distant', 'outgoing')",-0.12659495,-0.13747378,-1.160651,-1.0591428,-0.8468108,-0.805,0.0418108
6,-1.8664207,-1.8322133,"('distant', 'open')",-0.7617856,-0.8610462,-0.9203464,-0.8453032,-1.1828508,-1.1795209,0.0033299
7,0.04607383,0.07894564,"('insensitive', 'sensitive')",0.82276165,0.8835299,-0.22926264,-0.19984984,0.213191,0.2542086,0.0410176
8,-1.7216042,-1.8181278,"('unaffectionate', 'affectionate')",-0.5561539,-0.7033078,0.072727636,0.053712774,-0.7350101,-0.8225742,-0.0875641
9,-1.3934242,-1.4753454,"('unaffectionate', 'caring')",0.4812292,0.37074643,0.64542055,0.6439437,-0.0889248,-0.1535518,-0.064627
10,-0.5028985,-0.54637426,"('unsympathetic', 'sympathetic')",-0.16798276,-0.20089206,-0.2732243,-0.2826943,-0.3147019,-0.3433202,-0.0286183
11,0.17328922,0.19763549,"('unhelpful', 'helpful')",0.759209,0.7858801,1.998182,2.0082521,0.9768934,0.9972559,0.0203625
12,-0.35369438,-0.2808027,"('unsupportive', 'supportive')",0.9085835,0.9576639,-2.1685603,-2.1051455,-0.5378904,-0.4760948,0.0617956
13,-0.061498955,-0.04437443,"('impolite', 'polite')",0.34027192,0.47692585,-0.32373878,-0.30259314,-0.0149886,0.0433194,0.058308
14,0.5987749,0.6375807,"('antisocial', 'social')",1.3898265,1.4011751,0.02278001,-0.07334438,0.6704605,0.6551372,-0.0153233
15,0.50347424,0.3625973,"('boring', 'funny')",0.2586146,0.1827221,0.5463083,0.4974304,0.4361324,0.3475833,-0.0885491
16,-0.31749922,-0.3855324,"('unpopular', 'popular')",-0.41451937,-0.58793724,0.16641085,0.00856775,-0.1885359,-0.321634,-0.1330981
17,-0.2269027,-0.2038364,"('nasty', 'nice')",-0.95424277,-0.9064409,-0.25454554,-0.2713352,-0.4785637,-0.4605375,0.0180262
18,-0.3690206,-0.34590364,"('disagreeable', 'welcoming')",-0.78924716,-0.8399252,-0.8604802,-0.89218456,-0.6729159,-0.6926711,-0.0197552
19,-1.2242857,-1.2387425,"('inhospitable', 'hospitable')",-1.2104079,-1.276345,-0.8827448,-0.80806696,-1.1058128,-1.1077181,-0.0019053
20,-0.19158363,-0.19986868,"('rough', 'thoughtful')",-0.19222254,-0.15300539,0.3960123,0.3327368,0.0040687,-0.0067124,-0.0107811
21,1.0723451,1.0053831,"('immoral', 'moral')",1.6191657,1.557234,-0.4059725,-0.3786438,0.7618461,0.7279912,-0.0338549
22,0.49121684,0.4977884,"('untrustworthy', 'trustworthy')",-0.46508706,-0.5553514,-0.32910523,-0.33201036,-0.1009918,-0.1298578,-0.028866
23,-0.57885593,-0.6659615,"('insincere', 'sincere')",0.24239302,0.16413297,5.519616,5.4139233,1.7277177,1.6373649,-0.0903528
24,-0.18993925,-0.22787173,"('dishonest', 'honest')",0.6023978,0.5953538,0.47960642,0.5078687,0.297355,0.2917836,-0.0055714
25,-0.68673754,-0.8125927,"('egoistic', 'altruistic')",0.6092754,0.43649766,1.3231176,1.1528251,0.4152185,0.25891,-0.1563085
26,-0.44254974,-0.47816363,"('hardhearted', 'benevolent')",0.5474937,0.47465086,1.330816,1.2921749,0.4785867,0.4295541,-0.0490326
27,-0.8639019,-0.87551457,"('hardhearted', 'softhearted')",-0.18508571,-0.11545717,0.60273695,0.49547297,-0.1487502,-0.1651663,-0.0164161
28,-0.3836106,-0.52502567,"('disloyal', 'loyal')",0.20431179,-0.024229147,0.95989984,0.82278985,0.2602003,0.0911783,-0.169022
29,-0.19159588,-0.23570435,"('unfair', 'fair')",-0.668248,-0.7033266,-0.7386562,-0.866639,-0.5328333,-0.60189,-0.0690567
30,0.87238944,0.88328224,"('intolerant', 'tolerant')",1.4913968,1.4938328,0.83943117,0.88823295,1.0677392,1.0884493,0.0207101
31,-1.6551431,-1.5250994,"('evil', 'good')",-1.6510476,-1.6929395,-1.5627018,-1.5158733,-1.6229642,-1.5779708,0.0449934
32,0.122662574,0.023801878,"('unkind', 'kind')",0.42870754,0.39135748,1.027045,0.97113574,0.5261384,0.4620984,-0.06404
33,0.08247408,0.010362484,"('wrong', 'right')",1.1187737,1.0501815,-0.69786775,-0.7773115,0.1677934,0.0944108,-0.0733826
34,-0.2884739,-0.19930118,"('mean', 'honorable')",0.29449967,0.32327932,4.9596505,5.0704465,1.6552254,1.7314749,0.0762495
35,-0.31616044,-0.45947835,"('corrupt', 'incorrupt')",-1.1007686,-1.216451,-0.5628243,-0.6702527,-0.6599178,-0.7820607,-0.1221429
36,-1.1503372,-1.2839572,"('hostile', 'amicable')",-0.9984727,-1.2748963,-0.10692498,-0.28530097,-0.7519116,-0.9480515,-0.1961399
37,0.0684345,0.0449552,"('fake', 'genuine')",0.10668699,0.076444626,-0.18730472,-0.15815783,-0.0040611,-0.0122527,-0.0081916
38,-0.70110625,-0.72907096,"('untruthful', 'truthful')",0.30058527,0.2121667,-0.13436292,-0.080847204,-0.1782946,-0.1992505,-0.0209559
39,0.82699555,0.9479554,"('exploitative', 'cooperative')",0.18975103,0.37142608,0.5757019,0.6530921,0.5308162,0.6574912,0.126675
40,-0.30089787,-0.31844977,"('stingy', 'generous')",0.041482333,-0.022729585,-2.6945043,-2.7770267,-0.98464,-1.039402,-0.054762
