,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.26035354,-0.4423042,"('unsociable', 'sociable')",0.28338438,0.28963962,-0.45433682,-0.57696325,0.16372254,0.07196376,-0.0668959,-0.164416,-0.0975201
1,-1.0599415,-1.1274515,"('unfriendly', 'friendly')",-1.1545398,-1.324871,-2.2036085,-2.201072,0.9870814,0.77412856,-0.8577521,-0.9698166,-0.1120645
2,0.262259,0.37384334,"('unlikable', 'likable')",0.73374,0.7678087,-0.17375925,-0.048459888,0.6562951,0.7382476,0.3696337,0.4578599,0.0882262
3,0.34346583,0.4698171,"('repellent', 'pleasant')",-0.14627127,-0.034979697,-0.449166,-0.37612796,0.5262778,0.6672209,0.0685766,0.1814826,0.112906
4,-1.0305508,-1.1145682,"('disliked', 'liked')",-0.052071974,-0.13813978,0.6254374,0.56712615,-5.079929,-5.02938,-1.3842785,-1.4287404,-0.0444619
5,-1.0010959,-0.91354835,"('distant', 'outgoing')",-0.7131246,-0.7916179,0.30399907,0.3175046,-0.494977,-0.5794885,-0.4762996,-0.4917875,-0.0154879
6,-0.39504483,-0.2883014,"('distant', 'open')",-0.7665122,-0.77786964,-0.18400663,-0.11339984,-0.569808,-0.6853489,-0.4788429,-0.46623,0.0126129
7,0.17934816,0.18925808,"('insensitive', 'sensitive')",-0.16400203,0.020109802,-0.081295535,-0.062567934,0.5329119,0.5786697,0.1167406,0.1813674,0.0646268
8,0.045668393,0.042666294,"('unaffectionate', 'affectionate')",-0.095165744,-0.14797068,-1.075036,-1.0220506,0.76715845,0.6487449,-0.0893437,-0.1196525,-0.0303088
9,0.44056186,0.43085122,"('unaffectionate', 'caring')",-0.33100826,-0.39792985,-1.0540329,-1.02293,1.2428426,1.1173257,0.0745908,0.0318293,-0.0427615
10,0.374084,0.24917044,"('unsympathetic', 'sympathetic')",0.12529212,0.23390293,-0.3377236,-0.38487214,0.12784648,0.080316305,0.0723747,0.0446294,-0.0277453
11,-0.48781586,-0.5605655,"('unhelpful', 'helpful')",-0.57677764,-0.5947842,-0.8567361,-0.8774858,1.6301082,1.5954819,-0.0728054,-0.1093384,-0.036533
12,0.54439604,0.49013627,"('unsupportive', 'supportive')",0.4635814,0.56377304,0.11796994,0.134433,-1.0329795,-0.95657724,0.023242,0.0579413,0.0346993
13,-0.054878764,-0.12664276,"('impolite', 'polite')",0.06503174,0.13441838,-0.1043588,-0.16215959,-0.7755811,-0.749622,-0.2174467,-0.2260015,-0.0085548
14,0.05437514,-0.048247896,"('antisocial', 'social')",1.1326344,1.2195649,0.068891756,0.029968668,0.22569883,0.23881426,0.3704,0.360025,-0.010375
15,-0.5273134,-0.6361268,"('boring', 'funny')",0.5471794,0.47772485,-0.27658314,-0.25978494,0.00062713027,-0.04277721,-0.0640225,-0.115241,-0.0512185
16,-1.0089073,-0.9868889,"('unpopular', 'popular')",-0.057172425,-0.03277541,-0.7854785,-0.7375741,-0.15464287,-0.13384879,-0.5015503,-0.4727718,0.0287785
17,0.15438017,0.16394441,"('nasty', 'nice')",0.2495626,0.38064966,-0.110541776,-0.06863636,-0.46464005,-0.36801532,-0.0428098,0.0269856,0.0697954
18,-0.58627313,-0.50792366,"('disagreeable', 'welcoming')",0.3022402,0.44934994,-0.27634192,-0.1758208,-0.7815313,-0.80812126,-0.3354765,-0.2606289,0.0748476
19,0.47386554,0.5631448,"('inhospitable', 'hospitable')",-1.0533155,-0.9998698,0.7444287,0.7813457,-0.64136463,-0.605498,-0.1190965,-0.0652193,0.0538772
20,-0.12962511,-0.06506377,"('rough', 'thoughtful')",0.60613084,0.69241923,-0.34019056,-0.329284,0.685283,0.7506281,0.2053995,0.2621749,0.0567754
21,0.262981,0.20668286,"('immoral', 'moral')",0.65473795,0.80838346,-0.31192958,-0.3182051,-0.6460173,-0.52789754,-0.010057,0.0422409,0.0522979
22,-0.5574425,-0.6315852,"('untrustworthy', 'trustworthy')",0.1792646,0.17119241,-0.63617325,-0.62799937,-0.53960645,-0.556407,-0.3884894,-0.4111998,-0.0227104
23,0.3139146,0.32866177,"('insincere', 'sincere')",-0.8883306,-0.8039987,-1.07032,-1.0966195,4.003012,3.8747816,0.589569,0.5757063,-0.0138627
